Date,Time,Type,Location,Gm #,White,White Score,Dark,Dark Score,GMID
02-May-2026,9:30 AM,A bracket,SOUTHWESTERN COLLEGE 1,27,A1 - La Jolla United A,16,A3 - SJA,3,SDC-14u-boys-division-1-27
02-May-2026,9:30 AM,H bracket,SOUTHWESTERN COLLEGE 2,43,H1 - Patriot Navy,15,H2 - SHAQ,3,SDC-14u-boys-division-1-43
02-May-2026,9:30 AM,C bracket,SOUTHWESTERN COLLEGE 3,59,C1 - SD Dons Black,8,C2 - Shore Aquatics,4,SDC-14u-boys-division-1-59
03-May-2026,10:15 AM,HH bracket,STANDLEY AQUATIC CENTER,84,HH1 - South Coast,10,HH2 - Lamorinda,9,SDC-14u-boys-division-1-84
03-May-2026,10:15 AM,LL bracket,COGGAN FAMILY AQUATIC COMPLEX,92,LL1 - Los Al Opal,8,LL2 - SD Dons Red,9,SDC-14u-boys-division-1-92
03-May-2026,10:15 AM,Semifinal,SOUTHWESTERN COLLEGE 1,99,Y1 - La Jolla United A,7,Y2 - Mission,6,SDC-14u-boys-division-1-99
03-May-2026,10:15 AM,Semifinal,SOUTHWESTERN COLLEGE 2,100,Z1 - Norcal,5,Z2 - LA Premier,6,SDC-14u-boys-division-1-100
03-May-2026,11:00 AM,AA bracket,SOUTHWESTERN COLLEGE 1,73,AA1 - Patriot Navy,9,AA2 - Commerce,10,SDC-14u-boys-division-1-73
03-May-2026,11:00 AM,CC bracket,SOUTHWESTERN COLLEGE 2,75,CC1 - 908,6,CC2 - Greenwich,8,SDC-14u-boys-division-1-75
03-May-2026,11:00 AM,13th,STANDLEY AQUATIC CENTER,85,CDM,10,Stanford,4,SDC-14u-boys-division-1-85
03-May-2026,11:00 AM,MM bracket,COGGAN FAMILY AQUATIC COMPLEX,93,MM1 - CC United Blue,11,MM2 - Sharks,7,SDC-14u-boys-division-1-93
03-May-2026,11:45 AM,BB bracket,SOUTHWESTERN COLLEGE 1,74,BB1 - Newport,5,BB2 - SD Dons Black,6,SDC-14u-boys-division-1-74
03-May-2026,11:45 AM,DD bracket,SOUTHWESTERN COLLEGE 2,76,DD1 - SD Shores Black,11,DD2 - North Irvine,1,SDC-14u-boys-division-1-76
03-May-2026,11:45 AM,15th,STANDLEY AQUATIC CENTER,86,ORWP,9,Shore Aquatics,11,SDC-14u-boys-division-1-86
03-May-2026,11:45 AM,NN bracket,COGGAN FAMILY AQUATIC COMPLEX,94,NN1 - CHAWP,5,NN2 - Kingsburg Kings,12,SDC-14u-boys-division-1-94
03-May-2026,12:30 PM,17th,STANDLEY AQUATIC CENTER,87,Devil's Gate,5,South Coast,6,SDC-14u-boys-division-1-87
03-May-2026,12:30 PM,OO bracket,COGGAN FAMILY AQUATIC COMPLEX,95,OO1 - SJA,5,OO2 - Carlsbad,6,SDC-14u-boys-division-1-95
03-May-2026,1:15 PM,19th,STANDLEY AQUATIC CENTER,88,SHAQ,10,Lamorinda,13,SDC-14u-boys-division-1-88
03-May-2026,1:15 PM,PP bracket,COGGAN FAMILY AQUATIC COMPLEX,96,PP1 - Northwest,8,PP2 - Titans,6,SDC-14u-boys-division-1-96
03-May-2026,2:00 PM,21st,COGGAN FAMILY AQUATIC COMPLEX,97,Tsunami,6,OCWPC,10,SDC-14u-boys-division-1-97
03-May-2026,2:45 PM,23rd,COGGAN FAMILY AQUATIC COMPLEX,98,CC United Black,12,SOCAL,10,SDC-14u-boys-division-1-98
03-May-2026,3:00 PM,1st,SOUTHWESTERN COLLEGE 1,101,La Jolla United A,8,LA Premier,5,SDC-14u-boys-division-1-101
03-May-2026,3:15 PM,3rd,SOUTHWESTERN COLLEGE 2,102,Mission,3,Norcal,4,SDC-14u-boys-division-1-102
03-May-2026,3:50 PM,5th,SOUTHWESTERN COLLEGE 1,77,Commerce,4,SD Dons Black,6,SDC-14u-boys-division-1-77
03-May-2026,4:05 PM,9th,SOUTHWESTERN COLLEGE 2,79,Greenwich,5,SD Shores Black,9,SDC-14u-boys-division-1-79
03-May-2026,4:35 PM,7th,SOUTHWESTERN COLLEGE 1,78,Patriot Navy,5,Newport,6,SDC-14u-boys-division-1-78
03-May-2026,4:50 PM,11th,SOUTHWESTERN COLLEGE 2,80,908,8,North Irvine,4,SDC-14u-boys-division-1-80
03-May-2026,8:00 AM,EE bracket,STANDLEY AQUATIC CENTER,81,EE1 - CDM,9,EE2 - ORWP,6,SDC-14u-boys-division-1-81
03-May-2026,8:00 AM,II bracket,COGGAN FAMILY AQUATIC COMPLEX,89,II1 - Tsunami,6,II2 - CC United Black,4,SDC-14u-boys-division-1-89
03-May-2026,8:45 AM,FF bracket,STANDLEY AQUATIC CENTER,82,FF1 - Stanford,6,FF2 - Shore Aquatics,5,SDC-14u-boys-division-1-82
03-May-2026,8:45 AM,JJ bracket,COGGAN FAMILY AQUATIC COMPLEX,90,JJ1 - SOCAL,6,JJ2 - OCWPC,11,SDC-14u-boys-division-1-90
03-May-2026,9:30 AM,GG bracket,STANDLEY AQUATIC CENTER,83,GG1 - SHAQ,12,GG2 - Devil's Gate,14,SDC-14u-boys-division-1-83
03-May-2026,9:30 AM,KK bracket,COGGAN FAMILY AQUATIC COMPLEX,91,KK1 - Foothill,12,KK2 - La Jolla United B,8,SDC-14u-boys-division-1-91
