Date,Time,Type,Location,Gm #,White,White Score,Dark,Dark Score,GMID
01-May-2026,6:00 PM,D bracket,NED BAUMER 2,13,D2 - San Jose WPF,21,D3 - North Irvine Red,11,SDC-12u-boys-division-2-13
01-May-2026,6:00 PM,J bracket,ALLIED GARDENS POOL,21,J2 - South Coast Red,17,J3 - San Clemente White,5,SDC-12u-boys-division-2-21
01-May-2026,6:45 PM,B bracket,NED BAUMER 1,6,B1 - San Mateo,12,B3 - Laguna Beach,3,SDC-12u-boys-division-2-6
01-May-2026,6:45 PM,F bracket,NED BAUMER 2,14,F1 - Greenwich White,19,F2 - Tsunami Black,6,SDC-12u-boys-division-2-14
01-May-2026,6:45 PM,L bracket,ALLIED GARDENS POOL,22,L1 - Newport White,5,L3 - CCWP,12,SDC-12u-boys-division-2-22
01-May-2026,7:30 PM,A bracket,NED BAUMER 1,7,A1 - SD Dons Gold,7,A3 - YOLO Yellow,5,SDC-12u-boys-division-2-7
01-May-2026,7:30 PM,I bracket,NED BAUMER 2,15,I2 - CHAWP,7,I3 - Trilogy,7,SDC-12u-boys-division-2-15
01-May-2026,7:30 PM,H bracket,ALLIED GARDENS POOL,23,H2 - Titans,9,H3 - CC United White,10,SDC-12u-boys-division-2-23
01-May-2026,8:15 PM,E bracket,NED BAUMER 1,8,E1 - Sharks,15,E3 - NGen,7,SDC-12u-boys-division-2-8
01-May-2026,8:15 PM,G bracket,NED BAUMER 2,16,G1 - Norcal,17,G2 - 908 Blue,10,SDC-12u-boys-division-2-16
01-May-2026,8:15 PM,K bracket,ALLIED GARDENS POOL,24,K1 - CDM White,15,K3 - Lamorinda C,5,SDC-12u-boys-division-2-24
02-May-2026,10:15 AM,D bracket,NED BAUMER 1,27,D1 - Mission B,15,D2 - San Jose WPF,10,SDC-12u-boys-division-2-27
02-May-2026,10:15 AM,G bracket,NED BAUMER 2,43,G1 - Norcal,10,G3 - Innis Arden,11,SDC-12u-boys-division-2-43
02-May-2026,10:15 AM,H bracket,ALLIED GARDENS POOL,59,H1 - Elite,3,H3 - CC United White,16,SDC-12u-boys-division-2-59
02-May-2026,11:00 AM,M bracket,NED BAUMER 1,28,M1 - Shore Aquatics,3,M3 - Patriot Red,7,SDC-12u-boys-division-2-28
02-May-2026,11:00 AM,Q bracket,NED BAUMER 2,44,Q1 - SD Dons Gold,16,Q3 - Trilogy,12,SDC-12u-boys-division-2-44
02-May-2026,11:00 AM,U bracket,ALLIED GARDENS POOL,60,U1 - YOLO Yellow,6,U3 - CHAWP,12,SDC-12u-boys-division-2-60
02-May-2026,11:45 AM,P bracket,NED BAUMER 1,29,P1 - San Clemente Black,12,P2 - Greenwich White,5,SDC-12u-boys-division-2-29
02-May-2026,11:45 AM,T bracket,NED BAUMER 2,45,T1 - La Jolla United B,14,T2 - Tsunami Black,9,SDC-12u-boys-division-2-45
02-May-2026,11:45 AM,X bracket,ALLIED GARDENS POOL,61,X1 - OCWPC,11,X3 - Lamorinda C,7,SDC-12u-boys-division-2-61
02-May-2026,12:30 PM,O bracket,NED BAUMER 1,30,O1 - ECA,5,O3 - Stanford Black,7,SDC-12u-boys-division-2-30
02-May-2026,12:30 PM,S bracket,NED BAUMER 2,46,S1 - San Mateo,3,S3 - South Coast Red,6,SDC-12u-boys-division-2-46
02-May-2026,12:30 PM,W bracket,ALLIED GARDENS POOL,62,W1 - Laguna Beach,12,W3 - San Clemente White,7,SDC-12u-boys-division-2-62
02-May-2026,1:15 PM,N bracket,NED BAUMER 1,31,N1 - Mission B,17,N2 - Sharks,6,SDC-12u-boys-division-2-31
02-May-2026,1:15 PM,R bracket,NED BAUMER 2,47,R1 - San Jose WPF,21,R2 - NGen,9,SDC-12u-boys-division-2-47
02-May-2026,1:15 PM,V bracket,ALLIED GARDENS POOL,63,V1 - North Irvine Red,12,V2 - Foothill,5,SDC-12u-boys-division-2-63
02-May-2026,2:00 PM,M bracket,NED BAUMER 1,32,M2 - CC United White,4,M3 - Patriot Red,12,SDC-12u-boys-division-2-32
02-May-2026,2:00 PM,Q bracket,NED BAUMER 2,48,Q2 - Titans,6,Q3 - Trilogy,9,SDC-12u-boys-division-2-48
02-May-2026,2:00 PM,U bracket,ALLIED GARDENS POOL,64,U2 - Elite,7,U3 - CHAWP,12,SDC-12u-boys-division-2-64
02-May-2026,2:45 PM,P bracket,NED BAUMER 1,33,P2 - Greenwich White,13,P3 - CDM White,7,SDC-12u-boys-division-2-33
02-May-2026,2:45 PM,T bracket,NED BAUMER 2,49,T2 - Tsunami Black,9,T3 - Santa Barbara,8,SDC-12u-boys-division-2-49
02-May-2026,2:45 PM,X bracket,ALLIED GARDENS POOL,65,X2 - NSD Stars B,13,X3 - Lamorinda C,12,SDC-12u-boys-division-2-65
02-May-2026,3:30 PM,O bracket,NED BAUMER 1,34,O2 - Norcal,8,O3 - Stanford Black,14,SDC-12u-boys-division-2-34
02-May-2026,3:30 PM,S bracket,NED BAUMER 2,50,S2 - 908 Blue,7,S3 - South Coast Red,13,SDC-12u-boys-division-2-50
02-May-2026,3:30 PM,W bracket,ALLIED GARDENS POOL,66,W2 - Innis Arden,14,W3 - San Clemente White,6,SDC-12u-boys-division-2-66
02-May-2026,4:15 PM,N bracket,NED BAUMER 1,35,N2 - Sharks,6,N3 - CCWP,11,SDC-12u-boys-division-2-35
02-May-2026,4:15 PM,R bracket,NED BAUMER 2,51,R2 - NGen,1,R3 - Newport White,21,SDC-12u-boys-division-2-51
02-May-2026,4:15 PM,V bracket,ALLIED GARDENS POOL,67,V2 - Foothill,8,V3 - Back Bay,9,SDC-12u-boys-division-2-67
02-May-2026,5:00 PM,M bracket,NED BAUMER 1,36,M1 - Shore Aquatics,12,M2 - CC United White,8,SDC-12u-boys-division-2-36
02-May-2026,5:00 PM,Q bracket,NED BAUMER 2,52,Q1 - SD Dons Gold,5,Q2 - Titans,4,SDC-12u-boys-division-2-52
02-May-2026,5:00 PM,U bracket,ALLIED GARDENS POOL,68,U1 - YOLO Yellow,9,U2 - Elite,6,SDC-12u-boys-division-2-68
02-May-2026,5:45 PM,P bracket,NED BAUMER 1,37,P1 - San Clemente Black,21,P3 - CDM White,6,SDC-12u-boys-division-2-37
02-May-2026,5:45 PM,T bracket,NED BAUMER 2,53,T1 - La Jolla United B,12,T3 - Santa Barbara,1,SDC-12u-boys-division-2-53
02-May-2026,5:45 PM,X bracket,ALLIED GARDENS POOL,69,X1 - OCWPC,23,X2 - NSD Stars B,5,SDC-12u-boys-division-2-69
02-May-2026,6:30 PM,O bracket,NED BAUMER 1,38,O1 - ECA,14,O2 - Norcal,7,SDC-12u-boys-division-2-38
02-May-2026,6:30 PM,S bracket,NED BAUMER 2,54,S1 - San Mateo,16,S2 - 908 Blue,6,SDC-12u-boys-division-2-54
02-May-2026,6:30 PM,W bracket,ALLIED GARDENS POOL,70,W1 - Laguna Beach,6,W2 - Innis Arden,11,SDC-12u-boys-division-2-70
02-May-2026,7:15 PM,N bracket,NED BAUMER 1,39,N1 - Mission B,20,N3 - CCWP,10,SDC-12u-boys-division-2-39
02-May-2026,7:15 PM,R bracket,NED BAUMER 2,55,R1 - San Jose WPF,17,R3 - Newport White,10,SDC-12u-boys-division-2-55
02-May-2026,7:15 PM,V bracket,ALLIED GARDENS POOL,71,V1 - North Irvine Red,9,V3 - Back Bay,12,SDC-12u-boys-division-2-71
02-May-2026,8:00 AM,A bracket,NED BAUMER 1,24,A2 - Shore Aquatics,17,A3 - YOLO Yellow,3,SDC-12u-boys-division-2-24-2
02-May-2026,8:00 AM,I bracket,NED BAUMER 2,40,I1 - Patriot Red,11,I2 - CHAWP,5,SDC-12u-boys-division-2-40
02-May-2026,8:00 AM,L bracket,ALLIED GARDENS POOL,56,L2 - Back Bay,11,L3 - CCWP,14,SDC-12u-boys-division-2-56
02-May-2026,8:45 AM,C bracket,NED BAUMER 1,25,C1 - San Clemente Black,18,C3 - OCWPC,4,SDC-12u-boys-division-2-25
02-May-2026,8:45 AM,F bracket,NED BAUMER 2,41,F2 - Tsunami Black,16,F3 - NSD Stars B,6,SDC-12u-boys-division-2-41
02-May-2026,8:45 AM,J bracket,ALLIED GARDENS POOL,57,J1 - Stanford Black,12,J2 - South Coast Red,10,SDC-12u-boys-division-2-57
02-May-2026,9:30 AM,B bracket,NED BAUMER 1,26,B1 - San Mateo,6,B2 - ECA,7,SDC-12u-boys-division-2-26
02-May-2026,9:30 AM,E bracket,NED BAUMER 2,42,E1 - Sharks,20,E2 - Foothill,4,SDC-12u-boys-division-2-42
02-May-2026,9:30 AM,K bracket,ALLIED GARDENS POOL,58,K1 - CDM White,10,K2 - Santa Barbara,9,SDC-12u-boys-division-2-58
03-May-2026,10:15 AM,Tournament game,NED BAUMER 1,76,Norcal,6,CDM White,4,SDC-12u-boys-division-2-76
03-May-2026,10:15 AM,Tournament game,NED BAUMER 2,84,San Mateo,17,Tsunami Black,6,SDC-12u-boys-division-2-84
03-May-2026,10:15 AM,Tournament game,ALLIED GARDENS POOL,92,Laguna Beach,14,NSD Stars B,2,SDC-12u-boys-division-2-92
03-May-2026,11:00 AM,7th,NED BAUMER 1,77,Shore Aquatics,9,ECA,13,SDC-12u-boys-division-2-77
03-May-2026,11:00 AM,Tournament game,NED BAUMER 2,85,Titans,14,NGen,4,SDC-12u-boys-division-2-85
03-May-2026,11:00 AM,Tournament game,ALLIED GARDENS POOL,93,Elite,3,Foothill,9,SDC-12u-boys-division-2-93
03-May-2026,11:00 AM,Semifinal,SOUTHWESTERN COLLEGE 3,95,Patriot Red,2,Mission B,9,SDC-12u-boys-division-2-95
03-May-2026,11:45 AM,5th,NED BAUMER 1,78,CCWP,13,Greenwich White,11,SDC-12u-boys-division-2-78
03-May-2026,11:45 AM,Tournament game,NED BAUMER 2,86,908 Blue,12,Santa Barbara,11,SDC-12u-boys-division-2-86
03-May-2026,11:45 AM,Tournament game,ALLIED GARDENS POOL,94,San Clemente White,13,Lamorinda C,7,SDC-12u-boys-division-2-94
03-May-2026,11:45 AM,Semifinal,SOUTHWESTERN COLLEGE 3,96,Stanford Black,4,San Clemente Black,7,SDC-12u-boys-division-2-96
03-May-2026,12:30 PM,9th,NED BAUMER 1,79,Sharks,15,Norcal,9,SDC-12u-boys-division-2-79
03-May-2026,12:30 PM,13th,NED BAUMER 2,87,San Jose WPF,8,South Coast Red,10,SDC-12u-boys-division-2-87
03-May-2026,1:15 PM,11th,NED BAUMER 1,80,CC United White,6,CDM White,7,SDC-12u-boys-division-2-80
03-May-2026,1:15 PM,15th,NED BAUMER 2,88,SD Dons Gold,5,La Jolla United B,11,SDC-12u-boys-division-2-88
03-May-2026,3:55 PM,3rd,SOUTHWESTERN COLLEGE 3,97,Patriot Red,2,Stanford Black,4,SDC-12u-boys-division-2-97
03-May-2026,4:45 PM,1st,SOUTHWESTERN COLLEGE 3,98,Mission B,6,San Clemente Black,3,SDC-12u-boys-division-2-98
03-May-2026,8:00 AM,Tournament game,NED BAUMER 1,73,Shore Aquatics,6,CCWP,16,SDC-12u-boys-division-2-73
03-May-2026,8:00 AM,Tournament game,NED BAUMER 2,81,SD Dons Gold,6,San Jose WPF,14,SDC-12u-boys-division-2-81
03-May-2026,8:00 AM,Tournament game,ALLIED GARDENS POOL,89,CHAWP,7,Back Bay,13,SDC-12u-boys-division-2-89
03-May-2026,8:45 AM,Tournament game,NED BAUMER 1,74,ECA,10,Greenwich White,11,SDC-12u-boys-division-2-74
03-May-2026,8:45 AM,Tournament game,NED BAUMER 2,82,South Coast Red,14,La Jolla United B,6,SDC-12u-boys-division-2-82
03-May-2026,8:45 AM,Tournament game,ALLIED GARDENS POOL,90,Innis Arden,16,OCWPC,9,SDC-12u-boys-division-2-90
03-May-2026,9:30 AM,Tournament game,NED BAUMER 1,75,CC United White,4,Sharks,11,SDC-12u-boys-division-2-75
03-May-2026,9:30 AM,Tournament game,NED BAUMER 2,83,Trilogy,9,Newport White,6,SDC-12u-boys-division-2-83
03-May-2026,9:30 AM,Tournament game,ALLIED GARDENS POOL,91,YOLO Yellow,7,North Irvine Red,8,SDC-12u-boys-division-2-91
