Date,Time,Type,Location,Gm #,White,White Score,Dark,Dark Score,GMID
02-May-2026,6:30 PM,R bracket,LOMA VERDE AQUATIC CENTER 2,54,R1 - La Jolla United,4,R3 - Tsunami Blue,7,SDC-12u-boys-division-1-54
02-May-2026,6:30 PM,V bracket,LOMA VERDE AQUATIC CENTER 3,70,V1 - CC United Blue,17,V3 - Carmel WPC,2,SDC-12u-boys-division-1-70
02-May-2026,7:15 PM,O bracket,LOMA VERDE AQUATIC CENTER 1,39,O1 - Greenwich,15,O2 - SJ Express,8,SDC-12u-boys-division-1-39
02-May-2026,7:15 PM,S bracket,LOMA VERDE AQUATIC CENTER 2,55,S1 - Los Al Opal,4,S2 - Rose Bowl Red,7,SDC-12u-boys-division-1-55
02-May-2026,7:15 PM,W bracket,LOMA VERDE AQUATIC CENTER 3,71,W1 - NSD Stars,13,W2 - CV Premier,5,SDC-12u-boys-division-1-71
02-May-2026,8:00 AM,A bracket,LOMA VERDE AQUATIC CENTER 1,24,A2 - OCWPC Blue,7,A3 - YOLO Black,6,SDC-12u-boys-division-1-24-2
02-May-2026,8:00 AM,I bracket,LOMA VERDE AQUATIC CENTER 2,40,I2 - ORWP,18,I3 - Lamorinda Gold,1,SDC-12u-boys-division-1-40
02-May-2026,8:00 AM,L bracket,LOMA VERDE AQUATIC CENTER 3,56,L2 - San Clemente,19,L3 - Carmel WPC,1,SDC-12u-boys-division-1-56
02-May-2026,8:45 AM,C bracket,LOMA VERDE AQUATIC CENTER 1,25,C1 - SD Dons Black,6,C3 - LA Premier,2,SDC-12u-boys-division-1-25
02-May-2026,8:45 AM,F bracket,LOMA VERDE AQUATIC CENTER 2,41,F2 - Davis,8,F3 - Carlsbad,5,SDC-12u-boys-division-1-41
02-May-2026,8:45 AM,K bracket,LOMA VERDE AQUATIC CENTER 3,57,K1 - Newport,7,K2 - Lamorinda Blue,5,SDC-12u-boys-division-1-57
02-May-2026,9:30 AM,B bracket,LOMA VERDE AQUATIC CENTER 1,26,B1 - Greenwich,15,B2 - NSD Stars,4,SDC-12u-boys-division-1-26
02-May-2026,9:30 AM,E bracket,LOMA VERDE AQUATIC CENTER 2,42,E2 - Temple City,8,E3 - Foothill Red,8,SDC-12u-boys-division-1-42
02-May-2026,9:30 AM,J bracket,LOMA VERDE AQUATIC CENTER 3,58,J1 - North Irvine,20,J3 - Santa Cruz,6,SDC-12u-boys-division-1-58
03-May-2026,10:15 AM,Tournament game,LOMA VERDE AQUATIC CENTER 1,76,SJ Express,10,SD Dons Black,5,SDC-12u-boys-division-1-76
03-May-2026,10:15 AM,Tournament game,LOMA VERDE AQUATIC CENTER 2,84,Los Al Opal,6,Davis,12,SDC-12u-boys-division-1-84
03-May-2026,10:15 AM,Tournament game,LOMA VERDE AQUATIC CENTER 3,91,CV Premier,8,LACUWP,9,SDC-12u-boys-division-1-91
03-May-2026,10:15 AM,Semifinal,SOUTHWESTERN COLLEGE 3,96,Greenwich,6,Newport,4,SDC-12u-boys-division-1-96
03-May-2026,11:00 AM,7th,LOMA VERDE AQUATIC CENTER 1,77,San Clemente,7,Patriot Navy,4,SDC-12u-boys-division-1-77
03-May-2026,11:00 AM,Tournament game,LOMA VERDE AQUATIC CENTER 2,85,OCWPC Blue,11,Foothill Red,9,SDC-12u-boys-division-1-85
03-May-2026,11:00 AM,Tournament game,LOMA VERDE AQUATIC CENTER 3,92,YOLO Black,6,Temple City,9,SDC-12u-boys-division-1-92
03-May-2026,11:45 AM,5th,LOMA VERDE AQUATIC CENTER 1,78,CC United Black,7,North Irvine,13,SDC-12u-boys-division-1-78
03-May-2026,11:45 AM,Tournament game,LOMA VERDE AQUATIC CENTER 2,86,SD Shores,15,Santa Barbara,13,SDC-12u-boys-division-1-86
03-May-2026,11:45 AM,Tournament game,LOMA VERDE AQUATIC CENTER 3,93,NSD Stars,4,LA Premier,7,SDC-12u-boys-division-1-93
03-May-2026,12:30 PM,9th,LOMA VERDE AQUATIC CENTER 1,79,SOCAL,5,SJ Express,14,SDC-12u-boys-division-1-79
03-May-2026,12:30 PM,13th,LOMA VERDE AQUATIC CENTER 2,87,Tsunami Blue,9,Rose Bowl Red,8,SDC-12u-boys-division-1-87
03-May-2026,12:30 PM,15th,LOMA VERDE AQUATIC CENTER 3,94,908,12,Lamorinda Blue,8,SDC-12u-boys-division-1-94
03-May-2026,1:15 PM,11th,LOMA VERDE AQUATIC CENTER 1,80,ORWP,,SD Dons Black,,SDC-12u-boys-division-1-80
03-May-2026,2:15 PM,3rd,SOUTHWESTERN COLLEGE 3,97,Stanford,7,Newport,2,SDC-12u-boys-division-1-97
03-May-2026,3:05 PM,1st,SOUTHWESTERN COLLEGE 3,98,Mission,3,Greenwich,5,SDC-12u-boys-division-1-98
03-May-2026,8:00 AM,Tournament game,LOMA VERDE AQUATIC CENTER 1,73,CC United Black,10,San Clemente,6,SDC-12u-boys-division-1-73
03-May-2026,8:00 AM,Tournament game,LOMA VERDE AQUATIC CENTER 2,81,908,6,Tsunami Blue,11,SDC-12u-boys-division-1-81
03-May-2026,8:00 AM,Tournament game,LOMA VERDE AQUATIC CENTER 3,88,Commerce,8,CC United Blue,2,SDC-12u-boys-division-1-88
03-May-2026,8:45 AM,Tournament game,LOMA VERDE AQUATIC CENTER 1,74,North Irvine,11,Patriot Navy,4,SDC-12u-boys-division-1-74
03-May-2026,8:45 AM,Tournament game,LOMA VERDE AQUATIC CENTER 2,82,Rose Bowl Red,8,Lamorinda Blue,7,SDC-12u-boys-division-1-82
03-May-2026,8:45 AM,Tournament game,LOMA VERDE AQUATIC CENTER 3,89,Santa Cruz,5,Carlsbad,8,SDC-12u-boys-division-1-89
03-May-2026,9:30 AM,Tournament game,LOMA VERDE AQUATIC CENTER 1,75,ORWP,7,SOCAL,10,SDC-12u-boys-division-1-75
03-May-2026,9:30 AM,Tournament game,LOMA VERDE AQUATIC CENTER 2,83,CDM,5,La Jolla United,7,SDC-12u-boys-division-1-83
03-May-2026,9:30 AM,Tournament game,LOMA VERDE AQUATIC CENTER 3,90,Lamorinda Gold,18,Carmel WPC,2,SDC-12u-boys-division-1-90
03-May-2026,9:30 AM,Semifinal,SOUTHWESTERN COLLEGE 3,95,Mission,14,Stanford,5,SDC-12u-boys-division-1-95
