"Day 1","HOT! RESULTS","SUBMIT SCORES!","Quarter Lengths by Day","BRACKET BREAKER","","","","","","","","","","","","","","","","","","","","",""
"Thu, July 23","","HOT! RESULTS","6-6-6-6","","","","Team Travels","","","","","","","","","","","","","","","","","",""
"","","","OCEAN VIEW HS 2","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","","Dark","","","L to #","GMID","","","","","","","","","","","","","",""
"23-Jul","7:00 AM","Group","OCEAN VIEW HS 2","5","L1(12)-CARLSBAD A","17","L4(52)-TEXAS THUNDER","1","","","12BX-005","","","","","","","","","","","","","",""
"23-Jul","7:50 AM","Group","OCEAN VIEW HS 2","","L2(21)-NORCAL BLACK","15","L3(44)-PARK CITY","6","","","12BX-5A","","","","","","","","","","","","","",""
"23-Jul","8:40 AM","Group","OCEAN VIEW HS 2","10","E1(5)-ROUTE 66","15","E4(51)-CAL REPUBLIC RED","4","","","12BX-010","","","","","","","","","","","","","",""
"23-Jul","9:30 AM","Group","OCEAN VIEW HS 2","15","E2(28)-YOLO","3","E3(37)-680 WHITE","6","","","12BX-015","","","","","","","","","","","","","",""
"23-Jul","10:20 AM","Group","OCEAN VIEW HS 2","24","L1(12)-CARLSBAD A","19","L3(44)-PARK CITY","1","","","12BX-024","","","","","","","","","","","","","",""
"23-Jul","11:10 AM","Group","OCEAN VIEW HS 2","43","L2(21)-NORCAL BLACK","16","L4(52)-TEXAS THUNDER","11","","","12BX-043","","","","","","","","","","","","","",""
"23-Jul","12:00 PM","Group","OCEAN VIEW HS 2","29","E1(5)-ROUTE 66","6","E3(37)-680 WHITE","2","","","12BX-029","","","","","","","","","","","","","",""
"23-Jul","12:50 PM","Group","OCEAN VIEW HS 2","34","E2(28)-YOLO","15","E4(51)-CAL REPUBLIC RED","6","","","12BX-034","","","","","","","","","","","","","",""
"23-Jul","1:40 PM","Group","OCEAN VIEW HS 2","","L1(12)-CARLSBAD A","20","L2(21)-NORCAL BLACK","1","","","12BX-53A","","","","","","","","","","","","","",""
"23-Jul","2:30 PM","Group","OCEAN VIEW HS 2","","L3(44)-PARK CITY","9","L4(52)-TEXAS THUNDER","11","","","12BX-53B","","","","","","","","","","","","","",""
"23-Jul","3:20 PM","Group","OCEAN VIEW HS 2","48","E1(5)-ROUTE 66","15","E2(28)-YOLO","3","","","12BX-048","","","","","","","","","","","","","",""
"23-Jul","4:10 PM","Group","OCEAN VIEW HS 2","53","E3(37)-680 WHITE","10","E4(51)-CAL REPUBLIC RED","1","","","12BX-053","","","","","","","","","","","","","",""
"23-Jul","6:40 PM","2's cross 21v28","OCEAN VIEW HS 2","61","2nd L-NORCAL BLACK","14","2nd E-680 WHITE","4","","bz_P1","12BX-061","","","","","","","","","","","","","",""
"","","","GOLDEN WEST COLLEGE 2","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","","Dark","","","L to #","GMID","","","","","","","","","","","","","",""
"23-Jul","7:00 AM","Group","GOLDEN WEST COLLEGE 2","1","I1(9)-CIU GOLD","14","I3(41)-BROOKYLN HUSTLE","10","","","12BX-001","","","","","","","","","","","","","",""
"23-Jul","7:50 AM","Group","GOLDEN WEST COLLEGE 2","6","H1(8)-CC UNITED BLUE","18","H3(40)-LAMORINDA C","0","","","12BX-006","","","","","","","","","","","","","",""
"23-Jul","8:40 AM","Group","GOLDEN WEST COLLEGE 2","11","G1(7)-LOS ALAMITOS","15","G3(39)-CLOVIS","4","","","12BX-011","","","","","","","","","","","","","",""
"23-Jul","9:30 AM","Group","GOLDEN WEST COLLEGE 2","19","J1(10)-TROJAN CARDINAL","14","J3(42)-CDM WHITE","3","","","12BX-019","","","","","","","","","","","","","",""
"23-Jul","10:20 AM","Group","GOLDEN WEST COLLEGE 2","20","I2(24)-BACK BAY","12","I3(41)-BROOKYLN HUSTLE","10","","","12BX-020","","","","","","","","","","","","","",""
"23-Jul","11:10 AM","Group","GOLDEN WEST COLLEGE 2","25","H2(25)-CARLSBAD B","9","H3(40)-LAMORINDA C","7","","","12BX-025","","","","","","","","","","","","","",""
"23-Jul","12:00 PM","Group","GOLDEN WEST COLLEGE 2","30","G2(26)-LAMORINDA B","16","G3(39)-CLOVIS","5","","","12BX-030","","","","","","","","","","","","","",""
"23-Jul","12:50 PM","Group","GOLDEN WEST COLLEGE 2","38","J2(23)-ASPHALT GREEN","18","J3(42)-CDM WHITE","12","","","12BX-038","","","","","","","","","","","","","",""
"23-Jul","1:40 PM","Group","GOLDEN WEST COLLEGE 2","39","I1(9)-CIU GOLD","9","I2(24)-BACK BAY","12","","","12BX-039","","","","","","","","","","","","","",""
"23-Jul","2:30 PM","Group","GOLDEN WEST COLLEGE 2","44","H1(8)-CC UNITED BLUE","9","H2(25)-CARLSBAD B","3","","","12BX-044","","","","","","","","","","","","","",""
"23-Jul","3:20 PM","Group","GOLDEN WEST COLLEGE 2","49","G1(7)-LOS ALAMITOS","13","G2(26)-LAMORINDA B","4","","","12BX-049","","","","","","","","","","","","","",""
"23-Jul","4:10 PM","Group","GOLDEN WEST COLLEGE 2","57","J1(10)-TROJAN CARDINAL","14","J2(23)-ASPHALT GREEN","5","","","12BX-057","","","","","","","","","","","","","",""
"23-Jul","6:40 PM","2's cross 24v25","GOLDEN WEST COLLEGE 2","58","2nd I-CIU GOLD","7","2nd H-CARLSBAD B","6","","bz_M1","12BX-058","","","","","","","","","","","","","",""
"23-Jul","7:30 PM","2's cross 23v26","GOLDEN WEST COLLEGE 2","65","2nd J-ASPHALT GREEN","12","2nd G-LAMORINDA B","11","","bz_N1","12BX-065","","","","","","","","","","","","","",""
"","","","BECKMAN HS 2","","","","","","","","12BX","","","","","","","","","","","","","",""
"","","Type","Location","","White","","Dark","","","L to #","GMID","","","","","","","","","","","","","",""
"23-Jul","7:00 AM","Group","BECKMAN HS 2","2","P1(16)-CIU BLACK","15","P3(48)-ARROYO GRANDE","5","","","12BX-002","","","","","","","","","","","","","",""
"23-Jul","7:50 AM","Group","BECKMAN HS 2","7","A1(1)-FOOTHILL RED","23","A3(33)-SANTA BARBARA WPC B","3","","","12BX-007","","","","","","","","","","","","","",""
"23-Jul","8:40 AM","Group","BECKMAN HS 2","12","O1(15)-NEWPORT BEACH WHITE","16","O3(47)-ORWP RED","6","","","12BX-012","","","","","","","","","","","","","",""
"23-Jul","9:30 AM","Group","BECKMAN HS 2","16","B1(2)-PATRIOT NAVY","29","B3(34)-AMERICAN RIVER","0","","","12BX-016","","","","","","","","","","","","","",""
"23-Jul","10:20 AM","Group","BECKMAN HS 2","21","P2(17)-WHITTIER","21","P3(48)-ARROYO GRANDE","5","","","12BX-021","","","","","","","","","","","","","",""
"23-Jul","11:10 AM","Group","BECKMAN HS 2","26","A2(32)-STANFORD WHITE","15","A3(33)-SANTA BARBARA WPC B","10","","","12BX-026","","","","","","","","","","","","","",""
"23-Jul","12:00 PM","Group","BECKMAN HS 2","31","O2(18)-LB SHORE","19","O3(47)-ORWP RED","5","","","12BX-031","","","","","","","","","","","","","",""
"23-Jul","12:50 PM","Group","BECKMAN HS 2","35","B2(31)-DIABLO ALLIANCE A","9.3","B3(34)-AMERICAN RIVER","9.1","","","12BX-035","","","","","","","","","","","","","",""
"23-Jul","1:40 PM","Group","BECKMAN HS 2","40","P1(16)-CIU BLACK","2","P2(17)-WHITTIER","13","","","12BX-040","","","","","","","","","","","","","",""
"23-Jul","2:30 PM","Group","BECKMAN HS 2","45","A1(1)-FOOTHILL RED","21","A2(32)-STANFORD WHITE","4","","","12BX-045","","","","","","","","","","","","","",""
"23-Jul","3:20 PM","Group","BECKMAN HS 2","50","O1(15)-NEWPORT BEACH WHITE","7.3","O2(18)-LB SHORE","7.2","","","12BX-050","","","","","","","","","","","","","",""
"23-Jul","4:10 PM","Group","BECKMAN HS 2","54","B1(2)-PATRIOT NAVY","17","B2(31)-DIABLO ALLIANCE A","2","","","12BX-054","","","","","","","","","","","","","",""
"23-Jul","6:40 PM","2's cross 17v32","BECKMAN HS 2","59","2nd P-CIU BLACK	","11.2","2nd A-STANFORD WHITE	","11.0","","bz_U1","12BX-059","","","","","","","","","","","","","",""
"23-Jul","7:30 PM","2's cross 18v31","BECKMAN HS 2","62","2nd O-LB SHORE","9.5","2nd B-DIABLO ALLIANCE A","9.4","","bz_T1","12BX-062","","","","","","","","","","","","","",""
"","","","CAPISTRANO VALLEY HS 2","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","","Dark","","","L to #","GMID","","","","","","","","","","","","","",""
"23-Jul","7:00 AM","Group","CAPISTRANO VALLEY HS 2","3","N1(14)-LAGUNA BEACH","10","N3(46)-DAVIS WHITE","4","","","12BX-003","","","","","","","","","","","","","",""
"23-Jul","7:50 AM","Group","CAPISTRANO VALLEY HS 2","8","C1(3)-MISSION B","15","C3(35)-CC UNITED WHITE","1","","","12BX-008","","","","","","","","","","","","","",""
"23-Jul","8:40 AM","Group","CAPISTRANO VALLEY HS 2","17","D1(4)-OCWPC BLUE","23","D3(36)-SD DONS GOLD","0","","","12BX-017","","","","","","","","","","","","","",""
"23-Jul","9:30 AM","Group","CAPISTRANO VALLEY HS 2","22","N2(19)-SAN JOSE FOUNDATION BLACK","14","N3(46)-DAVIS WHITE","3","","","12BX-022","","","","","","","","","","","","","",""
"23-Jul","10:20 AM","Group","CAPISTRANO VALLEY HS 2","27","C2(30)-NORTH IRVINE RED","8","C3(35)-CC UNITED WHITE","7","","","12BX-027","","","","","","","","","","","","","",""
"23-Jul","11:10 AM","Group","CAPISTRANO VALLEY HS 2","32","M1(13)-SAN CLEMENTE BLACK","16","M3(45)-TROJAN GOLD","2","","","12BX-032","","","","","","","","","","","","","",""
"23-Jul","12:00 PM","Group","CAPISTRANO VALLEY HS 2","","M2(20)-ECA","16","M4-OCWPC RED","5","","","12BX-32A","","","","","","","","","","","","","",""
"23-Jul","12:50 PM","Group","CAPISTRANO VALLEY HS 2","36","D2(29)-908 BLUE","15","D3(36)-SD DONS GOLD","7","","","12BX-036","","","","","","","","","","","","","",""
"23-Jul","1:40 PM","Group","CAPISTRANO VALLEY HS 2","41","N1(14)-LAGUNA BEACH","10.4","N2(19)-SAN JOSE FOUNDATION BLACK","10.2","","","12BX-041","","","","","","","","","","","","","",""
"23-Jul","2:30 PM","Group","CAPISTRANO VALLEY HS 2","46","C1(3)-MISSION B","21","C2(30)-NORTH IRVINE RED","1","","","12BX-046","","","","","","","","","","","","","",""
"23-Jul","3:20 PM","Group","CAPISTRANO VALLEY HS 2","51","M1(13)-SAN CLEMENTE BLACK","7","M2(20)-ECA","5","","","12BX-051","","","","","","","","","","","","","",""
"23-Jul","4:10 PM","Group","CAPISTRANO VALLEY HS 2","","M3(45)-TROJAN GOLD","8","M4-OCWPC RED","9","","","12BX-51A","","","","","","","","","","","","","",""
"23-Jul","5:00 PM","Group","CAPISTRANO VALLEY HS 2","55","D1(4)-OCWPC BLUE","17","D2(29)-908 BLUE","2","","","12BX-055","","","","","","","","","","","","","",""
"23-Jul","7:30 PM","2's cross 19v30","CAPISTRANO VALLEY HS 2","60","2nd N-SAN JOSE FOUNDATION BLACK","7","2nd C-NORTH IRVINE RED","4","","bz_S1","12BX-060","","","","","","","","","","","","","",""
"23-Jul","8:20 PM","2's cross 20v29","CAPISTRANO VALLEY HS 2","63","2nd M-ECA","13","2nd D-908 BLUE","7","","bz_R1","12BX-063","","","","","","","","","","","","","",""
"","","","TUSTIN HS 2","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","","Dark","","","L to #","GMID","","","","","","","","","","","","","",""
"23-Jul","7:00 AM","Group","TUSTIN HS 2","13","M1(13)-SAN CLEMENTE BLACK","21","M4-OCWPC RED","7","","","12BX-013","","","","","","","","","","","","","",""
"23-Jul","7:50 AM","Group","TUSTIN HS 2","","M2(20)-ECA","15","M3(45)-TROJAN GOLD","8","","","12BX-13A","","","","","","","","","","","","","",""
"23-Jul","8:40 AM","Group","TUSTIN HS 2","4","K2(22)-PATRIOT RED","18","K3(43)-680 DRIVERS","0","","","12BX-004","","","","","","","","","","","","","",""
"23-Jul","9:30 AM","Group","TUSTIN HS 2","9","K1(11)-CHAWP","17","K4(49)-FOOTHILL BLACK","12","","","12BX-009","","","","","","","","","","","","","",""
"23-Jul","10:20 AM","Group","TUSTIN HS 2","14","F2(27)-LA JOLLA UNITED B","10","F3(38)-SHAQ WHITE","1","","","12BX-014","","","","","","","","","","","","","",""
"23-Jul","11:10 AM","Group","TUSTIN HS 2","18","F1(6)-CMAC","10","F4(50)-PUNAHOU","6","","","12BX-018","","","","","","","","","","","","","",""
"23-Jul","12:00 PM","Group","TUSTIN HS 2","23","K1(11)-CHAWP","16","K3(43)-680 DRIVERS","5","","","12BX-023","","","","","","","","","","","","","",""
"23-Jul","12:50 PM","Group","TUSTIN HS 2","28","K2(22)-PATRIOT RED","21","K4(49)-FOOTHILL BLACK","1","","","12BX-028","","","","","","","","","","","","","",""
"23-Jul","1:40 PM","Group","TUSTIN HS 2","33","F1(6)-CMAC","20","F3(38)-SHAQ WHITE","2","","","12BX-033","","","","","","","","","","","","","",""
"23-Jul","2:30 PM","Group","TUSTIN HS 2","37","F2(27)-LA JOLLA UNITED B","11","F4(50)-PUNAHOU","7","","","12BX-037","","","","","","","","","","","","","",""
"23-Jul","3:20 PM","Group","TUSTIN HS 2","42","K1(11)-CHAWP","6","K2(22)-PATRIOT RED","5","","","12BX-042","","","","","","","","","","","","","",""
"23-Jul","4:10 PM","Group","TUSTIN HS 2","47","K3(43)-680 DRIVERS","8.4","K4(49)-FOOTHILL BLACK","8.3","","","12BX-047","","","","","","","","","","","","","",""
"23-Jul","5:00 PM","Group","TUSTIN HS 2","52","F1(6)-CMAC","5.5","F2(27)-LA JOLLA UNITED B","5.4","","","12BX-052","","","","","","","","","","","","","",""
"23-Jul","5:50 PM","Group","TUSTIN HS 2","56","F3(38)-SHAQ WHITE","12","F4(50)-PUNAHOU","16","","","12BX-056","","","","","","","","","","","","","",""
"23-Jul","8:20 PM","2's cross 22v27","TUSTIN HS 2","64","2nd K-PATRIOT RED","10","2nd F-LA JOLLA UNITED B","4","","bz_O1","12BX-064","","","","","","","","","","","","","",""
"","","ag_O","ag_P","","DAY 1 CROSSES","","","","","","","","","","","","","","","","","","","",""
"","","ag_O1(1stC)-MISSION B","ag_P1(1stD)-OCWPC BLUE","","","","","","","","","","","","","","","","","","","","","",""
"","","ag_O2(1stN)-LAGUNA BEACH","ag_P2(1stM)-SAN CLEMENTE BLACK","","","","","","","","","","","","","","","","","","","","","",""
"","","ag_O3(W62)-LB SHORE","ag_P3(W59)-CIU BLACK	","","","","","","","","","","","","","","","","","","","","","",""
"","","ag_T","ag_U","","","","","","","","","","","","","","","","","","","","","",""
"","","ag_T1(1stG)-LOS ALAMITOS","ag_U1(1stH)-CC UNITED BLUE","","","","","","","","","","","","","","","","","","","","","",""
"","","ag_T2(1stJ)-TROJAN CARDINAL","ag_U2(1stI)-BACK BAY	","","","","","","","","","","","","","","","","","","","","","",""
"","","ag_T3(W64)-PATRIOT RED","ag_U3(W61)-NORCAL BLACK","","","","","","","","","","","","","","","","","","","","","",""
"","","bz_O","bz_P","","ag_N","","ag_P","","","","","","","","","","","","","","","","","",""
"","","bz_O1(L64)-LA JOLLA UNITED B","bz_P1(L61)-680 WHITE","1","2","3","4","","","","","","","","","","","","","","","","","",""
"","","bz_O2(3rdG)-CLOVIS","bz_P2(3rdH)-LAMORINDA C	","16","15","14","13","","","","","","","","","","","","","","","","","",""
"","","bz_O3(3rdJ)-CDM WHITE","bz_P3(3rdI)-BROOKYLN HUSTLE","","","","","","","","","","","","","","","","","","","","","",""
"","","","bz_P4(4thM)-TROJAN GOLD","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","ag_S","","ag_U","","","","","","","","","","","","","","","","","",""
"","","bz_T","bz_U","5","6","7","8","","","","","","","","","","","","","","","","","",""
"","","bz_T1(L62)-DIABLO ALLIANCE A","bz_U1(L59)-STANFORD WHITE	","12","11","10","9","","","","","","","","","","","","","","","","","",""
"","","bz_T2(3rdC)-CC UNITED WHITE","bz_U2(3rdD)-SD DONS GOLD","","","","","","","","","","","","","","","","","","","","","",""
"","","bz_T3(3rdN)-DAVIS WHITE","bz_U3(3rdM)-OCWPC RED","","DAY 2 SILVER Crosses","","","","","","","","","","","","","","","","","","","",""
"","","bz_T4(4thF)-SHAQ WHITE","bz_U4(4thE)-CAL REPUBLIC RED","","16v11","","","","","1st ag_S","","","","","","","","","","","","","","",""
"","","","","","15v12","","","","","1st ag_R","","","","","","","","","","","","","","",""
"","","","","","14v9","","","","","1st ag_U","","","","","","","","","","","","","","",""
"","","","","","13v10","","","","","1st ag_T","","","","","","","","","","","","","","",""
"","","","","","DAY 2 BRONZE Crosses","","","","","","","","","","","","","","","","","","","",""
"","","","","","37v34","","","","","1st bz_S","","","","","","","","","","","","","","",""
"","","","","","38v33","","","","","1st bz_R","","","","","","","","","","","","","","",""
"","","","","","39v36","","","","","1st bz_U","","","","","","","","","","","","","","",""
"","","","","","40v35","","","","","1st bz_T","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","ag_","","","","","","","","","","","","",""
"Fri, July 24","","","GOLDEN WEST COLLEGE 2","","","","","","","","","bz_","","","","","","","","","","","","",""
"","","Type","Location","","White","","Dark","","","L to #","GMID","","","","","","","","","","","","","",""
"24-Jul","8:40 AM","Group","GOLDEN WEST COLLEGE 2","","ag_M2(1stP)-WHITTIER","8","ag_M3(W63)-ECA","17","","","12BX-65A","","ag_Group","","","","","","","","","","","",""
"24-Jul","9:30 AM","Group","GOLDEN WEST COLLEGE 2","67","ag_N2(1stO)-NEWPORT BEACH WHITE","5","ag_N3(W60)-SAN JOSE FOUNDATION BLACK","3","","","12BX-067","","ag_Group","","","","","","","","","","","",""
"24-Jul","10:20 AM","Group","GOLDEN WEST COLLEGE 2","71","ag_S1(1stF)-CMAC","5","ag_S2(1stK)-CHAWP","8","","","12BX-071","","ag_Group","","","","","","","","","","","",""
"24-Jul","11:10 AM","Group","GOLDEN WEST COLLEGE 2","75","ag_R1(1stE)-ROUTE 66","1","ag_R2(1stL)-CARLSBAD A","10","","","12BX-075","","ag_Group","","","","","","","","","","","",""
"24-Jul","12:00 PM","Group","GOLDEN WEST COLLEGE 2","79","ag_M1(1stA)-FOOTHILL RED","14","ag_M3(W63)-ECA","3","","","12BX-079","","ag_Group","","","","","","","","","","","",""
"24-Jul","12:50 PM","Group","GOLDEN WEST COLLEGE 2","83","ag_N1(1stB)-PATRIOT NAVY	","19","ag_N3(W60)-SAN JOSE FOUNDATION BLACK","1","","","12BX-083","","ag_Group","","","","","","","","","","","",""
"24-Jul","1:40 PM","Group","GOLDEN WEST COLLEGE 2","87","ag_S1(1stF)-CMAC","11","ag_S3(W65)-ASPHALT GREEN","17","","","12BX-087","","ag_Group","","","","","","","","","","","",""
"24-Jul","2:30 PM","Group","GOLDEN WEST COLLEGE 2","91","ag_R1(1stE)-ROUTE 66","11","ag_R3(W58)-CIU GOLD","8","","","12BX-091","","ag_Group","","","","","","","","","","","",""
"24-Jul","3:20 PM","Group","GOLDEN WEST COLLEGE 2","95","ag_M1(1stA)-FOOTHILL RED","13","ag_M2(1stP)-WHITTIER","8","","","12BX-095","","ag_Group","","","","","","","","","","","",""
"24-Jul","4:10 PM","Group","GOLDEN WEST COLLEGE 2","99","ag_N1(1stB)-PATRIOT NAVY	","17","ag_N2(1stO)-NEWPORT BEACH WHITE","3","","","12BX-099","","ag_Group","","","","","","","","","","","",""
"24-Jul","5:00 PM","Group","GOLDEN WEST COLLEGE 2","103","ag_S2(1stK)-CHAWP","15","ag_S3(W65)-ASPHALT GREEN","9","","","12BX-103","","ag_Group","","","","","","","","","","","",""
"24-Jul","5:50 PM","Group","GOLDEN WEST COLLEGE 2","107","ag_R2(1stL)-CARLSBAD A","26","ag_R3(W58)-CIU GOLD","2","","","12BX-107","","ag_Group","","","","","","","","","","","",""
"","","","SAN CLEMENTE HS","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","","Dark","","","L to #","GMID","","","","","","","","","","","","","",""
"24-Jul","8:40 AM","Group","SAN CLEMENTE HS","","ag_O2(1stN)-LAGUNA BEACH","7","ag_O3(W62)-LB SHORE","1","","","12BX-65B","","ag_Group","","","","","","","","","","","",""
"24-Jul","9:30 AM","Group","SAN CLEMENTE HS","68","ag_P2(1stM)-SAN CLEMENTE BLACK","17","ag_P3(W59)-CIU BLACK	","3","","","12BX-068","","ag_Group","","","","","","","","","","","",""
"24-Jul","10:20 AM","Group","SAN CLEMENTE HS","72","ag_U1(1stH)-CC UNITED BLUE","15","ag_U2(1stI)-BACK BAY	","7","","","12BX-072","","ag_Group","","","","","","","","","","","",""
"24-Jul","11:10 AM","Group","SAN CLEMENTE HS","76","ag_T1(1stG)-LOS ALAMITOS","9","ag_T2(1stJ)-TROJAN CARDINAL","5","","","12BX-076","","ag_Group","","","","","","","","","","","",""
"24-Jul","12:00 PM","Group","SAN CLEMENTE HS","80","ag_O1(1stC)-MISSION B","11","ag_O3(W62)-LB SHORE","2","","","12BX-080","","ag_Group","","","","","","","","","","","",""
"24-Jul","12:50 PM","Group","SAN CLEMENTE HS","84","ag_P1(1stD)-OCWPC BLUE","17","ag_P3(W59)-CIU BLACK	","1","","","12BX-084","","ag_Group","","","","","","","","","","","",""
"24-Jul","1:40 PM","Group","SAN CLEMENTE HS","88","ag_U1(1stH)-CC UNITED BLUE","19","ag_U3(W61)-NORCAL BLACK","5","","","12BX-088","","ag_Group","","","","","","","","","","","",""
"24-Jul","2:30 PM","Group","SAN CLEMENTE HS","92","ag_T1(1stG)-LOS ALAMITOS","11","ag_T3(W64)-PATRIOT RED","6","","","12BX-092","","ag_Group","","","","","","","","","","","",""
"24-Jul","3:20 PM","Group","SAN CLEMENTE HS","96","ag_O1(1stC)-MISSION B","24","ag_O2(1stN)-LAGUNA BEACH","5","","","12BX-096","","ag_Group","","","","","","","","","","","",""
"24-Jul","4:10 PM","Group","SAN CLEMENTE HS","100","ag_P1(1stD)-OCWPC BLUE","15","ag_P2(1stM)-SAN CLEMENTE BLACK","8","","","12BX-100","","ag_Group","","","","","","","","","","","",""
"24-Jul","5:00 PM","Group","SAN CLEMENTE HS","104","ag_U2(1stI)-BACK BAY	","10","ag_U3(W61)-NORCAL BLACK","8","","","12BX-104","","ag_Group","","","","","","","","","","","",""
"24-Jul","5:50 PM","Group","SAN CLEMENTE HS","108","ag_T2(1stJ)-TROJAN CARDINAL","5","ag_T3(W64)-PATRIOT RED","3","","","12BX-108","","ag_Group","","","","","","","","","","","",""
"","","","OCEAN VIEW HS 2","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","","Dark","","","L to #","GMID","","","","","","","","","","","","","",""
"24-Jul","7:00 AM","Group","OCEAN VIEW HS 2","","bz_N1(L65)-LAMORINDA B","12","bz_N2(3rdF)-PUNAHOU","8","","","12BX-65C","","bz_Group","","","","","","","","","","","",""
"24-Jul","7:50 AM","Group","OCEAN VIEW HS 2","69","bz_M2(3rdE)-YOLO","8","bz_M3(3rdL)-TEXAS THUNDER","13","","","12BX-069","","bz_Group","","","","","","","","","","","",""
"24-Jul","8:40 AM","R Group of 4","OCEAN VIEW HS 2","73","bz_R1(L63)-908 BLUE","8.0","bz_R4(4thL)-PARK CITY","8.3","93","97A","12BX-073","","bz_R Group of 4","","","","","","","","","","","",""
"24-Jul","9:30 AM","R Group of 4","OCEAN VIEW HS 2","","bz_R2(3rdA)-SANTA BARBARA WPC B","13","bz_R3(3rdP)-ARROYO GRANDE","8","93","97A","12BX-73A","","bz_R Group of 4","","","","","","","","","","","",""
"24-Jul","10:20 AM","S Group of 4","OCEAN VIEW HS 2","77","bz_S2(3rdB)-AMERICAN RIVER","8","bz_S3(3rdO)-ORWP RED","4","97","111","12BX-077","","bz_S Group of 4","","","","","","","","","","","",""
"24-Jul","11:10 AM","S Group of 4","OCEAN VIEW HS 2","81","bz_S1(L60)-NORTH IRVINE RED","13","bz_S4(4thK)-FOOTHILL BLACK","6","97","111","12BX-081","","bz_S Group of 4","","","","","","","","","","","",""
"24-Jul","12:00 PM","Group","OCEAN VIEW HS 2","85","bz_N1(L65)-LAMORINDA B","16","bz_N3(3rdK)-680 DRIVERS","3","","","12BX-085","","bz_Group","","","","","","","","","","","",""
"24-Jul","12:50 PM","Group","OCEAN VIEW HS 2","89","bz_M1(L58)-CARLSBAD B","12","bz_M3(3rdL)-TEXAS THUNDER","11","","","12BX-089","","bz_Group","","","","","","","","","","","",""
"24-Jul","1:40 PM","1st/2ndR","OCEAN VIEW HS 2","93","W#R1/R4-PARK CITY","9","W#R2/R3-SANTA BARBARA WPC B","7","121","134","12BX-093","","bz_1st/2ndR","","","","","","","","","","","",""
"24-Jul","2:30 PM","1st/2ndS","OCEAN VIEW HS 2","97","W#S1/S4-AMERICAN RIVER","3","W#S2/S3-NORTH IRVINE RED","7","116","131","12BX-097","","bz_1st/2ndS","","","","","","","","","","","",""
"24-Jul","3:20 PM","3rd/4thR","OCEAN VIEW HS 2","","L#R1/R4-908 BLUE","14","L#R2/R4-ARROYO GRANDE","5","201","bz_V2","12BX-97A","","bz_3rd/4thR","","","","","","","","","","","",""
