"18U BOYS D3 HOT! RESULTS BRACKETS A A1-TROJAN GOLD A2-PASADENA A3-FOOTHILL CLUB B SEEDING A","18 TEAMS GOOGLE SCHEDULES LIVE STREAMS B B1-MID PEN B2-LA JOLLA UNITED B B3-NAVY B","45 GAMES SUBMIT SCORES LOGIN C C1-RANCHO TSUNAMI C2-TRILOGY C3-ASPHALT GREEN C","18+18+9 TICKETS D D1-99 ALLIANCE D2-CHULA VISTA D3-ROUTE 66 D","7 minute quarters OFFICIAL MERCHANDISE E E1-LA VERNE E2-HYDRA E3-SACRAMENTO E","CUSTOM SUITS F F1-AMERICAN RIVER B F2-VIPER PIGEON F3-RENEGADES F","","","","","","","","","","","","","","","","","","","",""
"26-Jun","2:00 PM","SAN JUAN HILLS HS","18BD316","B1-MID PEN","7","B2-LA JOLLA UNITED B","9","B bracket B1,B2","18U_BOYS_D3","","","","","","","","","","","","","","","",""
"26-Jun","3:00 PM","SAN JUAN HILLS HS","18BD317","C1-RANCHO TSUNAMI","10","C2-TRILOGY","3","C bracket C1,C2","18U_BOYS_D3","","","","","","","","","","","","","","","",""
"26-Jun","4:00 PM","SAN JUAN HILLS HS","18BD318","F1-AMERICAN RIVER B","14","F2-VIPER PIGEON","16","F bracket F1,F2","18U_BOYS_D3","","","","","","","","","","","","","","","",""
"","","J","K","L","","","","","","","","","","","","","","","","","","","","",""
"","","J1(2ndA)-FOOTHILL CLUB B","K1(2ndB)-MID PEN","L1(3rdA)-PASADENA","","","","","","","","","","","","","","","","","","","","",""
"","","J2(2ndD)-ROUTE 66","K2(2ndC)-TRILOGY","L2(3rdD)-99 ALLIANCE","","","","","","","","","","","","","","","","","","","","",""
"","","J3(2ndE)-SACRAMENTO","K3(2ndF)-AMERICAN RIVER B","L3(3rdE)-HYDRA","","","","","","","","","","","","","","","","","","","","",""
"","","LOCATION","GAME#","WHITE","","DARK","","COMMENTS","DIVISION","","","","","","","","","","","","","","","",""
"27-Jun","8:00 AM","SAN JUAN HILLS HS","18BD319","G1(1stA)-TROJAN GOLD","10","G3(1stE)-LA VERNE","7","G bracket G1,G3","18U_BOYS_D3","","","","","","","","","","","","","","","",""
"27-Jun","9:00 AM","SAN JUAN HILLS HS","18BD321","H1(1stB)-LA JOLLA UNITED B","10.5","H3(1stF)-VIPER PIGEON","10.4","H bracket H1,H3","18U_BOYS_D3","","","","","","","","","","","","","","","",""
"27-Jun","10:00 AM","SAN JUAN HILLS HS","18BD323","L1(3rdA)-PASADENA","7","L3(3rdE)-HYDRA","3","L bracket L1,L3","18U_BOYS_D3","","","","","","","","","","","","","","","",""
"27-Jun","11:00 AM","SAN JUAN HILLS HS","18BD325","G2(1stD)-CHULA VISTA","7","G3(1stE)-LA VERNE","8","G bracket G2,G3","18U_BOYS_D3","","","","","","","","","","","","","","","",""
"27-Jun","12:00 PM","SAN JUAN HILLS HS","18BD327","H2(1stC)-RANCHO TSUNAMI","11","H3(1stF)-VIPER PIGEON","3","H bracket H2,H3","18U_BOYS_D3","","","","","","","","","","","","","","","",""
"27-Jun","1:00 PM","SAN JUAN HILLS HS","18BD329","L2(3rdD)-99 ALLIANCE","13","L3(3rdE)-HYDRA","9","L bracket L2,L3","18U_BOYS_D3","","","","","","","","","","","","","","","",""
"27-Jun","2:00 PM","SAN JUAN HILLS HS","18BD331","G1(1stA)-TROJAN GOLD","15","G2(1stD)-CHULA VISTA","12","G bracket G1,G2","18U_BOYS_D3","","","","","","","","","","","","","","","",""
"27-Jun","3:00 PM","SAN JUAN HILLS HS","18BD333","H1(1stB)-LA JOLLA UNITED B","8","H2(1stC)-RANCHO TSUNAMI","12","H bracket H1,H2","18U_BOYS_D3","","","","","","","","","","","","","","","",""
"27-Jun","4:00 PM","SAN JUAN HILLS HS","18BD335","L1(3rdA)-PASADENA","8.3","L2(3rdD)-99 ALLIANCE","8.4","L bracket L1,L2","18U_BOYS_D3","","","","","","","","","","","","","","","",""
"","","LOCATION","GAME#","WHITE","","DARK","","COMMENTS","DIVISION","","","","","","","","","","","","","","","",""
"27-Jun","8:00 AM","SERVITE HS","18BD320","J1(2ndA)-FOOTHILL CLUB B","11","J3(2ndE)-SACRAMENTO","14","J bracket J1,J3","18U_BOYS_D3","","","","","","","","","","","","","","","",""
"27-Jun","9:00 AM","SERVITE HS","18BD322","K1(2ndB)-MID PEN","6","K3(2ndF)-AMERICAN RIVER B","10","K bracket K1,K3","18U_BOYS_D3","","","","","","","","","","","","","","","",""
"27-Jun","10:00 AM","SERVITE HS","18BD324","M1(3rdB)-NAVY","9","M3(3rdF)-RENEGADES","11","M bracket M1,M3","18U_BOYS_D3","","","","","","","","","","","","","","","",""
"27-Jun","11:00 AM","SERVITE HS","18BD326","J2(2ndD)-ROUTE 66","11","J3(2ndE)-SACRAMENTO","12","J bracket J2,J3","18U_BOYS_D3","","","","","","","","","","","","","","","",""
"27-Jun","12:00 PM","SERVITE HS","18BD328","K2(2ndC)-TRILOGY","19","K3(2ndF)-AMERICAN RIVER B","8","K bracket K2,K3","18U_BOYS_D3","","","","","","","","","","","","","","","",""
"27-Jun","1:00 PM","SERVITE HS","18BD330","M2(3rdC)-ASPHALT GREEN","16","M3(3rdF)-RENEGADES","6","M bracket M2,M3","18U_BOYS_D3","","","","","","","","","","","","","","","",""
"27-Jun","2:00 PM","SERVITE HS","18BD332","J1(2ndA)-FOOTHILL CLUB B","13","J2(2ndD)-ROUTE 66","16","J bracket J1,J2","18U_BOYS_D3","","","","","","","","","","","","","","","",""
"27-Jun","3:00 PM","SERVITE HS","18BD334","K1(2ndB)-MID PEN","11","K2(2ndC)-TRILOGY","13","K bracket K1,K2","18U_BOYS_D3","","","","","","","","","","","","","","","",""
"27-Jun","4:00 PM","SERVITE HS","18BD336","M1(3rdB)-NAVY","6","M2(3rdC)-ASPHALT GREEN","8","M bracket M1,M2","18U_BOYS_D3","","","","","","","","","","","","","","","",""
"","","LOCATION","GAME#","WHITE","","DARK","","COMMENTS","DIVISION","","","","","","","","","","","","","","","",""
"28-Jun","8:00 AM","SERVITE HS","18BD339","3rdG-CHULA VISTA","13","3rdH-VIPER PIGEON","12","5th","18U_BOYS_D3","","","","","","","","","","","","","","","",""
"28-Jun","9:00 AM","SERVITE HS","18BD340","1stJ-SACRAMENTO","11","1stK-TRILOGY","10","7th","18U_BOYS_D3","","","","","","","","","","","","","","","",""
"28-Jun","10:00 AM","SERVITE HS","18BD341","2ndJ-ROUTE 66","12","2ndK-AMERICAN RIVER B","11","9th","18U_BOYS_D3","","","","","","","","","","","","","","","",""
"28-Jun","11:00 AM","SERVITE HS","18BD342","3rdJ-FOOTHILL CLUB B","13","3rdK-MID PEN","9","11th","18U_BOYS_D3","","","","","","","","","","","","","","","",""
"28-Jun","12:00 PM","SERVITE HS","18BD343","1stL-99 ALLIANCE","9","1stM-ASPHALT GREEN","18","13th","18U_BOYS_D3","","","","","","","","","","","","","","","",""
"28-Jun","1:00 PM","SERVITE HS","18BD344","2ndL-PASADENA","4","2ndM-RENEGADES","8","15th","18U_BOYS_D3","","","","","","","","","","","","","","","",""
"28-Jun","2:00 PM","SERVITE HS","18BD345","3rdL-HYDRA","8","3rdM-NAVY","12","17th","18U_BOYS_D3","","","","","","","","","","","","","","","",""
"","","LOCATION","GAME#","WHITE","","DARK","","COMMENTS","DIVISION","","","","","","","","","","","","","","","",""
"28-Jun","2:00 PM","CORONA DEL MAR HS","18BD337","2ndG-LA VERNE","7","2ndH-LA JOLLA UNITED B","9","3rd","18U_BOYS_D3","","","","","","","","","","","","","","","",""
"28-Jun","3:00 PM","CORONA DEL MAR HS","18BD338","1stG-TROJAN GOLD","7","1stH-RANCHO TSUNAMI","14","1st","18U_BOYS_D3","","","","","","","","","","","","","","","",""
"","","","","","","RANCHO TSUNAMI","","","","","","","","","","","","","","","","","","",""
"","","","","","","TROJAN GOLD","","","","","","","","","","","","","","","","","","",""
"","","","","","","LA JOLLA UNITED B","","","","","","","","","","","","","","","","","","",""
"","","","","","","LA VERNE","","","","","","","","","","","","","","","","","","",""
"","","","","","","CHULA VISTA","","","","","","","","","","","","","","","","","","",""
"","","","","","","VIPER PIGEON","","","","","","","","","","","","","","","","","","",""
"","","","","","","SACRAMENTO","","","","","","","","","","","","","","","","","","",""
"","","","","","","TRILOGY","","","","","","","","","","","","","","","","","","",""
"","","","","","","ROUTE 66","","","","","","","","","","","","","","","","","","",""
"","","","","","","AMERICAN RIVER B","","","","","","","","","","","","","","","","","","",""
"","","","","","","FOOTHILL CLUB B","","","","","","","","","","","","","","","","","","",""
"","","","","","","MID PEN","","","","","","","","","","","","","","","","","","",""
"","","","","","","ASPHALT GREEN","","","","","","","","","","","","","","","","","","",""
"","","","","","","99 ALLIANCE","","","","","","","","","","","","","","","","","","",""
"","","","","","","RENEGADES","","","","","","","","","","","","","","","","","","",""
"","","","","","","PASADENA","","","","","","","","","","","","","","","","","","",""
"","","","","","","NAVY","","","","","","","","","","","","","","","","","","",""
"","","","","","","HYDRA","","","","","","","","","","","","","","","","","","",""
