DATE,TIME,LOCATION,GAME#,WHITE,S,DARK,S,COMMENTS,DIVISION,SORTKEY
20-Jun,3:00 PM,WOOLLETT LEFT,18GD139,2ndD-CLOVIS,7,W#Cross3-ROSE BOWL,12,Playin1,18U_GIRLS_D1,202606201500
20-Jun,3:00 PM,CAPISTRANO VALLEY HS,18GD140,M2(3rdF)-ASPHALT GREEN,11,M4(3rdH)-THUNDER,10,"21-24 RR M2,M4",18U_GIRLS_D1,202606201500
20-Jun,4:00 PM,WOOLLETT LEFT,18GD141,1stD-NEWPORT BEACH,11,W#Playin3-SOCAL,9,QF1,18U_GIRLS_D1,202606201600
20-Jun,4:00 PM,CAPISTRANO VALLEY HS,18GD142,J1(L#Cross1)-STANFORD,12.3,J4(L#Cross4)-LA JOLLA UNITED A,12.1,13-16 semi 16v13,18U_GIRLS_D1,202606201600
20-Jun,5:00 PM,WOOLLETT LEFT,18GD143,1stA-SANTA BARBARA,9,W#Playin2-SAN DIEGO SHORES,4,QF2,18U_GIRLS_D1,202606201700
20-Jun,5:00 PM,CAPISTRANO VALLEY HS,18GD144,J2(L#Cross2)-MISSION,8,J3(L#Cross3)-680,10,13-16 semi 15v14,18U_GIRLS_D1,202606201700
20-Jun,6:00 PM,WOOLLETT LEFT,18GD145,1stC-LAMORINDA,9,W#Playin4-LEGACY,3,QF3,18U_GIRLS_D1,202606201800
20-Jun,7:00 PM,WOOLLETT LEFT,18GD146,1stB-REGENCY,16,W#Playin1-ROSE BOWL,2,QF4,18U_GIRLS_D1,202606201900
21-Jun,8:00 AM,LA SERNA HS,18GD149,N1(L#Playin3)-DIABLO ALLIANCE,8,N4(L#Playin2)-SANTA BARBARA B,6,9th-12th semi 9v12,18U_GIRLS_D1,202606210800
21-Jun,8:00 AM,EL MODENA HS,18GD151,W#J1/J4-STANFORD,7,W#J2/J3-680,10,13th,18U_GIRLS_D1,202606210800
21-Jun,9:00 AM,LA SERNA HS,18GD152,N2(L#Playin4)-LB VIKING A,11,N3(L#Playin1)-CLOVIS,8,9th-12th semi 10v11,18U_GIRLS_D1,202606210900
21-Jun,9:00 AM,EL MODENA HS,18GD153,L#J2/J3-MISSION,6,L#J1/J4-LA JOLLA UNITED A,14,15th,18U_GIRLS_D1,202606210900
21-Jun,10:00 AM,WOOLLETT LEFT,18GD147,W#QF2-SANTA BARBARA,9,W#QF1-NEWPORT BEACH,6,Semi1 1v4,18U_GIRLS_D1,202606211000
21-Jun,10:00 AM,LA SERNA HS,18GD154,P1(L#QF4)-ROSE BOWL,7,P4(L#QF3)-LEGACY,9,5th-8th semi 5v8,18U_GIRLS_D1,202606211000
21-Jun,10:00 AM,EL MODENA HS,18GD155,K1(2ndE)-CDM,13,K2(2ndF)-SAN CLEMENTE,7,"17-20 RR K1,K2",18U_GIRLS_D1,202606211000
21-Jun,11:00 AM,WOOLLETT LEFT,18GD150,W#QF4-REGENCY,10,W#QF3-LAMORINDA,9,Semi2 2v3,18U_GIRLS_D1,202606211100
21-Jun,11:00 AM,LA SERNA HS,18GD156,P2(L#QF2)-SAN DIEGO SHORES,11.2,P3(L#QF1)-SOCAL,11.3,5th-8th semi 6v7,18U_GIRLS_D1,202606211100
21-Jun,11:00 AM,EL MODENA HS,18GD158,K3(2ndG)-OVAC,8,K4(2ndH)-SEASIDE,9,"17-20 RR K3,K4",18U_GIRLS_D1,202606211100
21-Jun,12:00 PM,LA SERNA HS,18GD159,W#N1/N4-DIABLO ALLIANCE,14,W#N2/N3-LB VIKING A,11,9th,18U_GIRLS_D1,202606211200
21-Jun,12:00 PM,EL MODENA HS,18GD161,M1(3rdE)-SANTA CRUZ,13,M2(3rdF)-ASPHALT GREEN,4,"21-24 RR M1,M2",18U_GIRLS_D1,202606211200
21-Jun,1:00 PM,EL MODENA HS,18GD148,M3(3rdG)-BULLDOG,14,M4(3rdH)-THUNDER,6,"21-24 RR M3,M4",18U_GIRLS_D1,202606211300
21-Jun,1:00 PM,LA SERNA HS,18GD162,L#N1/N4-SANTA BARBARA B,11,L#N2/N3-CLOVIS,10,11th,18U_GIRLS_D1,202606211300
21-Jun,2:00 PM,LA SERNA HS,18GD163,W#P1/P4-LEGACY,7,W#P2/P3-SOCAL,10,5th,18U_GIRLS_D1,202606211400
21-Jun,2:30 PM,WOOLLETT LEFT,18GD160,W#Semi1-SANTA BARBARA,10,W#Semi2-REGENCY,9,1st,18U_GIRLS_D1,202606211430
21-Jun,3:00 PM,LA SERNA HS,18GD164,L#P2/P3-SAN DIEGO SHORES,13,L#P1/P4-ROSE BOWL,11,7th,18U_GIRLS_D1,202606211500
21-Jun,4:00 PM,WOOLLETT NEAR RIGHT,18GD157,L#Semi1-NEWPORT BEACH,9,L#Semi2-LAMORINDA,5,3rd,18U_GIRLS_D1,202606211600
19-Jun,8:00 AM,YORBA LINDA HS,18GD201,A1-SKIP,14,A3-NORTH IRVINE,8,"A bracket A1,A3",18U_GIRLS_D2,202606190800
19-Jun,8:00 AM,LA SERNA HS,18GD210,B1-RANCHO TSUNAMI,11,B3-LA JOLLA UNITED B,4,"B bracket B1,B3",18U_GIRLS_D2,202606190800
19-Jun,9:00 AM,YORBA LINDA HS,18GD202,D1-FOOTHILL CLUB,10,D3-SACRAMENTO,5,"D bracket D1,D3",18U_GIRLS_D2,202606190900
19-Jun,9:00 AM,LA SERNA HS,18GD211,C1-DAVIS,16,C3-LONGHORN,6,"C bracket C1,C3",18U_GIRLS_D2,202606190900
19-Jun,10:00 AM,YORBA LINDA HS,18GD203,E1-SHAQ,17,E3-HYDRA,4,"E bracket E1,E3",18U_GIRLS_D2,202606191000
19-Jun,10:00 AM,LA SERNA HS,18GD212,F1-SOUTH COAST,15,F3-SAND CANYON,1,"F bracket F1,F3",18U_GIRLS_D2,202606191000
19-Jun,11:00 AM,YORBA LINDA HS,18GD204,A2-COLORADO UNITED,18,A3-NORTH IRVINE,8,"A bracket A2,A3",18U_GIRLS_D2,202606191100
19-Jun,11:00 AM,LA SERNA HS,18GD213,B2-AMERICAN RIVER,4,B3-LA JOLLA UNITED B,9,"B bracket B2,B3",18U_GIRLS_D2,202606191100
19-Jun,12:00 PM,YORBA LINDA HS,18GD205,D2-NORCAL,13,D3-SACRAMENTO,10,"D bracket D2,D3",18U_GIRLS_D2,202606191200
19-Jun,12:00 PM,LA SERNA HS,18GD214,C2-PATRIOT,10,C3-LONGHORN,6,"C bracket C2,C3",18U_GIRLS_D2,202606191200
19-Jun,1:00 PM,YORBA LINDA HS,18GD206,E2-LB VIKING B,17,E3-HYDRA,3,"E bracket E2,E3",18U_GIRLS_D2,202606191300
19-Jun,1:00 PM,LA SERNA HS,18GD215,F2-BIG VALLEY,26,F3-SAND CANYON,3,"F bracket F2,F3",18U_GIRLS_D2,202606191300
19-Jun,2:00 PM,YORBA LINDA HS,18GD207,A1-SKIP,9.3,A2-COLORADO UNITED,9.1,"A bracket A1,A2",18U_GIRLS_D2,202606191400
19-Jun,2:00 PM,LA SERNA HS,18GD216,B1-RANCHO TSUNAMI,13,B2-AMERICAN RIVER,4,"B bracket B1,B2",18U_GIRLS_D2,202606191400
19-Jun,3:00 PM,YORBA LINDA HS,18GD208,D1-FOOTHILL CLUB,12,D2-NORCAL,8,"D bracket D1,D2",18U_GIRLS_D2,202606191500
19-Jun,3:00 PM,LA SERNA HS,18GD217,C1-DAVIS,13,C2-PATRIOT,7,"C bracket C1,C2",18U_GIRLS_D2,202606191500
19-Jun,4:00 PM,YORBA LINDA HS,18GD209,E1-SHAQ,9.4,E2-LB VIKING B,9.5,"E bracket E1,E2",18U_GIRLS_D2,202606191600
19-Jun,4:00 PM,LA SERNA HS,18GD218,F1-SOUTH COAST,14,F2-BIG VALLEY,10,"F bracket F1,F2",18U_GIRLS_D2,202606191600
20-Jun,8:00 AM,YORBA LINDA HS,18GD219,G1(1stA)-SKIP,9,G3(1stE)-LB VIKING B,8,"G bracket G1,G3",18U_GIRLS_D2,202606200800
20-Jun,8:00 AM,LA SERNA HS,18GD220,J1(2ndA)-COLORADO UNITED,10,J3(2ndE)-SHAQ,9,"J bracket J1,J3",18U_GIRLS_D2,202606200800
20-Jun,9:00 AM,YORBA LINDA HS,18GD221,H1(1stB)-RANCHO TSUNAMI,17,H3(1stF)-SOUTH COAST,6,"H bracket H1,H3",18U_GIRLS_D2,202606200900
20-Jun,9:00 AM,LA SERNA HS,18GD222,K1(2ndB)-LA JOLLA UNITED B,11,K3(2ndF)-BIG VALLEY,13,"K bracket K1,K3",18U_GIRLS_D2,202606200900
20-Jun,10:00 AM,YORBA LINDA HS,18GD223,L1(3rdA)-NORTH IRVINE,6,L3(3rdE)-HYDRA,13,"L bracket L1,L3",18U_GIRLS_D2,202606201000
20-Jun,10:00 AM,LA SERNA HS,18GD224,M1(3rdB)-AMERICAN RIVER,19,M3(3rdF)-SAND CANYON,2,"M bracket M1,M3",18U_GIRLS_D2,202606201000
20-Jun,11:00 AM,YORBA LINDA HS,18GD225,G2(1stD)-FOOTHILL CLUB,12,G3(1stE)-LB VIKING B,8,"G bracket G2,G3",18U_GIRLS_D2,202606201100
20-Jun,11:00 AM,LA SERNA HS,18GD226,J2(2ndD)-NORCAL,11,J3(2ndE)-SHAQ,12,"J bracket J2,J3",18U_GIRLS_D2,202606201100
20-Jun,12:00 PM,YORBA LINDA HS,18GD227,H2(1stC)-DAVIS,15,H3(1stF)-SOUTH COAST,4,"H bracket H2,H3",18U_GIRLS_D2,202606201200
20-Jun,12:00 PM,LA SERNA HS,18GD228,K2(2ndC)-PATRIOT,9,K3(2ndF)-BIG VALLEY,11,"K bracket K2,K3",18U_GIRLS_D2,202606201200
20-Jun,1:00 PM,YORBA LINDA HS,18GD229,L2(3rdD)-SACRAMENTO,14,L3(3rdE)-HYDRA,7,"L bracket L2,L3",18U_GIRLS_D2,202606201300
20-Jun,1:00 PM,LA SERNA HS,18GD230,M2(3rdC)-LONGHORN,18,M3(3rdF)-SAND CANYON,2,"M bracket M2,M3",18U_GIRLS_D2,202606201300
20-Jun,2:00 PM,YORBA LINDA HS,18GD231,G1(1stA)-SKIP,6,G2(1stD)-FOOTHILL CLUB,11,"G bracket G1,G2",18U_GIRLS_D2,202606201400
20-Jun,2:00 PM,LA SERNA HS,18GD232,J1(2ndA)-COLORADO UNITED,11,J2(2ndD)-NORCAL,10,"J bracket J1,J2",18U_GIRLS_D2,202606201400
20-Jun,3:00 PM,YORBA LINDA HS,18GD233,H1(1stB)-RANCHO TSUNAMI,9,H2(1stC)-DAVIS,7,"H bracket H1,H2",18U_GIRLS_D2,202606201500
20-Jun,3:00 PM,LA SERNA HS,18GD234,K1(2ndB)-LA JOLLA UNITED B,8,K2(2ndC)-PATRIOT,11,"K bracket K1,K2",18U_GIRLS_D2,202606201500
20-Jun,4:00 PM,YORBA LINDA HS,18GD235,L1(3rdA)-NORTH IRVINE,10,L2(3rdD)-SACRAMENTO,15,"L bracket L1,L2",18U_GIRLS_D2,202606201600
20-Jun,4:00 PM,LA SERNA HS,18GD236,M1(3rdB)-AMERICAN RIVER,8,M2(3rdC)-LONGHORN,7,"M bracket M1,M2",18U_GIRLS_D2,202606201600
21-Jun,9:00 AM,YORBA LINDA HS,18GD239,3rdG-LB VIKING B,20,3rdH-SOUTH COAST,11,5th,18U_GIRLS_D2,202606210900
21-Jun,10:00 AM,YORBA LINDA HS,18GD240,1stJ-COLORADO UNITED,10.5,1stK-BIG VALLEY,10.3,7th,18U_GIRLS_D2,202606211000
21-Jun,11:00 AM,YORBA LINDA HS,18GD241,2ndJ-SHAQ,14,2ndK-PATRIOT,13,9th,18U_GIRLS_D2,202606211100
21-Jun,12:00 PM,WOOLLETT NEAR RIGHT,18GD237,2ndG-SKIP,5,2ndH-DAVIS,8,3rd,18U_GIRLS_D2,202606211200
21-Jun,12:00 PM,YORBA LINDA HS,18GD242,3rdJ-NORCAL,14,3rdK-LA JOLLA UNITED B,8,11th,18U_GIRLS_D2,202606211200
21-Jun,1:00 PM,WOOLLETT NEAR RIGHT,18GD238,1stG-FOOTHILL CLUB,7,1stH-RANCHO TSUNAMI,4,1st,18U_GIRLS_D2,202606211300
21-Jun,1:00 PM,YORBA LINDA HS,18GD243,1stL-SACRAMENTO,15,1stM-AMERICAN RIVER,10,13th,18U_GIRLS_D2,202606211300
21-Jun,2:00 PM,YORBA LINDA HS,18GD244,2ndL-HYDRA,6,2ndM-LONGHORN,9,15th,18U_GIRLS_D2,202606211400
21-Jun,3:00 PM,YORBA LINDA HS,18GD245,3rdL-NORTH IRVINE,17,3rdM-SAND CANYON,6,17th,18U_GIRLS_D2,202606211500
