DATE,TIME,LOCATION,GAME ID,WHITE TEAM,S,DARK TEAM,S,COMMENTS,DIVISION
1-Feb,4:10 PM,TUSTIN HS 2,12Bau19A,L#13A-CC UNITED WHITE,18,L#14A-NORTH IRVINE WHITE,0,tie 21st,12U_BOYS_GOLD
1-Feb,4:10 PM,COSTA MESA HS 2,12Bau23,L#17-LAMORINDA B,5,L#18-MISSION WPC B,16,tie 5th,12U_BOYS_GOLD
1-Feb,4:10 PM,BECKMAN HS 1,12Bau25,L#24-SAN CLEMENTE BLACK,8,L#24A-680 BLUE,6,3rd,12U_BOYS_GOLD
1-Feb,4:10 PM,ESTANCIA HS 2,12Bau21,L#15-GOLD COAST,13,L#16-MARIN,10,tie 13th,12U_BOYS_GOLD
1-Feb,4:20 PM,EL TORO HS 2,12Bau19,L#13-680 WHITE,13,L#14-LAMORINDA C,3,tie 21st,12U_BOYS_GOLD
1-Feb,5:00 PM,COSTA MESA HS 2,12Bau22,W#15-STANFORD BLACK,6,W#16-CC UNITED BLUE,9,tie 9th,12U_BOYS_GOLD
1-Feb,5:00 PM,TUSTIN HS 2,12Bau23A,L#17A-TROJAN,5,L#18A-SAN MATEO,0,tie 5th,12U_BOYS_GOLD
1-Feb,5:00 PM,BECKMAN HS 1,12Bau26,W#24-ORANGE COUNTY WPC BLUE,19,W#24A-FOOTHILL RED,5,1st,12U_BOYS_GOLD
1-Feb,5:50 PM,BECKMAN HS 1,12Bau21A,L#15A-STANFORD WHITE,6.3,L#16A-SOUTH COAST RED,6.2,tie 13th,12U_BOYS_GOLD
1-Feb,5:00 PM,TUSTIN HS 2,12Bau22A,W#15A-LA JOLLA UNITED GOLD,6,W#16A-CMAC,13,tie 9th,12U_BOYS_GOLD
