DATE,TIME,LOCATION,GAME ID,WHITE TEAM,S,DARK TEAM,S,COMMENTS,DIVISION
1-Feb,10:20 AM,COSTA MESA HS 1,14Bag25,G1(1stA)-POWAY VALLEY BLACK,8,G3(1stC)-PASADENA AC,5,1st-6th,14U_BOYS_SILVER
1-Feb,11:10 AM,COSTA MESA HS 1,14Bag27,H1(1stD)-SAND CANYON,12,H3(1stF)-680 WHITE,7,1st-6th,14U_BOYS_SILVER
1-Feb,12:00 PM,TUSTIN HS 1,14Bag20,K1(2ndC)-ORANGE COUNTY WPC RED,9,K2(2ndB)-SOUTH COAST BLUE (C),3,7th-12th,14U_BOYS_SILVER
1-Feb,12:00 PM,EL TORO HS 1,14Bag22,M1(3rdA)-SAN CLEMENTE BLACK,13,M2(3rdB)-TROJAN GOLD,4,13th-18th,14U_BOYS_SILVER
1-Feb,12:00 PM,ALISO NIGUEL HS,14Bag24,N1(3rdD)-AMERICAN RIVER GOLD,4,N2(3rdE)-CC UNITED WHITE,2,13th-18th,14U_BOYS_SILVER
1-Feb,12:00 PM,COSTA MESA HS 1,14Bag35,J2(2ndE)-HONOLULU GREEN,8,J3(2ndD)-PALOS VERDES B,11,7th-12th,14U_BOYS_SILVER
1-Feb,12:50 PM,COSTA MESA HS 1,14Bag31,G2(1stB)-SAN FRANCISCO,6,G3(1stC)-PASADENA AC,11,1st-6th,14U_BOYS_SILVER
1-Feb,1:40 PM,COSTA MESA HS 1,14Bag33,H2(1stE)-GOLD COAST,14,H3(1stF)-680 WHITE,10,1st-6th,14U_BOYS_SILVER
1-Feb,2:30 PM,COSTA MESA HS 1,14Bag29,J1(2ndF)-NADO,11,J3(2ndD)-PALOS VERDES B,10,7th-12th,14U_BOYS_SILVER
1-Feb,3:20 PM,COSTA MESA HS 1,14Bag37,2ndG-PASADENA AC,15,2ndH-SAND CANYON,14,overall 3rd,14U_BOYS_SILVER
1-Feb,4:10 PM,COSTA MESA HS 1,14Bag38,1stG-POWAY VALLEY BLACK,11,1stH-GOLD COAST,6,overall 1st,14U_BOYS_SILVER
