DATE,TIME,LOCATION,GAME ID,WHITE TEAM,S,DARK TEAM,S,COMMENTS,DIVISION,SORTKEY
5-Oct,9:30 AM,WOOLLETT FAR RIGHT,12Bpt22,2ndB-NORTH IRVINE BLACK,6,2ndC-ORWP,9,5-8 semi 2B/2C,12U_BOYS_PLATINUM,202510050930
5-Oct,10:20 AM,WOOLLETT FAR RIGHT,12Bpt17,3rdA-SAN CLEMENTE RED,10,3rdD-SD SHORES BLACK,7,9-13th 3A/3D,12U_BOYS_PLATINUM,202510051020
5-Oct,11:10 AM,WOOLLETT FAR RIGHT,12Bpt23,2ndA-STANFORD RED,10,2ndD-CDM,7,5-8 semi 2A/2D,12U_BOYS_PLATINUM,202510051110
5-Oct,12:00 PM,WOOLLETT FAR RIGHT,12Bpt20,1stB-CCU BLACK,4,1stC-MISSION WPC A,10,1-4 semi 1B/1C,12U_BOYS_PLATINUM,202510051200
5-Oct,12:50 PM,WOOLLETT FAR RIGHT,12Bpt21,1stA-VANGUARD BLUE,10,1stD-SOCAL BLACK,9,1-4 semi 1A/1D,12U_BOYS_PLATINUM,202510051250
5-Oct,1:40 PM,TUSTIN HS 2,12Bpt18,3rdA-SAN CLEMENTE RED,13,3rdC-LA JOLLA UNITED NAVY,6,9-13th 3A/3C,12U_BOYS_PLATINUM,202510051340
5-Oct,1:40 PM,WOOLLETT FAR RIGHT,12Bpt27,L#22-NORTH IRVINE BLACK,4.5,L#23-CDM,4.6,7th,12U_BOYS_PLATINUM,202510051340
5-Oct,2:30 PM,TUSTIN HS 2,12Bpt19,4thD-680 RED,6,3rdB-PATRIOT NAVY,10,9-13th 4D/3B,12U_BOYS_PLATINUM,202510051430
5-Oct,2:30 PM,WOOLLETT FAR RIGHT,12Bpt26,W#22-ORWP,6,W#23-STANFORD RED,14,5th,12U_BOYS_PLATINUM,202510051430
5-Oct,3:20 PM,WOOLLETT FAR RIGHT,12Bpt24,L#20-CCU BLACK,12,L#21-SOCAL BLACK,10,3rd,12U_BOYS_PLATINUM,202510051520
5-Oct,4:10 PM,WOOLLETT FAR RIGHT,12Bpt25,W#20-MISSION WPC A,7,W#21-VANGUARD BLUE,6,1st,12U_BOYS_PLATINUM,202510051610
4-Oct,8:00 AM,COSTA MESA HS 2,12C01,A2-PALOS VERDES,6,A5-PATRIOT NAVY 10,11,A bracket 2/5,12U_COED,202510040800
4-Oct,8:50 AM,COSTA MESA HS 2,12C02,A1-TSUNAMI,4,A3-LONG BEACH VIKING,23,A bracket 1/3,12U_COED,202510040850
4-Oct,11:20 AM,COSTA MESA HS 2,12C03,A2-PALOS VERDES,6,A4-LA CITY UNITED WATER POLO,17,A bracket 2/4,12U_COED,202510041120
4-Oct,1:00 PM,COSTA MESA HS 2,12C04,A3-LONG BEACH VIKING,2,A5-PATRIOT NAVY 10,14,A bracket 3/5,12U_COED,202510041300
4-Oct,1:50 PM,COSTA MESA HS 2,12C05,A1-TSUNAMI,3,A4-LA CITY UNITED WATER POLO,13,A bracket 1/4,12U_COED,202510041350
5-Oct,8:00 AM,COSTA MESA HS 2,12C06,A2-PALOS VERDES,11,A3-LONG BEACH VIKING,5,A bracket 2/3,12U_COED,202510050800
5-Oct,8:50 AM,COSTA MESA HS 2,12C07,A4-LA CITY UNITED WATER POLO,16,A5-PATRIOT NAVY 10,6,A bracket 4/5,12U_COED,202510050850
5-Oct,11:20 AM,COSTA MESA HS 2,12C08,A1-TSUNAMI,3,A2-PALOS VERDES,21,A bracket 1/2,12U_COED,202510051120
5-Oct,12:10 PM,COSTA MESA HS 2,12C09,A3-LONG BEACH VIKING,1,A4-LA CITY UNITED WATER POLO,13,A bracket 3/4,12U_COED,202510051210
5-Oct,2:40 PM,COSTA MESA HS 2,12C10,A1-TSUNAMI,0,A5-PATRIOT NAVY 10,19,A bracket 1/5,12U_COED,202510051440
4-Oct,8:50 AM,EL TORO HS,14Gau01,D1-HONOLULU WATER POLO,13,D3-NORTH IRVINE,3,D bracket,14U_GIRLS_GOLD,202510040850
4-Oct,9:40 AM,EL TORO HS,14Gau02,B1-LA JOLLA UNITED,7,B2-PALOS VERDES BLACK,8,B bracket,14U_GIRLS_GOLD,202510040940
4-Oct,10:30 AM,EL TORO HS,14Gau03,A1-SOCAL,3,A2-SOUTH COAST RED,18,A bracket,14U_GIRLS_GOLD,202510041030
4-Oct,11:20 AM,EL TORO HS,14Gau04,C1-SET,3,C3-PAC ORANGE,6,C bracket,14U_GIRLS_GOLD,202510041120
4-Oct,12:10 PM,EL TORO HS,14Gau05,D1-HONOLULU WATER POLO,9,D2-LONG BEACH VIKING,5,D bracket,14U_GIRLS_GOLD,202510041210
4-Oct,12:30 PM,TUSTIN HS 1,14Gau06,B1-LA JOLLA UNITED,12,B3-CC UNITED BLUE,4,B bracket,14U_GIRLS_GOLD,202510041230
4-Oct,1:00 PM,EL TORO HS,14Gau07,A2-SOUTH COAST RED,16,A3-SOUTH BAY UNITED,4,A bracket,14U_GIRLS_GOLD,202510041300
4-Oct,1:50 PM,EL TORO HS,14Gau08,C2-FOOTHILL RED,4,C3-PAC ORANGE,6,C bracket,14U_GIRLS_GOLD,202510041350
4-Oct,2:40 PM,EL TORO HS,14Gau09,D2-LONG BEACH VIKING,12,D3-NORTH IRVINE,7,D bracket,14U_GIRLS_GOLD,202510041440
4-Oct,3:30 PM,EL TORO HS,14Gau11,B2-PALOS VERDES BLACK,14,B3-CC UNITED BLUE,3,B bracket,14U_GIRLS_GOLD,202510041530
4-Oct,3:50 PM,TUSTIN HS 1,14Gau10,A1-SOCAL,3,A3-SOUTH BAY UNITED,11,A bracket,14U_GIRLS_GOLD,202510041550
4-Oct,4:20 PM,EL TORO HS,14Gau12,C1-SET,8,C2-FOOTHILL RED,4,C bracket,14U_GIRLS_GOLD,202510041620
5-Oct,8:50 AM,EL TORO HS,14Gau13,1stA-SOUTH COAST RED,7,1stD-HONOLULU WATER POLO,9,1-4 semi,14U_GIRLS_GOLD,202510050850
5-Oct,9:40 AM,EL TORO HS,14Gau14,1stB-PALOS VERDES BLACK,13,1stC-PAC ORANGE,5,1-4 semi,14U_GIRLS_GOLD,202510050940
5-Oct,10:30 AM,EL TORO HS,14Gau15,2ndA-SOUTH BAY UNITED,11,2ndD-LONG BEACH VIKING,12,5-8 semi,14U_GIRLS_GOLD,202510051030
5-Oct,11:20 AM,EL TORO HS,14Gau16,2ndB-LA JOLLA UNITED,7,2ndC-SET,5,5-8 semi,14U_GIRLS_GOLD,202510051120
5-Oct,12:10 PM,EL TORO HS,14Gau17,L#13-SOUTH COAST RED,8,L#14-PAC ORANGE,5,3rd,14U_GIRLS_GOLD,202510051210
5-Oct,1:00 PM,EL TORO HS,14Gau18,W#13-HONOLULU WATER POLO,5,W#14-PALOS VERDES BLACK,7,1st,14U_GIRLS_GOLD,202510051300
5-Oct,1:50 PM,EL TORO HS,14Gau21,3rdA-SOCAL,1,3rdD-NORTH IRVINE,9,9-12 semi,14U_GIRLS_GOLD,202510051350
5-Oct,2:40 PM,EL TORO HS,14Gau22,3rdB-CC UNITED BLUE,1,3rdC-FOOTHILL RED,11,9-12 semi,14U_GIRLS_GOLD,202510051440
5-Oct,3:30 PM,EL TORO HS,14Gau19,W#15-LONG BEACH VIKING,13,W#16-LA JOLLA UNITED,6,5th,14U_GIRLS_GOLD,202510051530
5-Oct,4:20 PM,EL TORO HS,14Gau20,L#15-SOUTH BAY UNITED,11,L#16-SET,4,7th,14U_GIRLS_GOLD,202510051620
5-Oct,4:20 PM,COSTA MESA HS 1,14Gau23,W#21-NORTH IRVINE,7,W#22-FOOTHILL RED,8,9th,14U_GIRLS_GOLD,202510051620
5-Oct,5:10 PM,COSTA MESA HS 1,14Gau24,L#21-SOCAL,3,L#22-CC UNITED BLUE,4,11th,14U_GIRLS_GOLD,202510051710
4-Oct,10:00 AM,TUSTIN HS 1,14Gpt01,A1-CDM PINK (A),8,A3-SHORE AQUATICS,10,"A bracket A1,A3",14U_GIRLS_PLATINUM,202510041000
4-Oct,10:50 AM,TUSTIN HS 1,14Gpt02,B1-DEL MAR BLUE,9,B4-CDM NAVY (B),2,"B bracket B1,B4",14U_GIRLS_PLATINUM,202510041050
4-Oct,11:40 AM,TUSTIN HS 1,14Gpt03,B2-CC UNITED BLACK,2,B3-LAGUNA BEACH,6,"B bracket B2,B3",14U_GIRLS_PLATINUM,202510041140
4-Oct,1:20 PM,TUSTIN HS 1,14Gpt04,A1-CDM PINK (A),7,A2-680 RED,3,"A bracket A1,A2",14U_GIRLS_PLATINUM,202510041320
4-Oct,2:10 PM,TUSTIN HS 1,14Gpt05,B1-DEL MAR BLUE,2,B3-LAGUNA BEACH,4,"B bracket B1,B3",14U_GIRLS_PLATINUM,202510041410
4-Oct,3:00 PM,TUSTIN HS 1,14Gpt06,B2-CC UNITED BLACK,8,B4-CDM NAVY (B),1,"B bracket B2,B4",14U_GIRLS_PLATINUM,202510041500
4-Oct,4:40 PM,TUSTIN HS 1,14Gpt07,A2-680 RED,6,A3-SHORE AQUATICS,4,"A bracket A2,A3",14U_GIRLS_PLATINUM,202510041640
5-Oct,8:40 AM,TUSTIN HS 1,14Gpt08,B1-DEL MAR BLUE,6,B2-CC UNITED BLACK,1,"B bracket B1,B2",14U_GIRLS_PLATINUM,202510050840
5-Oct,9:30 AM,TUSTIN HS 1,14Gpt09,B3-LAGUNA BEACH,7,B4-CDM NAVY (B),1,"B bracket B3,B4",14U_GIRLS_PLATINUM,202510050930
5-Oct,12:00 PM,TUSTIN HS 1,14Gpt10,3rdA-SHORE AQUATICS,8,4thB-CDM NAVY (B),1,5th-7th,14U_GIRLS_PLATINUM,202510051200
5-Oct,12:50 PM,TUSTIN HS 1,14Gpt11,1stA-CDM PINK (A),8,2ndB-DEL MAR BLUE,1,1-4 semi,14U_GIRLS_PLATINUM,202510051250
5-Oct,1:40 PM,TUSTIN HS 1,14Gpt12,1stB-LAGUNA BEACH,9,2ndA-680 RED,5,1-4 semi,14U_GIRLS_PLATINUM,202510051340
5-Oct,2:30 PM,TUSTIN HS 1,14Gpt13,3rdA-SHORE AQUATICS,8,3rdB-CC UNITED BLACK,3,5th-7th,14U_GIRLS_PLATINUM,202510051430
5-Oct,4:10 PM,TUSTIN HS 1,14Gpt14,L#11-DEL MAR BLUE,10,L#12-680 RED,3,3rd,14U_GIRLS_PLATINUM,202510051610
5-Oct,5:00 PM,TUSTIN HS 1,14Gpt15,W#11-CDM PINK (A),3,W#12-LAGUNA BEACH,2,1st,14U_GIRLS_PLATINUM,202510051700
4-Oct,7:00 AM,WOOLLETT NEAR RIGHT,14Bag02,D1-LA CITY UNITED WATER POLO,19,D3-ROSE BOWL BLACK,3,"D bracket D1,D3",14U_BOYS_SILVER,202510040700
4-Oct,7:50 AM,ALISO NIGUEL HS,14Bag01,A1-KERN PREMIER COED,13,A3-TSUNAMI BLACK,3,"A bracket A1,A3",14U_BOYS_SILVER,202510040750
4-Oct,7:50 AM,WOOLLETT NEAR RIGHT,14Bag04,E1-NSD STARS,8,E3-NORTH IRVINE RED,10,"E bracket E1,E3",14U_BOYS_SILVER,202510040750
4-Oct,8:40 AM,ALISO NIGUEL HS,14Bag03,B1-SKIP COED,17,B3-SAN CLEMENTE BLACK,3,"B bracket B1,B3",14U_BOYS_SILVER,202510040840
4-Oct,8:40 AM,WOOLLETT NEAR RIGHT,14Bag06,F1-BOA,10,F3-SOUTH COAST BLUE,4,"F bracket F1,F3",14U_BOYS_SILVER,202510040840
4-Oct,9:30 AM,ALISO NIGUEL HS,14Bag05,C1-SUPREME,5,C3-PALOS VERDES B,11,"C bracket C1,C3",14U_BOYS_SILVER,202510040930
4-Oct,10:20 AM,ALISO NIGUEL HS,14Bag13,D2-CDM WHITE,22,D3-ROSE BOWL BLACK,4,"D bracket D2,D3",14U_BOYS_SILVER,202510041020
4-Oct,11:10 AM,ALISO NIGUEL HS,14Bag15,E1-NSD STARS,5,E2-LAMORINDA B,14,"E bracket E1,E2",14U_BOYS_SILVER,202510041110
4-Oct,12:00 PM,ALISO NIGUEL HS,14Bag07,A2-LA JOLLA UNITED WHITE,6,A3-TSUNAMI BLACK,14,"A bracket A2,A3",14U_BOYS_SILVER,202510041200
4-Oct,12:50 PM,ALISO NIGUEL HS,14Bag09,B2-NBWP SILVER,14,B3-SAN CLEMENTE BLACK,6,"B bracket B2,B3",14U_BOYS_SILVER,202510041250
4-Oct,1:40 PM,ALISO NIGUEL HS,14Bag17,F2-NORCAL TEAL,13,F3-SOUTH COAST BLUE,2,"F bracket F2,F3",14U_BOYS_SILVER,202510041340
4-Oct,2:30 PM,ALISO NIGUEL HS,14Bag11,C1-SUPREME,2,C2-VANGUARD WHITE,8,"C bracket C1,C2",14U_BOYS_SILVER,202510041430
4-Oct,3:20 PM,ALISO NIGUEL HS,14Bag08,A1-KERN PREMIER COED,15,A2-LA JOLLA UNITED WHITE,5,"A bracket A1,A2",14U_BOYS_SILVER,202510041520
4-Oct,3:20 PM,WOOLLETT NEAR LEFT,14Bag14,D1-LA CITY UNITED WATER POLO,12,D2-CDM WHITE,2,"D bracket D1,D2",14U_BOYS_SILVER,202510041520
4-Oct,4:10 PM,ALISO NIGUEL HS,14Bag10,B1-SKIP COED,18,B2-NBWP SILVER,7,"B bracket B1,B2",14U_BOYS_SILVER,202510041610
4-Oct,4:10 PM,WOOLLETT NEAR LEFT,14Bag16,E2-LAMORINDA B,15,E3-NORTH IRVINE RED,7,"E bracket E2,E3",14U_BOYS_SILVER,202510041610
4-Oct,5:00 PM,ALISO NIGUEL HS,14Bag12,C2-VANGUARD WHITE,5,C3-PALOS VERDES B,8,"C bracket C2,C3",14U_BOYS_SILVER,202510041700
4-Oct,5:00 PM,WOOLLETT NEAR LEFT,14Bag18,F1-BOA,8,F2-NORCAL TEAL,11,"F bracket F1,F2",14U_BOYS_SILVER,202510041700
5-Oct,7:50 AM,ALISO NIGUEL HS,14Bag19,G1(1stA)-KERN PREMIER COED,5,G2(1stB)-SKIP COED,15,1st-6th,14U_BOYS_SILVER,202510050750
5-Oct,8:00 AM,EL TORO HS,14Bag22,M1(3rdA)-LA JOLLA UNITED WHITE,6,M2(3rdB)-SAN CLEMENTE BLACK,14,13th-18th,14U_BOYS_SILVER,202510050800
5-Oct,8:00 AM,COSTA MESA HS 1,14Bag24,N1(3rdD)-ROSE BOWL BLACK,2,N2(3rdE)-NSD STARS,16,13th-18th,14U_BOYS_SILVER,202510050800
5-Oct,8:00 AM,ESTANCIA HS 1,14Bag26,K1(2ndC)-VANGUARD WHITE,8,K3(2ndA)-TSUNAMI BLACK,6,7th-12th,14U_BOYS_SILVER,202510050800
5-Oct,8:40 AM,ALISO NIGUEL HS,14Bag21,H1(1stD)-LA CITY UNITED WATER POLO,12,H2(1stE)-LAMORINDA B,20,1st-6th,14U_BOYS_SILVER,202510050840
5-Oct,9:30 AM,ALISO NIGUEL HS,14Bag23,J1(2ndF)-BOA,5,J2(2ndE)-NORTH IRVINE RED,19,7th-12th,14U_BOYS_SILVER,202510050930
5-Oct,10:20 AM,ALISO NIGUEL HS,14Bag25,G1(1stA)-KERN PREMIER COED,12,G3(1stC)-PALOS VERDES B,4,1st-6th,14U_BOYS_SILVER,202510051020
5-Oct,11:10 AM,ALISO NIGUEL HS,14Bag27,H1(1stD)-LA CITY UNITED WATER POLO,9,H3(1stF)-NORCAL TEAL,5,1st-6th,14U_BOYS_SILVER,202510051110
5-Oct,11:10 AM,WOOLLETT NEAR RIGHT,14Bag32,K2(2ndB)-NBWP SILVER,13,K3(2ndA)-TSUNAMI BLACK,3,7th-12th,14U_BOYS_SILVER,202510051110
5-Oct,11:10 AM,WOOLLETT NEAR LEFT,14Bag36,N2(3rdE)-NSD STARS,15,N3(3rdF)-SOUTH COAST BLUE,2,13th-18th,14U_BOYS_SILVER,202510051110
5-Oct,12:00 PM,WOOLLETT NEAR RIGHT,14Bag28,M1(3rdA)-LA JOLLA UNITED WHITE,5,M3(3rdC)-SUPREME,15,13th-18th,14U_BOYS_SILVER,202510051200
5-Oct,12:00 PM,ALISO NIGUEL HS,14Bag29,J1(2ndF)-BOA,17,J3(2ndD)-CDM WHITE,10,7th-12th,14U_BOYS_SILVER,202510051200
5-Oct,12:50 PM,ALISO NIGUEL HS,14Bag31,G2(1stB)-SKIP COED,15,G3(1stC)-PALOS VERDES B,8,1st-6th,14U_BOYS_SILVER,202510051250
5-Oct,1:40 PM,ALISO NIGUEL HS,14Bag33,H2(1stE)-LAMORINDA B,15,H3(1stF)-NORCAL TEAL,6,1st-6th,14U_BOYS_SILVER,202510051340
5-Oct,2:30 PM,ALISO NIGUEL HS,14Bag35,J2(2ndE)-NORTH IRVINE RED,17,J3(2ndD)-CDM WHITE,5,7th-12th,14U_BOYS_SILVER,202510051430
5-Oct,3:20 PM,WOOLLETT NEAR LEFT,14Bag20,K1(2ndC)-VANGUARD WHITE,4,K2(2ndB)-NBWP SILVER,13,7th-12th,14U_BOYS_SILVER,202510051520
5-Oct,3:20 PM,ALISO NIGUEL HS,14Bag30,N1(3rdD)-ROSE BOWL BLACK,5,N3(3rdF)-SOUTH COAST BLUE,7,13th-18th,14U_BOYS_SILVER,202510051520
5-Oct,4:10 PM,ALISO NIGUEL HS,14Bag37,2ndG-KERN PREMIER COED,5.3,2ndH-LA CITY UNITED WATER POLO,5.1,overall 3rd,14U_BOYS_SILVER,202510051610
5-Oct,5:00 PM,WOOLLETT NEAR RIGHT,14Bag34,M2(3rdB)-SAN CLEMENTE BLACK,9,M3(3rdC)-SUPREME,8,13th-18th,14U_BOYS_SILVER,202510051700
5-Oct,5:00 PM,ALISO NIGUEL HS,14Bag38,1stG-SKIP COED,10.4,1stH-LAMORINDA B,10.3,overall 1st,14U_BOYS_SILVER,202510051700
4-Oct,8:00 AM,ESTANCIA HS 1,14Bau02,2-ELITE,8,23-PRIDE 13,7,W/L D1/D4,14U_BOYS_GOLD,202510040800
4-Oct,8:00 AM,EL TORO HS,14Bau04,11-680 WHITE,9,14-SD SHORES GOLD,15,W/L D2/D3,14U_BOYS_GOLD,202510040800
4-Oct,8:00 AM,COSTA MESA HS 1,14Bau11,A1(1)-LAWPC,19,A3(13)-STANFORD BLACK,8,"A bracket A1,A3",14U_BOYS_GOLD,202510040800
4-Oct,8:50 AM,COSTA MESA HS 1,14Bau01,5-TITANS,15,20-DIABLO ALLIANCE BLACK,2,W/L C1/C4,14U_BOYS_GOLD,202510040850
4-Oct,8:50 AM,ESTANCIA HS 1,14Bau06,3-SHORE AQUATICS,13,22-TSUNAMI BLUE,5,W/L E1/E4,14U_BOYS_GOLD,202510040850
4-Oct,9:40 AM,COSTA MESA HS 1,14Bau03,8-PALOS VERDES BLACK,12,17-CCU BLUE,4,W/L C2/C3,14U_BOYS_GOLD,202510040940
4-Oct,9:40 AM,ESTANCIA HS 1,14Bau08,10-ROSE BOWL RED,3,15-MISSION WPC B,9,W/L E2/E3,14U_BOYS_GOLD,202510040940
4-Oct,10:30 AM,COSTA MESA HS 1,14Bau05,A1(1)-LAWPC,12,A2(12)-680 BLUE,7,"A bracket A1,A2",14U_BOYS_GOLD,202510041030
4-Oct,10:30 AM,ESTANCIA HS 1,14Bau10,6-BACK BAY,15,19-SOUTH COAST WHITE,6,W/L F1/F4,14U_BOYS_GOLD,202510041030
4-Oct,11:20 AM,COSTA MESA HS 1,14Bau07,4-SAN CLEMENTE RED,11,21-LA JOLLA UNITED GOLD,8,W/L B1/B4,14U_BOYS_GOLD,202510041120
4-Oct,11:20 AM,ESTANCIA HS 1,14Bau12,7-FOOTHILL RED,5,18-VANGUARD SILVER,8,W/L F2/F3,14U_BOYS_GOLD,202510041120
4-Oct,12:10 PM,COSTA MESA HS 1,14Bau09,9-PAC ORANGE,7,16-NBWP WHITE,21,W/L B2/B3,14U_BOYS_GOLD,202510041210
4-Oct,12:10 PM,ESTANCIA HS 1,14Bau14,L#2-PRIDE 13,13,L#4-680 WHITE,3,3rd/4thD,14U_BOYS_GOLD,202510041210
4-Oct,1:00 PM,ESTANCIA HS 1,14Bau16,W#2-ELITE,13,W#4-SD SHORES GOLD,5,1st/2ndD,14U_BOYS_GOLD,202510041300
4-Oct,1:00 PM,COSTA MESA HS 1,14Bau17,A2(12)-680 BLUE,8,A3(13)-STANFORD BLACK,7,"A bracket A1,A3",14U_BOYS_GOLD,202510041300
4-Oct,1:50 PM,COSTA MESA HS 1,14Bau13,L#1-DIABLO ALLIANCE BLACK,7,L#3-CCU BLUE,15,3rd/4thC,14U_BOYS_GOLD,202510041350
4-Oct,1:50 PM,ESTANCIA HS 1,14Bau18,L#6-TSUNAMI BLUE,10,L#8-ROSE BOWL RED,2,3rd/4th E,14U_BOYS_GOLD,202510041350
4-Oct,2:40 PM,COSTA MESA HS 1,14Bau15,W#1-TITANS,5,W#3-PALOS VERDES BLACK,12,1st/2ndC,14U_BOYS_GOLD,202510041440
4-Oct,2:40 PM,ESTANCIA HS 1,14Bau20,W#6-SHORE AQUATICS,14,W#8-MISSION WPC B,6,1st/2nd E,14U_BOYS_GOLD,202510041440
4-Oct,3:30 PM,COSTA MESA HS 1,14Bau19,L#7-LA JOLLA UNITED GOLD,14,L#9-PAC ORANGE,7,3rd/4thB,14U_BOYS_GOLD,202510041530
4-Oct,3:30 PM,ESTANCIA HS 1,14Bau22,L#10-SOUTH COAST WHITE,4,L#12-FOOTHILL RED,10,3rd/4th F,14U_BOYS_GOLD,202510041530
4-Oct,4:20 PM,COSTA MESA HS 1,14Bau21,W#7-SAN CLEMENTE RED,15,W#9-NBWP WHITE,10,1st/2ndB,14U_BOYS_GOLD,202510041620
4-Oct,4:20 PM,ESTANCIA HS 1,14Bau24,W#10-BACK BAY,9,W#12-VANGUARD SILVER,15,1st/2nd F,14U_BOYS_GOLD,202510041620
4-Oct,5:10 PM,COSTA MESA HS 1,14Bau23,G1(1stA)-LAWPC,6,G2(1stC)-PALOS VERDES BLACK,13,"G bracket 1A,1C",14U_BOYS_GOLD,202510041710
4-Oct,5:10 PM,ESTANCIA HS 1,14Bau25,H1(1stD)-ELITE,2,H2(1stE)-SHORE AQUATICS,19,H bracket 1D/1E,14U_BOYS_GOLD,202510041710
5-Oct,7:00 AM,TUSTIN HS 1,14Bau32,M1(4thF)-SOUTH COAST WHITE,9,M5(4thD)-680 WHITE,10,19th-23rd,14U_BOYS_GOLD,202510050700
5-Oct,7:50 AM,TUSTIN HS 1,14Bau35,M2(4thC)-DIABLO ALLIANCE BLACK,7,M4(4thE)-ROSE BOWL RED,10,19th-23rd,14U_BOYS_GOLD,202510050750
5-Oct,8:50 AM,ESTANCIA HS 1,14Bau26,I1(2ndA)-680 BLUE,9,I3(2ndC)-TITANS,14,"I bracket I1,I3",14U_BOYS_GOLD,202510050850
5-Oct,8:50 AM,COSTA MESA HS 1,14Bau27,L1(3rdD)-PRIDE 13,8,L3(3rdF)-FOOTHILL RED,6,"L bracket L1,L3",14U_BOYS_GOLD,202510050850
5-Oct,9:40 AM,ESTANCIA HS 1,14Bau28,G1(1stA)-LAWPC,9,G2(1stB)-SAN CLEMENTE RED,11,"G bracket G1,G3",14U_BOYS_GOLD,202510050940
5-Oct,9:40 AM,COSTA MESA HS 1,14Bau29,J1(2ndD)-SHORES GOLD,4,J3(2ndF)-BACK BAY,16,"J bracket J1,J3",14U_BOYS_GOLD,202510050940
5-Oct,10:20 AM,TUSTIN HS 1,14Bau42,M1(4thF)-SOUTH COAST WHITE,5,M3(4thB)-PAC ORANGE,1,19th-23rd,14U_BOYS_GOLD,202510051020
5-Oct,10:30 AM,ESTANCIA HS 1,14Bau30,H1(1stD)-ELITE,9,H3(1stF)-VANGUARD SILVER,8,"H bracket H1,H3",14U_BOYS_GOLD,202510051030
5-Oct,10:30 AM,COSTA MESA HS 1,14Bau31,K1(3rdA)-STANFORD BLACK,7.3,K3(3rdC)-CCU BLUE,7.4,"K bracket K1,K3",14U_BOYS_GOLD,202510051030
5-Oct,11:10 AM,TUSTIN HS 1,14Bau45,M2(4thC)-DIABLO ALLIANCE BLACK,10,M5(4thD)-680 WHITE,11,19th-23rd,14U_BOYS_GOLD,202510051110
5-Oct,11:20 AM,ESTANCIA HS 1,14Bau33,I2(2ndB)-NBWP WHITE,11,I3(2ndC)-TITANS,7,"I bracket I2,I3",14U_BOYS_GOLD,202510051120
5-Oct,11:20 AM,COSTA MESA HS 1,14Bau34,L2(3rdE)-TSUNAMI BLUE,7,L3(3rdF)-FOOTHILL RED,4,"L bracket L2,L3",14U_BOYS_GOLD,202510051120
5-Oct,12:10 PM,ESTANCIA HS 1,14Bau36,G2(1stB)-SAN CLEMENTE RED,8,G2(1stC)-PALOS VERDES BLACK,17,"G bracket G2,G3",14U_BOYS_GOLD,202510051210
5-Oct,12:10 PM,COSTA MESA HS 1,14Bau37,J2(2ndE-MISSION WPC B,13,J3(2ndF)-BACK BAY,10,"J bracket J2,J3",14U_BOYS_GOLD,202510051210
5-Oct,1:00 PM,ESTANCIA HS 1,14Bau38,H2(1stE)-SHORE AQUATICS,13,H3(1stF)-VANGUARD SILVER,1,"H bracket H2,H3",14U_BOYS_GOLD,202510051300
5-Oct,1:00 PM,COSTA MESA HS 1,14Bau39,K2(3rdB)-LA JOLLA UNITED GOLD,5,K3(3rdC)-CCU BLUE,4,"K bracket K2,K3",14U_BOYS_GOLD,202510051300
5-Oct,1:50 PM,ESTANCIA HS 1,14Bau40,I1(2ndA)-680 BLUE,4,I2(2ndB)-NBWP WHITE,14,"I bracket I1,2",14U_BOYS_GOLD,202510051350
5-Oct,1:50 PM,COSTA MESA HS 1,14Bau41,L1(3rdD)-PRIDE 13,2,L2(3rdE)-TSUNAMI BLUE,11,"L bracket L1,L2",14U_BOYS_GOLD,202510051350
5-Oct,2:40 PM,ESTANCIA HS 1,14Bau43,P1(3rdG)-LAWPC,12,P2(3rdH)-VANGUARD SILVER,4,5th 3G/3H,14U_BOYS_GOLD,202510051440
5-Oct,2:40 PM,COSTA MESA HS 1,14Bau44,J1(2ndD)-SHORES GOLD,6,J2(2ndE-MISSION WPC B,12,"J bracket J1,J2",14U_BOYS_GOLD,202510051440
5-Oct,3:20 PM,TUSTIN HS 1,14Bau48,M3(4thB)-PAC ORANGE,7,M4(4thE)-ROSE BOWL RED,11,19th-23rd,14U_BOYS_GOLD,202510051520
5-Oct,3:30 PM,ESTANCIA HS 1,14Bau46,N1(2ndG)-SAN CLEMENTE RED,11,N2(2ndH)-ELITE,10,3rd 2G/2H,14U_BOYS_GOLD,202510051530
5-Oct,3:30 PM,COSTA MESA HS 1,14Bau47,K1(3rdA)-STANFORD BLACK,3,K2(3rdB)-LA JOLLA UNITED GOLD,8,"K bracket K1,K2",14U_BOYS_GOLD,202510051530
5-Oct,4:20 PM,ESTANCIA HS 1,14Bau49,O1(1stG)-PALOS VERDES BLACK,8,O2(1stH)-SHORE AQUATICS,7,1st 1G/1H,14U_BOYS_GOLD,202510051620
4-Oct,9:30 AM,WOOLLETT NEAR RIGHT,14Bpt01,A1-NORCAL BLACK,7,A3-CCU BLACK,9,A bracket,14U_BOYS_PLATINUM,202510040930
4-Oct,10:20 AM,WOOLLETT NEAR RIGHT,14Bpt02,B1-LA JOLLA UNITED NAVY,15,B3-ORANGE COUNTY WPC BLUE,4,B bracket,14U_BOYS_PLATINUM,202510041020
4-Oct,11:10 AM,WOOLLETT NEAR RIGHT,14Bpt03,C1-NBWP BLUE,15,C3-SOUTH COAST RED,6,C bracket,14U_BOYS_PLATINUM,202510041110
4-Oct,12:00 PM,WOOLLETT NEAR RIGHT,14Bpt04,A2-CDM BLUE,4,A3-CCU BLACK,8,A bracket,14U_BOYS_PLATINUM,202510041200
