Day 1,HOT! RESULTS,SUBMIT SCORES!,Quarter Lengths by Day,,,,,,,,
7/23/2026,1:40 PM,Group,OCEAN VIEW HS 2,53A,L1(12)-CARLSBAD A,,L2(21)-NORCAL BLACK,,,,12BX-53A
7/23/2026,2:30 PM,Group,OCEAN VIEW HS 2,53B,L3(44)-PARK CITY,,L4(52)-TEXAS THUNDER,,,,12BX-53B
7/23/2026,3:20 PM,Group,OCEAN VIEW HS 2,48,E1(5)-ROUTE 66,,E2(28)-YOLO,,,,12BX-048
7/23/2026,4:10 PM,Group,OCEAN VIEW HS 2,53,E3(37)-680 WHITE,,E4(51)-CAL REPUBLIC RED,,,,12BX-053
,BREAK,,,,,,,,,,
,BREAK,,,,,,,,,,
7/23/2026,6:40 PM,2's cross 21v28,OCEAN VIEW HS 2,61,2nd L-,,2nd E-,,ag_U3,bz_P1,12BX-061
,,,,,,,,,,,
,,,,,,,,,,,
,,,GOLDEN WEST COLLEGE 2,,,,,,,,
Date,Time,Type,Location,Gm #,White,S,Dark,S,W to #,L to #,GMID
7/23/2026,7:00 AM,Group,GOLDEN WEST COLLEGE 2,1,I1(9)-CIU GOLD,,I3(41)-BROOKYLN HUSTLE,,,,12BX-001
7/23/2026,7:50 AM,Group,GOLDEN WEST COLLEGE 2,6,H1(8)-CC UNITED BLUE,,H3(40)-LAMORINDA C,,,,12BX-006
7/23/2026,8:40 AM,Group,GOLDEN WEST COLLEGE 2,11,G1(7)-LOS ALAMITOS,,G3(39)-CLOVIS,,,,12BX-011
7/23/2026,9:30 AM,Group,GOLDEN WEST COLLEGE 2,19,J1(10)-TROJAN CARDINAL,,J3(42)-CDM WHITE,,,,12BX-019
7/23/2026,10:20 AM,Group,GOLDEN WEST COLLEGE 2,20,I2(24)-BACK BAY,,I3(41)-BROOKYLN HUSTLE,,,,12BX-020
7/23/2026,11:10 AM,Group,GOLDEN WEST COLLEGE 2,25,H2(25)-CARLSBAD B,,H3(40)-LAMORINDA C,,,,12BX-025
7/23/2026,12:00 PM,Group,GOLDEN WEST COLLEGE 2,30,G2(26)-LAMORINDA B,,G3(39)-CLOVIS,,,,12BX-030
7/23/2026,12:50 PM,Group,GOLDEN WEST COLLEGE 2,38,J2(23)-ASPHALT GREEN,,J3(42)-CDM WHITE,,,,12BX-038
7/23/2026,1:40 PM,Group,GOLDEN WEST COLLEGE 2,39,I1(9)-CIU GOLD,,I2(24)-BACK BAY,,,,12BX-039
7/23/2026,2:30 PM,Group,GOLDEN WEST COLLEGE 2,44,H1(8)-CC UNITED BLUE,,H2(25)-CARLSBAD B,,,,12BX-044
7/23/2026,3:20 PM,Group,GOLDEN WEST COLLEGE 2,49,G1(7)-LOS ALAMITOS,,G2(26)-LAMORINDA B,,,,12BX-049
7/23/2026,4:10 PM,Group,GOLDEN WEST COLLEGE 2,57,J1(10)-TROJAN CARDINAL,,J2(23)-ASPHALT GREEN,,,,12BX-057
,BREAK,,,,,,,,,,
,BREAK,,,,,,,,,,
7/23/2026,6:40 PM,2's cross 24v25,GOLDEN WEST COLLEGE 2,58,2nd I-,,2nd H-,,ag_R3,bz_M1,12BX-058
7/23/2026,7:30 PM,2's cross 23v26,GOLDEN WEST COLLEGE 2,65,2nd J-,,2nd G-,,ag_S3,bz_N1,12BX-065
,,,,,,,,,,,
,,,,,,,,,,,
,,,BECKMAN HS 2,,,,,,,,12BX
Date,Time,Type,Location,Gm #,White,S,Dark,S,W to #,L to #,GMID
7/23/2026,7:00 AM,Group,BECKMAN HS 2,2,P1(16)-CIU BLACK,,P3(48)-ARROYO GRANDE,,,,12BX-002
7/23/2026,7:50 AM,Group,BECKMAN HS 2,7,A1(1)-FOOTHILL RED,,A3(33)-SANTA BARBARA WPC B,,,,12BX-007
7/23/2026,8:40 AM,Group,BECKMAN HS 2,12,O1(15)-NEWPORT BEACH WHITE,,O3(47)-ORWP RED,,,,12BX-012
7/23/2026,9:30 AM,Group,BECKMAN HS 2,16,B1(2)-PATRIOT NAVY,,B3(34)-AMERICAN RIVER,,,,12BX-016
7/23/2026,10:20 AM,Group,BECKMAN HS 2,21,P2(17)-WHITTIER,,P3(48)-ARROYO GRANDE,,,,12BX-021
7/23/2026,11:10 AM,Group,BECKMAN HS 2,26,A2(32)-STANFORD WHITE,,A3(33)-SANTA BARBARA WPC B,,,,12BX-026
7/23/2026,12:00 PM,Group,BECKMAN HS 2,31,O2(18)-LB SHORE,,O3(47)-ORWP RED,,,,12BX-031
7/23/2026,12:50 PM,Group,BECKMAN HS 2,35,B2(31)-DIABLO ALLIANCE A,,B3(34)-AMERICAN RIVER,,,,12BX-035
7/23/2026,1:40 PM,Group,BECKMAN HS 2,40,P1(16)-CIU BLACK,,P2(17)-WHITTIER,,,,12BX-040
7/23/2026,2:30 PM,Group,BECKMAN HS 2,45,A1(1)-FOOTHILL RED,,A2(32)-STANFORD WHITE,,,,12BX-045
7/23/2026,3:20 PM,Group,BECKMAN HS 2,50,O1(15)-NEWPORT BEACH WHITE,,O2(18)-LB SHORE,,,,12BX-050
7/23/2026,4:10 PM,Group,BECKMAN HS 2,54,B1(2)-PATRIOT NAVY,,B2(31)-DIABLO ALLIANCE A,,,,12BX-054
,BREAK,,,,,,,,,,
,BREAK,,,,,,,,,,
7/23/2026,6:40 PM,2's cross 17v32,BECKMAN HS 2,59,2nd P-,,2nd A-,,ag_P3,bz_U1,12BX-059
7/23/2026,7:30 PM,2's cross 18v31,BECKMAN HS 2,62,2nd O-,,2nd B-,,ag_O3,bz_T1,12BX-062
,,,,,,,,,,,
,,,,,,,,,,,
,,,CAPISTRANO VALLEY HS 2,,,,,,,,
Date,Time,Type,Location,Gm #,White,S,Dark,S,W to #,L to #,GMID
7/23/2026,7:00 AM,Group,CAPISTRANO VALLEY HS 2,3,N1(14)-LAGUNA BEACH,,N3(46)-DAVIS WHITE,,,,12BX-003
7/23/2026,7:50 AM,Group,CAPISTRANO VALLEY HS 2,8,C1(3)-MISSION B,,C3(35)-CC UNITED WHITE,,,,12BX-008
7/23/2026,8:40 AM,Group,CAPISTRANO VALLEY HS 2,17,D1(4)-OCWPC BLUE,,D3(36)-SD DONS GOLD,,,,12BX-017
7/23/2026,9:30 AM,Group,CAPISTRANO VALLEY HS 2,22,N2(19)-SAN JOSE FOUNDATION BLACK,,N3(46)-DAVIS WHITE,,,,12BX-022
7/23/2026,10:20 AM,Group,CAPISTRANO VALLEY HS 2,27,C2(30)-NORTH IRVINE RED,,C3(35)-CC UNITED WHITE,,,,12BX-027
7/23/2026,11:10 AM,Group,CAPISTRANO VALLEY HS 2,32,M1(13)-SAN CLEMENTE BLACK,,M3(45)-TROJAN GOLD,,,,12BX-032
7/23/2026,12:00 PM,Group,CAPISTRANO VALLEY HS 2,32A,M2(20)-ECA,,M4-OCWPC RED,,,,12BX-32A
7/23/2026,12:50 PM,Group,CAPISTRANO VALLEY HS 2,36,D2(29)-908 BLUE,,D3(36)-SD DONS GOLD,,,,12BX-036
7/23/2026,1:40 PM,Group,CAPISTRANO VALLEY HS 2,41,N1(14)-LAGUNA BEACH,,N2(19)-SAN JOSE FOUNDATION BLACK,,,,12BX-041
7/23/2026,2:30 PM,Group,CAPISTRANO VALLEY HS 2,46,C1(3)-MISSION B,,C2(30)-NORTH IRVINE RED,,,,12BX-046
7/23/2026,3:20 PM,Group,CAPISTRANO VALLEY HS 2,51,M1(13)-SAN CLEMENTE BLACK,,M2(20)-ECA,,,,12BX-051
7/23/2026,4:10 PM,Group,CAPISTRANO VALLEY HS 2,51A,M3(45)-TROJAN GOLD,,M4-OCWPC RED,,,,12BX-51A
7/23/2026,5:00 PM,Group,CAPISTRANO VALLEY HS 2,55,D1(4)-OCWPC BLUE,,D2(29)-908 BLUE,,,,12BX-055
,BREAK,,,,,,,,,,
,BREAK,,,,,,,,,,
7/23/2026,7:30 PM,2's cross 19v30,CAPISTRANO VALLEY HS 2,60,2nd N-,,2nd C-,,ag_N3,bz_S1,12BX-060
7/23/2026,8:20 PM,2's cross 20v29,CAPISTRANO VALLEY HS 2,63,2nd M-,,2nd D-,,ag_M3,bz_R1,12BX-063
,,,,,,,,,,,
,,,TUSTIN HS 2,,,,,,,,
Date,Time,Type,Location,Gm #,White,S,Dark,S,W to #,L to #,GMID
7/23/2026,7:00 AM,Group,TUSTIN HS 2,13,M1(13)-SAN CLEMENTE BLACK,,M4-OCWPC RED,,,,12BX-013
7/23/2026,7:50 AM,Group,TUSTIN HS 2,13A,M2(20)-ECA,,M3(45)-TROJAN GOLD,,,,12BX-13A
7/23/2026,8:40 AM,Group,TUSTIN HS 2,4,K2(22)-PATRIOT RED,,K3(43)-680 DRIVERS,,,,12BX-004
7/23/2026,9:30 AM,Group,TUSTIN HS 2,9,K1(11)-CHAWP,,K4(49)-FOOTHILL BLACK,,,,12BX-009
7/23/2026,10:20 AM,Group,TUSTIN HS 2,14,F2(27)-LA JOLLA UNITED B,,F3(38)-SHAQ WHITE,,,,12BX-014
7/23/2026,11:10 AM,Group,TUSTIN HS 2,18,F1(6)-CMAC,,F4(50)-PUNAHOU,,,,12BX-018
7/23/2026,12:00 PM,Group,TUSTIN HS 2,23,K1(11)-CHAWP,,K3(43)-680 DRIVERS,,,,12BX-023
7/23/2026,12:50 PM,Group,TUSTIN HS 2,28,K2(22)-PATRIOT RED,,K4(49)-FOOTHILL BLACK,,,,12BX-028
7/23/2026,1:40 PM,Group,TUSTIN HS 2,33,F1(6)-CMAC,,F3(38)-SHAQ WHITE,,,,12BX-033
7/23/2026,2:30 PM,Group,TUSTIN HS 2,37,F2(27)-LA JOLLA UNITED B,,F4(50)-PUNAHOU,,,,12BX-037
7/23/2026,3:20 PM,Group,TUSTIN HS 2,42,K1(11)-CHAWP,,K2(22)-PATRIOT RED,,,,12BX-042
7/23/2026,4:10 PM,Group,TUSTIN HS 2,47,K3(43)-680 DRIVERS,,K4(49)-FOOTHILL BLACK,,,,12BX-047
7/23/2026,5:00 PM,Group,TUSTIN HS 2,52,F1(6)-CMAC,,F2(27)-LA JOLLA UNITED B,,,,12BX-052
7/23/2026,5:50 PM,Group,TUSTIN HS 2,56,F3(38)-SHAQ WHITE,,F4(50)-PUNAHOU,,,,12BX-056
,BREAK,,,,,,,,,,
,BREAK,,,,,,,,,,
7/23/2026,8:20 PM,2's cross 22v27,TUSTIN HS 2,64,2nd K-,,2nd F-,,ag_T3,bz_O1,12BX-064
,,,,,,,,,,,
,,,,,,,,,,,
ag_M,ag_N,ag_O,ag_P,,DAY 1 CROSSES,,,,,,
1stA-,1stB-,1stC-,1stD-,2P,,2A,,17v32,,,
1stP-,1stO-,1stN-,1stM-,2O,,2B,,18v31,,,
W63,W60,W62,W59,2N,,2C,,19v30,,,
,,,,2M,,2D,,20v29,,,
ag_R,ag_S,ag_T,ag_U,2L,,2E,,21v28,,,
1stE-,1stF-,1stG-,1stH-,2K,,2F,,22v27,,,
1stL-,1stK-,1stJ-,1stI-,2J,,2G,,23v26,,,
W58,W65,W64,W61,2I,,2H,,24v25,,,
,,,,,,,,,,,
,,,,,,,,,,,
bz_M,bz_N,bz_O,bz_P,ag_M,ag_N,ag_O,ag_P,,,,
L58,L#65,L64,L61,1,2,3,4,,,,
3rd E-,3rd F-,3rd G-,3rd H-,16,15,14,13,,,,
3rd L-,3rd K -,3rd J-,3rd I-,,,,,,,,
,,,4thM-,,,,,,,,
,,,,ag_R,ag_S,ag_T,ag_U,,,,
bz_R,bz_S,bz_T,bz_U,5,6,7,8,,,,
L63,L60,L62,L59,12,11,10,9,,,,
3rd A-,3rd B-,3rd C-,3rd D-,,,,,,,,
3rd P-,3rd O-,3rd N-,3rd M-,,DAY 2 SILVER Crosses,,,,DAY 3 SILVER QF Crosses,,
4thL-,4th K-,4th F-,4th E-,2nd ag_M,16v11,2nd ag_S,,1st ag_M,1v6,1st ag_S,
,,,,2nd ag_N,15v12,2nd ag_R,,1st ag_N,2v5,1st ag_R,
,,,,2nd ag_O,14v9,2nd ag_U,,1st ag_O,3v8,1st ag_U,
,,,,2nd ag_P,13v10,2nd ag_T,,1st ag_P,4v7,1st ag_T,
,,,,,,,,,,,
,,,,,DAY 2 BRONZE Crosses,,,,DAY 3 BRONZE QF Crosses,,
,,,,2nd bz_M,37v34,2nd bz_S(L97),,1st bz_M,25v30,1st bz_S,
,,,,2nd bz_N,38v33,2nd bz_R,,1st bz_N,26v29,1st bz_R,
,,,,2nd bz_O,39v36,2nd bz_U,,1st bz_O,.27v32,1st bz_U,
,,,,2nd bz_P,40v35,2nd bz_T(L98),,1st bz_P,28v31,1st bz_T,
Day 2,,,,,,,,,,,
7/24/2026,,,GOLDEN WEST COLLEGE 2,,,,,,,,
Date,Time,Type,Location,Gm #,White,S,Dark,S,W to #,L to #,GMID
7/24/2026,8:40 AM,Group,GOLDEN WEST COLLEGE 2,65A,ag_M2-,,ag_M3,,,,12BX-65A
7/24/2026,9:30 AM,Group,GOLDEN WEST COLLEGE 2,67,ag_N2-,,ag_N3,,,,12BX-067
7/24/2026,10:20 AM,Group,GOLDEN WEST COLLEGE 2,71,ag_S1-,,ag_S2-,,,,12BX-071
7/24/2026,11:10 AM,Group,GOLDEN WEST COLLEGE 2,75,ag_R1-,,ag_R2-,,,,12BX-075
7/24/2026,12:00 PM,Group,GOLDEN WEST COLLEGE 2,79,ag_M1-,,ag_M3,,,,12BX-079
7/24/2026,12:50 PM,Group,GOLDEN WEST COLLEGE 2,83,ag_N1-,,ag_N3,,,,12BX-083
7/24/2026,1:40 PM,Group,GOLDEN WEST COLLEGE 2,87,ag_S1-,,ag_S3,,,,12BX-087
7/24/2026,2:30 PM,Group,GOLDEN WEST COLLEGE 2,91,ag_R1-,,ag_R3,,,,12BX-091
7/24/2026,3:20 PM,Group,GOLDEN WEST COLLEGE 2,95,ag_M1-,,ag_M2-,,,,12BX-095
7/24/2026,4:10 PM,Group,GOLDEN WEST COLLEGE 2,99,ag_N1-,,ag_N2-,,,,12BX-099
7/24/2026,5:00 PM,Group,GOLDEN WEST COLLEGE 2,103,ag_S2-,,ag_S3,,,,12BX-103
7/24/2026,5:50 PM,Group,GOLDEN WEST COLLEGE 2,107,ag_R2-,,ag_R3,,,,12BX-107
,,,,,,,,,,,
,,,SAN CLEMENTE HS,,,,,,,,
Date,Time,Type,Location,Gm #,White,S,Dark,S,W to #,L to #,GMID
7/24/2026,8:40 AM,Group,SAN CLEMENTE HS,65B,ag_O2-,,ag_O3,,,,12BX-65B
7/24/2026,9:30 AM,Group,SAN CLEMENTE HS,68,ag_P2-,,ag_P3,,,,12BX-068
7/24/2026,10:20 AM,Group,SAN CLEMENTE HS,72,ag_U1-,,ag_U2-,,,,12BX-072
7/24/2026,11:10 AM,Group,SAN CLEMENTE HS,76,ag_T1-,,ag_T2-,,,,12BX-076
7/24/2026,12:00 PM,Group,SAN CLEMENTE HS,80,ag_O1-,,ag_O3,,,,12BX-080
7/24/2026,12:50 PM,Group,SAN CLEMENTE HS,84,ag_P1-,,ag_P3,,,,12BX-084
7/24/2026,1:40 PM,Group,SAN CLEMENTE HS,88,ag_U1-,,ag_U3,,,,12BX-088
7/24/2026,2:30 PM,Group,SAN CLEMENTE HS,92,ag_T1-,,ag_T3,,,,12BX-092
7/24/2026,3:20 PM,Group,SAN CLEMENTE HS,96,ag_O1-,,ag_O2-,,,,12BX-096
7/24/2026,4:10 PM,Group,SAN CLEMENTE HS,100,ag_P1-,,ag_P2-,,,,12BX-100
7/24/2026,5:00 PM,Group,SAN CLEMENTE HS,104,ag_U2-,,ag_U3,,,,12BX-104
7/24/2026,5:50 PM,Group,SAN CLEMENTE HS,108,ag_T2-,,ag_T3,,,,12BX-108
,,,,,,,,,,,
,,,OCEAN VIEW HS 2,,,,,,,,
Date,Time,Type,Location,Gm #,White,S,Dark,S,W to #,L to #,GMID
7/24/2026,7:00 AM,Group,OCEAN VIEW HS 2,65C,bz_N1,,bz_N2-,,,,12BX-65C
7/24/2026,7:50 AM,Group,OCEAN VIEW HS 2,69,bz_M2-,,bz_M3-,,,,12BX-069
7/24/2026,8:40 AM,R Group of 4,OCEAN VIEW HS 2,73,bz_R1,,bz_R4-,,93,97A,12BX-073
7/24/2026,9:30 AM,R Group of 4,OCEAN VIEW HS 2,73A,bz_R2-,,bz_R3-,,93,97A,12BX-73A
7/24/2026,10:20 AM,S Group of 4,OCEAN VIEW HS 2,77,bz_S2-,,bz_S3-,,97,111,12BX-077
7/24/2026,11:10 AM,S Group of 4,OCEAN VIEW HS 2,81,bz_S1,,bz_S4-,,97,111,12BX-081
7/24/2026,12:00 PM,Group,OCEAN VIEW HS 2,85,bz_N1,,bz_N3-,,,,12BX-085
7/24/2026,12:50 PM,Group,OCEAN VIEW HS 2,89,bz_M1,,bz_M3-,,,,12BX-089
7/24/2026,1:40 PM,1st/2ndR,OCEAN VIEW HS 2,93,W73,,W73A,,121,134,12BX-093
7/24/2026,2:30 PM,1st/2ndS,OCEAN VIEW HS 2,97,W77,,W81,,116,131,12BX-097
7/24/2026,3:20 PM,3rd/4thR,OCEAN VIEW HS 2,97A,L73,,L73A,,201,bz_V2,12BX-97A
7/24/2026,4:10 PM,Group,OCEAN VIEW HS 2,101,bz_M1,,bz_M2-,,,,12BX-101
7/24/2026,5:00 PM,Group,OCEAN VIEW HS 2,105,bz_N2-,,bz_N3-,,,,12BX-105
7/24/2026,5:50 PM,3rd/4thS,OCEAN VIEW HS 2,111,L77,,L81,,203,bz_V3,12BX-111
,,,,,,,,,,,
,,,CAPISTRANO VALLEY HS 2,,,,,,,,
Date,Time,Type,Location,Gm #,White,S,Dark,S,W to #,L to #,GMID
7/24/2026,7:00 AM,Group,CAPISTRANO VALLEY HS 2,66,bz_O1,,bz_O2,,,,12BX-066
7/24/2026,7:50 AM,U Group of 4,CAPISTRANO VALLEY HS 2,70,bz_U1,,bz_U4,,90,90A,12BX-070
7/24/2026,8:40 AM,U Group of 4,CAPISTRANO VALLEY HS 2,106,bz_U2,,bz_U3,,90,90A,12BX-106
7/24/2026,9:30 AM,P group of 4,CAPISTRANO VALLEY HS 2,74,bz_P1,,bz_P4,,94,110,12BX-074
7/24/2026,10:20 AM,P group of 4,CAPISTRANO VALLEY HS 2,74A,bz_P2,,bz_P3,,94,110,12BX-74A
7/24/2026,11:10 AM,T group of 4,CAPISTRANO VALLEY HS 2,78,bz_T2-,,bz_T3,,98,112,12BX-078
7/24/2026,12:00 PM,T group of 4,CAPISTRANO VALLEY HS 2,82,bz_T1,,bz_T4,,98,112,12BX-082
7/24/2026,12:50 PM,Group,CAPISTRANO VALLEY HS 2,86,bz_O1,,bz_O3,,,,12BX-086
7/24/2026,1:40 PM,1st/2ndU,CAPISTRANO VALLEY HS 2,90,W#U1/U4,,W#U2/U3,,115,125,12BX-090
7/24/2026,2:30 PM,3rd/4thU,CAPISTRANO VALLEY HS 2,90A,L#U1/U4,,L#U2/U3,,204,bz_X3,12BX-90A
7/24/2026,3:20 PM,1st/2ndP,CAPISTRANO VALLEY HS 2,94,W#P1/P4,,W#P2/P3,,120,130,12BX-094
7/24/2026,4:10 PM,3rd/4thP,CAPISTRANO VALLEY HS 2,110,L#P1/P4,,L#P2/P3,,202,147A,12BX-110
7/24/2026,5:00 PM,1st/2ndT,CAPISTRANO VALLEY HS 2,98,W78,,W82,,120,130,12BX-098
7/24/2026,5:50 PM,Group,CAPISTRANO VALLEY HS 2,102,bz_O2-,,bz_O3-,,,,12BX-102
7/24/2026,6:40 PM,3rd/4thT,CAPISTRANO VALLEY HS 2,112,L78,,L82,,202,bz_W3,12BX-112
,,,,,,,,,,,
,,,,,,,,,,,
,DAY 3 PLATINUM Crosses,,,,,,,,,,
1st ag_M-,1v6,1st ag_S-,W117 2O/2U,,bz 21-29,bz 21-29,bz 21-29,,,,
1st ag_N-,2v5,1st ag_R-,W127 2N/2R,,V,W,X,,,,
1st ag_O-,3v8,1st ag_U-,W122 2P/T,,bz_V1(L203),bz_W1(L204),bz_X1(L201),,,,
1st ag_P-,4v7,1st ag_T-,W124 2M/S,,bz_V2(4th_bz_R),bz_W2(4th_bz_S)(L111),bz_X2(L202),,,,
,,,,,bz_V3(4th_bz_P),bz_W3(4th_bz_T)(L112),bz_X3(4th_bz_U)(L90A),,,,
,DAY 3 GOLD Crosses,,,,,,,,,,
1st bz_M,25v30,1st bz_S,,,bz Y 21-23,bz Z 24-26, bz AA 27-29,,,,
1st bz_N,26v29,1st bz_R,,,bz_Y1(1st_bz_V),bz_Z1(2nd_bz_V),bz_AA1(3rd_bz_V),,,,
1st bz_O,.27v32,1st bz_U,,,bz_Y2(1st_bz_W),bz_Z2(2nd_bz_W),bz_AA2(3rd_bz_W),,,,
1st bz_P,28v31,1st bz_T,,,bz(Y3(1st_bz_X),bz_Z3(2nd_bz_X),bz_AA3(3rd_bz_X),,,,
,,,,,,,,,,,
,,,,,,,,,,,
Day 3,,,,,,,,,,,
7/25/2026,,,,,,,,,,,
,,,TUSTIN HS 2,,,,,,,,
Date,Time,Type,Location,Gm #,White,S,Dark,S,W to #,L to #,GMID
7/25/2026,8:00 AM,1v6 QF,TUSTIN HS 2,113,1st ag_M-,,1st ag_S-,,133,139,12BX-113
7/25/2026,8:50 AM,2v5 QF,TUSTIN HS 2,118,1st ag_N-,,1st ag_R-,,136,142,12BX-118
7/25/2026,9:40 AM,9-16 QF,TUSTIN HS 2,124,2nd ag_M-,,2nd ag_S-,,143,151,12BX-124
7/25/2026,10:30 AM,9-16 QF,TUSTIN HS 2,127,2nd ag_N-,,2nd ag_R-,,146,156,12BX-127
7/25/2026,11:20 AM,"W to semi, L to play-in 1v4",TUSTIN HS 2,133,W113,,W119,,171,159,12BX-133
7/25/2026,12:10 PM,"W to semi, L to play-in 2v3",TUSTIN HS 2,136,W114,,W118,,172,162,12BX-136
7/25/2026,1:00 PM,W to play-in,TUSTIN HS 2,139,L113,,L119,,159,191,12BX-139
7/25/2026,1:50 PM,W to play-in,TUSTIN HS 2,142,L114,,L118,,162,191,12BX-142
7/25/2026,2:40 PM,21st-24th,TUSTIN HS 2,145,L137,,L140,,177,175,12BX-145
7/25/2026,3:30 PM,21st-24th,TUSTIN HS 2,148,L123,,L126,,177,175,12BX-148
7/25/2026,4:20 PM,13th-16th,TUSTIN HS 2,151,L124,,L122,,185,183,12BX-151
7/25/2026,5:10 PM,13th-16th,TUSTIN HS 2,156,L117,,L127,,185,183,12BX-156
7/25/2026,6:00 PM,"play to semi, L to 5th",TUSTIN HS 2,159,L133,,W139,,172,193,12BX-159
7/25/2026,6:50 PM,"play to semi, L to 5th",TUSTIN HS 2,162,L136,,W142,,171,193,12BX-162
,,,,,,,,,,,
,,,BECKMAN HS 2,,,,,,,,
Date,Time,Type,Location,Gm #,White,S,Dark,S,W to #,L to #,GMID
7/25/2026,8:00 AM,3v8 QF,BECKMAN HS 2,114,1st ag_O-,,1st ag_U-,,136,142,12BX-114
7/25/2026,8:50 AM,4v7 QF,BECKMAN HS 2,119,1st ag_P-,,1st ag_T-,,133,139,12BX-119
7/25/2026,9:40 AM,17th-24th,BECKMAN HS 2,123,3rd ag_O-,,3rd ag_U-,,160,148,12BX-123
7/25/2026,10:30 AM,17th-24th,BECKMAN HS 2,126,3rd ag_P-,,3rd ag_T-,,160,148,12BX-126
7/25/2026,11:20 AM,17th-24th,BECKMAN HS 2,137,3rd ag_M-,,3rd ag_S-,,157,145,12BX-137
7/25/2026,12:10 PM,17th-24th,BECKMAN HS 2,140,3rd ag_N-,,3rd ag_R-,,157,145,12BX-140
7/25/2026,1:00 PM,9-16 QF,BECKMAN HS 2,117,2nd ag_O-,,2nd ag_U-,,146,156,12BX-117
7/25/2026,1:50 PM,9-16 QF,BECKMAN HS 2,122,2nd ag_P-,,2nd ag_T-,,143,151,12BX-122
