DATE,TIME,LOCATION,GAME#,WHITE,S,DARK,S,COMMENTS,DIVISION
20-Jun,8:00 AM,WOOLLETT FAR RIGHT,12GD113,E1(1stA)-NEWPORT BEACH A,16,E4(2ndC)-STANFORD A,2,"1-8 E1,E4",12U_GIRLS_D1
20-Jun,8:55 AM,WOOLLETT FAR RIGHT,12GD114,E2(2ndA)-COMMERCE,9,E3(1stC)-DEL MAR,14,"1-8 E2,E3",12U_GIRLS_D1
20-Jun,9:50 AM,WOOLLETT FAR RIGHT,12GD115,F1(1stB)-BACK BAY,5,F4(2ndD)-680,9,"1-8 F1,F4",12U_GIRLS_D1
20-Jun,10:45 AM,WOOLLETT FAR RIGHT,12GD116,F2(2ndB)-LAMORINDA A,6.4,F3(1stD)-SAN CLEMENTE,6.3,"1-8 F2,F3",12U_GIRLS_D1
20-Jun,11:40 AM,WOOLLETT FAR RIGHT,12GD117,G1(3rdA)-LA PREMIER,9,G4(3rdD)-LAMORINDA B,3,"9-12 RR G1,G4",12U_GIRLS_D1
20-Jun,12:35 PM,WOOLLETT FAR RIGHT,12GD118,G2(3rdB)-TEMPLE CITY,12,G3(3rdC)-FOOTHILL CLUB,9,"9-12 RR G2,G3",12U_GIRLS_D1
20-Jun,1:30 PM,WOOLLETT FAR RIGHT,12GD119,E1(1stA)-NEWPORT BEACH A,6.1,E3(1stC)-DEL MAR,6.4,"1-8 E1,E3",12U_GIRLS_D1
20-Jun,2:25 PM,WOOLLETT FAR RIGHT,12GD120,E2(2ndA)-COMMERCE,6,E4(2ndC)-STANFORD A,10,"1-8 E2,E4",12U_GIRLS_D1
20-Jun,3:20 PM,WOOLLETT FAR RIGHT,12GD121,F1(1stB)-BACK BAY,4,F3(1stD)-SAN CLEMENTE,12,"1-8 F1,F3",12U_GIRLS_D1
20-Jun,4:15 PM,WOOLLETT FAR RIGHT,12GD122,F2(2ndB)-LAMORINDA A,5,F4(2ndD)-680,6,"1-8 F2,F4",12U_GIRLS_D1
20-Jun,5:10 PM,WOOLLETT FAR RIGHT,12GD123,G1(3rdA)-LA PREMIER,6,G3(3rdC)-FOOTHILL CLUB,3,"9-12 RR G1,G3",12U_GIRLS_D1
20-Jun,6:05 PM,WOOLLETT FAR RIGHT,12GD124,G2(3rdB)-TEMPLE CITY,5,G4(3rdD)-LAMORINDA B,3,"9-12 RR G2,G4",12U_GIRLS_D1
21-Jun,8:00 AM,WOOLLETT FAR RIGHT,12GD127,3rdE-STANFORD A,5,4thF-BACK BAY,8,5-8 semi  6v7,12U_GIRLS_D1
21-Jun,8:55 AM,WOOLLETT FAR RIGHT,12GD128,4thE-COMMERCE,9,3rdF-LAMORINDA A,21,5-8 semi  8v5,12U_GIRLS_D1
21-Jun,9:50 AM,WOOLLETT FAR RIGHT,12GD125,1stE-DEL MAR,9,2ndF-680,3,1-4 semi 1v4,12U_GIRLS_D1
21-Jun,10:45 AM,WOOLLETT FAR RIGHT,12GD126,2ndE-NEWPORT BEACH A,12,1stF-SAN CLEMENTE,6,1-4 semi 3v2,12U_GIRLS_D1
21-Jun,11:40 AM,WOOLLETT FAR RIGHT,12GD129,G1(3rdA)-LA PREMIER,6,G2(3rdB)-TEMPLE CITY,4,"9-12 RR G1,G2",12U_GIRLS_D1
21-Jun,12:35 PM,WOOLLETT FAR RIGHT,12GD130,G3(3rdC)-FOOTHILL CLUB,12,G4(3rdD)-LAMORINDA B,7,"9-12 RR G3,G4",12U_GIRLS_D1
21-Jun,1:30 PM,WOOLLETT FAR RIGHT,12GD132,L#2E/1F-SAN CLEMENTE,11,L#1E/2F-680,7,3rd 3v4,12U_GIRLS_D1
21-Jun,2:25 PM,WOOLLETT FAR RIGHT,12GD133,W#4E/3F-LAMORINDA A,13,W#3E/4F-BACK BAY,5,5th  5v6,12U_GIRLS_D1
21-Jun,3:20 PM,WOOLLETT FAR RIGHT,12GD134,L#3E/4F-STANFORD A,6,L#4E/3F-COMMERCE,10,7th 7v8,12U_GIRLS_D1
21-Jun,3:45 PM,WOOLLETT LEFT,12GD131,W#1E/2F-DEL MAR,4,W#2E/1F-NEWPORT BEACH A,6,1st 1v2,12U_GIRLS_D1
