"Day 1","HOT! RESULTS","SUBMIT SCORES!","Quarter Lengths by Day","","","","","","","","","","","","","","","","","","","","","",""
"Thu, July 23","","","6-6-7-7","","","","","","","","","","","","","","","","","","","","","",""
"23-Jul","7:50 AM","Group","CAPISTRANO VALLEY HS 1","6","21-PRINCETON","","28-SAN JOE EXPRESS GOLD","","26","30","16BQ-006","","","","","","","","","","","","","",""
"23-Jul","8:40 AM","Group","CAPISTRANO VALLEY HS 1","10","5-TRILOGY","","44-INNIS ARDEN","","34","38","16BQ-010","","","","","","","","","","","","","",""
"23-Jul","9:30 AM","Group","CAPISTRANO VALLEY HS 1","14","20-NAVY","","29-ELITE","","34","38","16BQ-014","","","","","","","","","","","","","",""
"23-Jul","10:20 AM","Group","CAPISTRANO VALLEY HS 1","18","6-SAN JOSE FOUNDATION B","","43-SOVA","","42","46","16BQ-018","","","","","","","","","","","","","",""
"23-Jul","11:10 AM","Group","CAPISTRANO VALLEY HS 1","22","19-680 BLUE","","30-WCAC UNITED B","","42","46","16BQ-022","","","","","","","","","","","","","",""
"23-Jul","12:00 PM","Group","CAPISTRANO VALLEY HS 1","26","W2","","W6","","","49","16BQ-026","","","","","","","","","","","","","",""
"23-Jul","12:50 PM","Group","CAPISTRANO VALLEY HS 1","30","L2","","L6","","50","","16BQ-030","","","","","","","","","","","","","",""
"23-Jul","1:40 PM","Group","CAPISTRANO VALLEY HS 1","34","W10","","W14","","","58","16BQ-034","","","","","","","","","","","","","",""
"23-Jul","2:30 PM","Group","CAPISTRANO VALLEY HS 1","38","L10","","L14","","54","","16BQ-038","","","","","","","","","","","","","",""
"23-Jul","3:20 PM","Group","CAPISTRANO VALLEY HS 1","42","W18","","W22","","","54","16BQ-042","","","","","","","","","","","","","",""
"23-Jul","4:10 PM","Group","CAPISTRANO VALLEY HS 1","46","L18","","L22","","58","","16BQ-046","","","","","","","","","","","","","",""
"23-Jul","5:50 PM","2-3 cross","CAPISTRANO VALLEY HS 1","50","L25","","W30","","","","16BQ-050","","","","","","","","","","","","","",""
"23-Jul","6:40 PM","2-3 cross","CAPISTRANO VALLEY HS 1","54","L42","","W38","","","","16BQ-054","","","","","","","","","","","","","",""
"23-Jul","7:30 PM","2-3 cross","CAPISTRANO VALLEY HS 1","58","L34","","W46","","","","16BQ-058","","","","","","","","","","","","","",""
"","","","TUSTIN HS 1","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","S","Dark","S","","","GMID","","","","","","","","","","","","","",""
"23-Jul","7:00 AM","Group","TUSTIN HS 1","3","9-NORCAL TEAL","","40-SAND CANYON RED","","27","31","16BQ-003","","","","","","","","","","","","","",""
"23-Jul","7:50 AM","Group","TUSTIN HS 1","7","16-CHAWP BLUE","","33-BLUE CRUSH","","27","31","16BQ-007","","","","","","","","","","","","","",""
"23-Jul","8:40 AM","Group","TUSTIN HS 1","11","7-CMAC","","42-PALOS VERDES BLUE","","35","39","16BQ-011","","","","","","","","","","","","","",""
"23-Jul","9:30 AM","Group","TUSTIN HS 1","15","18-DEVILS GATE","","31-SD SHORES WHITE","","35","39","16BQ-015","","","","","","","","","","","","","",""
"23-Jul","10:20 AM","Group","TUSTIN HS 1","19","8-SMAC","","41-RAIN CITY","","43","47","16BQ-019","","","","","","","","","","","","","",""
"23-Jul","11:10 AM","Group","TUSTIN HS 1","23","17-SACRAMENTO BLACK","","32-NWC","","43","47","16BQ-023","","","","","","","","","","","","","",""
"23-Jul","12:00 PM","Group","TUSTIN HS 1","27","W3","","W7","","","52","16BQ-027","","","","","","","","","","","","","",""
"23-Jul","12:50 PM","Group","TUSTIN HS 1","31","L3","","L7","","51","","16BQ-031","","","","","","","","","","","","","",""
"23-Jul","1:40 PM","Group","TUSTIN HS 1","35","W11","","W15","","","59","16BQ-035","","","","","","","","","","","","","",""
"23-Jul","2:30 PM","Group","TUSTIN HS 1","39","L11","","L15","","55","","16BQ-039","","","","","","","","","","","","","",""
"23-Jul","3:20 PM","Group","TUSTIN HS 1","43","W19","","W23","","","55","16BQ-043","","","","","","","","","","","","","",""
"23-Jul","4:10 PM","Group","TUSTIN HS 1","47","L19","","L23","","59","","16BQ-047","","","","","","","","","","","","","",""
"23-Jul","5:50 PM","2-3 cross","TUSTIN HS 1","51","L28","","W31","","","","16BQ-051","","","","","","","","","","","","","",""
"23-Jul","6:40 PM","2-3 cross","TUSTIN HS 1","55","L43","","W39","","","","16BQ-055","","","","","","","","","","","","","",""
"23-Jul","7:30 PM","2-3 cross","TUSTIN HS 1","59","L35","","W47","","","","16BQ-059","","","","","","","","","","","","","",""
"","","","FULLERTON HS","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","S","Dark","S","","","GMID","","","","","","","","","","","","","",""
"23-Jul","7:00 AM","Group","FULLERTON HS","4","10-SOCAL","","39-CHULA VISTA PREMIER","","28","32","16BQ-004","","","","","","","","","","","","","",""
"23-Jul","7:50 AM","Group","FULLERTON HS","8","15-TEMPLE CITY YELLOW","","34-CC UNITED RED","","28","32","16BQ-008","","","","","","","","","","","","","",""
"23-Jul","8:40 AM","Group","FULLERTON HS","12","11-AMERICAN RIVER GOLD","","38-NEWBERG","","36","40","16BQ-012","","","","","","","","","","","","","",""
"23-Jul","9:30 AM","Group","FULLERTON HS","16","14-HIELAND","","35-CLOVIS B","","36","40","16BQ-016","","","","","","","","","","","","","",""
"23-Jul","10:20 AM","Group","FULLERTON HS","20","12-VANGUARD WHITE","","37-BROOKLYN HUSTLE","","44","48","16BQ-020","","","","","","","","","","","","","",""
"23-Jul","11:10 AM","Group","FULLERTON HS","24","13-LB SHORE BLACK","","36-LOYOLA","","44","48","16BQ-024","","","","","","","","","","","","","",""
"23-Jul","12:00 PM","Group","FULLERTON HS","28","W4","","W8","","","51","16BQ-028","","","","","","","","","","","","","",""
"23-Jul","12:50 PM","Group","FULLERTON HS","32","L4","","L8","","52","","16BQ-032","","","","","","","","","","","","","",""
"23-Jul","1:40 PM","Group","FULLERTON HS","36","W12","","W16","","","60","16BQ-036","","","","","","","","","","","","","",""
"23-Jul","2:30 PM","Group","FULLERTON HS","40","L12","","L16","","56","","16BQ-040","","","","","","","","","","","","","",""
"23-Jul","3:20 PM","Group","FULLERTON HS","44","W20","","W24","","","56","16BQ-044","","","","","","","","","","","","","",""
"23-Jul","4:10 PM","Group","FULLERTON HS","48","L20","","L24","","60","","16BQ-048","","","","","","","","","","","","","",""
"23-Jul","5:50 PM","2-3 cross","FULLERTON HS","52","L27","","W32","","","","16BQ-052","","","","","","","","","","","","","",""
"23-Jul","6:40 PM","2-3 cross","FULLERTON HS","56","L44","","W40","","","","16BQ-056","","","","","","","","","","","","","",""
"23-Jul","7:30 PM","2-3 cross","FULLERTON HS","60","L36","","W48","","","","16BQ-060","","","","","","","","","","","","","",""
"Fri, July 24","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","ni_N","ni_O","","","","","","","","","","","","","","","","","","","","","",""
"","","W41","W25","","","","","","","","","","","","","","","","","","","","","",""
"","","W35","W42","","","","","","","","","","","","","","","","","","","","","",""
"","","W28","W36","","","","","","","","","","","","","","","","","","","","","",""
"","","ni_S","ni_T","","","","","","","","","","","","","","","","","","","","","",""
"","","W60","W51","","","","","","","","","","","","","","","","","","","","","",""
"","","W54","W59","","","","","","","","","","","","","","","","","","","","","",""
"","","W50","W53","","","","","","","","","","","","","","","","","","","","","",""
"","","cu_N","cu_O","","","","","","","","","","","","","","","","","","","","","",""
"","","L57","L49","","","","","","","","","","","","","","","","","","","","","",""
"","","L55","L58","","","","","","","","","","","","","","","","","","","","","",""
"","","L52","L56","","","","","","","","","","","","","","","","","","","","","",""
"","","cu_S","cu_T","","","","","","","","","","","","","","","","","","","","","",""
"","","L40","L32","","","","","","","","","","","","","","","","","","","","","",""
"","","L46","L39","","","","","","","","","","","","","","","","","","","","","",""
"","","L29","L45","","","","","","","","","","","","","","","","","","","","","",""
"","","","GOLDEN WEST COLLEGE 1","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","S","Dark","S","","","GMID","","","","","","","","","","","","","",""
"24-Jul","7:00 AM","Group","GOLDEN WEST COLLEGE 1","61","ni_M2","","ni_M3","","","","16BQ-061","","","ni_Group","","","","","","","","","","",""
"24-Jul","7:50 AM","Group","GOLDEN WEST COLLEGE 1","65","ni_N2","","ni_N3","","","","16BQ-065","","","ni_Group","","","","","","","","","","",""
"24-Jul","8:40 AM","Group","GOLDEN WEST COLLEGE 1","69","ni_S1","","ni_S2","","","","16BQ-069","","","ni_Group","","","","","","","","","","",""
"24-Jul","9:30 AM","Group","GOLDEN WEST COLLEGE 1","73","ni_R1","","ni_R2","","","","16BQ-073","","","ni_Group","","","","","","","","","","",""
"24-Jul","10:20 AM","Group","GOLDEN WEST COLLEGE 1","77","ni_M1","","ni_M3","","","","16BQ-077","","","ni_Group","","","","","","","","","","",""
"24-Jul","11:10 AM","Group","GOLDEN WEST COLLEGE 1","81","ni_N1","","ni_N3","","","","16BQ-081","","","ni_Group","","","","","","","","","","",""
"24-Jul","12:00 PM","Group","GOLDEN WEST COLLEGE 1","85","ni_S1","","ni_S3","","","","16BQ-085","","","ni_Group","","","","","","","","","","",""
"24-Jul","12:50 PM","Group","GOLDEN WEST COLLEGE 1","89","ni_R1","","ni_R3","","","","16BQ-089","","","ni_Group","","","","","","","","","","",""
"24-Jul","1:40 PM","Group","GOLDEN WEST COLLEGE 1","93","ni_M1","","ni_M2","","","","16BQ-093","","","ni_Group","","","","","","","","","","",""
"24-Jul","2:30 PM","Group","GOLDEN WEST COLLEGE 1","97","ni_N1","","ni_N2","","","","16BQ-097","","","ni_Group","","","","","","","","","","",""
"24-Jul","3:20 PM","Group","GOLDEN WEST COLLEGE 1","101","ni_S2","","ni_S3","","","","16BQ-101","","","ni_Group","","","","","","","","","","",""
"24-Jul","4:10 PM","Group","GOLDEN WEST COLLEGE 1","105","ni_R2","","ni_R3","","","","16BQ-105","","","ni_Group","","","","","","","","","","",""
"24-Jul","6:40 PM","Play-in","GOLDEN WEST COLLEGE 1","109","3rd ni_M-","","1st ni_S-","","129","134","16BQ-109","","","ni_Play-in","","","","","","","","","","",""
"24-Jul","7:30 PM","Play-in","GOLDEN WEST COLLEGE 1","113","3rd ni_N-","","1st ni_R-","","121","126","16BQ-113","","","ni_Play-in","","","","","","","","","","",""
"","","","PORTOLA HS 1","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","S","Dark","S","","","GMID","","","","","","","","","","","","","",""
"24-Jul","7:00 AM","Group","PORTOLA HS 1","62","ni_O2","","ni_O3","","","","16BQ-062","","","ni_Group","","","","","","","","","","",""
"24-Jul","7:50 AM","Group","PORTOLA HS 1","66","ni_P2","","ni_P3","","","","16BQ-066","","","ni_Group","","","","","","","","","","",""
"24-Jul","8:40 AM","Group","PORTOLA HS 1","70","ni_U1","","ni_U2","","","","16BQ-070","","","ni_Group","","","","","","","","","","",""
"24-Jul","9:30 AM","Group","PORTOLA HS 1","74","ni_T1","","ni_T2","","","","16BQ-074","","","ni_Group","","","","","","","","","","",""
"24-Jul","10:20 AM","Group","PORTOLA HS 1","78","ni_O1","","ni_O3","","","","16BQ-078","","","ni_Group","","","","","","","","","","",""
"24-Jul","11:10 AM","Group","PORTOLA HS 1","82","ni_P1","","ni_P3","","","","16BQ-082","","","ni_Group","","","","","","","","","","",""
"24-Jul","12:00 PM","Group","PORTOLA HS 1","86","ni_U1","","ni_U3","","","","16BQ-086","","","ni_Group","","","","","","","","","","",""
"24-Jul","12:50 PM","Group","PORTOLA HS 1","90","ni_T1","","ni_T3","","","","16BQ-090","","","ni_Group","","","","","","","","","","",""
"24-Jul","1:40 PM","Group","PORTOLA HS 1","94","ni_O1","","ni_O2","","","","16BQ-094","","","ni_Group","","","","","","","","","","",""
"24-Jul","2:30 PM","Group","PORTOLA HS 1","98","ni_P1","","ni_P2","","","","16BQ-098","","","ni_Group","","","","","","","","","","",""
"24-Jul","3:20 PM","Group","PORTOLA HS 1","102","ni_U2","","ni_U3","","","","16BQ-102","","","ni_Group","","","","","","","","","","",""
"24-Jul","4:10 PM","Group","PORTOLA HS 1","106","ni_T2","","ni_T3","","","","16BQ-106","","","ni_Group","","","","","","","","","","",""
"24-Jul","6:40 PM","Play-in","PORTOLA HS 1","110","3rd ni_O-","","1st ni_U-","","117","138","16BQ-110","","","ni_Play-in","","","","","","","","","","",""
"24-Jul","7:30 PM","Play-in","PORTOLA HS 1","114","3rd ni_P-","","1st ni_T-","","125","130","16BQ-114","","","ni_Play-in","","","","","","","","","","",""
"","","","CAPISTRANO VALLEY HS 1","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","S","Dark","S","","","GMID","","","","","","","","","","","","","",""
"24-Jul","7:00 AM","Group","CAPISTRANO VALLEY HS 1","63","cu_S1","","cu_S2","","","","16BQ-063","","","cu_Group","","","","","","","","","","",""
"24-Jul","7:50 AM","Group","CAPISTRANO VALLEY HS 1","67","cu_R1","","cu_R2","","","","16BQ-067","","","cu_Group","","","","","","","","","","",""
"24-Jul","8:40 AM","Group","CAPISTRANO VALLEY HS 1","71","cu_M2","","cu_M3","","","","16BQ-071","","","cu_Group","","","","","","","","","","",""
"24-Jul","9:30 AM","Group","CAPISTRANO VALLEY HS 1","75","cu_N2","","cu_N3","","","","16BQ-075","","","cu_Group","","","","","","","","","","",""
"24-Jul","10:20 AM","Group","CAPISTRANO VALLEY HS 1","79","cu_S1","","cu_S3","","","","16BQ-079","","","cu_Group","","","","","","","","","","",""
"24-Jul","11:10 AM","Group","CAPISTRANO VALLEY HS 1","83","cu_R1","","cu_R3","","","","16BQ-083","","","cu_Group","","","","","","","","","","",""
"24-Jul","12:00 PM","Group","CAPISTRANO VALLEY HS 1","87","cu_M1","","cu_M3","","","","16BQ-087","","","cu_Group","","","","","","","","","","",""
"24-Jul","12:50 PM","Group","CAPISTRANO VALLEY HS 1","91","cu_N1","","cu_N3","","","","16BQ-091","","","cu_Group","","","","","","","","","","",""
"24-Jul","1:40 PM","Group","CAPISTRANO VALLEY HS 1","95","cu_S2","","cu_S3","","","","16BQ-095","","","cu_Group","","","","","","","","","","",""
"24-Jul","2:30 PM","Group","CAPISTRANO VALLEY HS 1","99","cu_R2","","cu_R3","","","","16BQ-099","","","cu_Group","","","","","","","","","","",""
"24-Jul","3:20 PM","Group","CAPISTRANO VALLEY HS 1","103","cu_M1","","cu_M2","","","","16BQ-103","","","cu_Group","","","","","","","","","","",""
"24-Jul","4:10 PM","Group","CAPISTRANO VALLEY HS 1","107","cu_N1","","cu_N2","","","","16BQ-107","","","cu_Group","","","","","","","","","","",""
"24-Jul","6:40 PM","Play-in","CAPISTRANO VALLEY HS 1","111","3rd cu_M-","","1st cu_S-","","131","136","16BQ-111","","","cu_Play-in","","","","","","","","","","",""
"24-Jul","7:30 PM","Play-in","CAPISTRANO VALLEY HS 1","115","3rd cu_N-","","1st cu_R-","","123","128","16BQ-115","","","cu_Play-in","","","","","","","","","","",""
"","","","BECKMAN HS 1","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","S","Dark","S","","","GMID","","","","","","","","","","","","","",""
"24-Jul","7:00 AM","Group","BECKMAN HS 1","64","cu_U1","","cu_U2","","","","16BQ-064","","","cu_Group","","","","","","","","","","",""
"24-Jul","7:50 AM","Group","BECKMAN HS 1","68","cu_T1","","cu_T2","","","","16BQ-068","","","cu_Group","","","","","","","","","","",""
"24-Jul","8:40 AM","Group","BECKMAN HS 1","72","cu_O2","","cu_O3","","","","16BQ-072","","","cu_Group","","","","","","","","","","",""
"24-Jul","9:30 AM","Group","BECKMAN HS 1","76","cu_P2","","cu_P3","","","","16BQ-076","","","cu_Group","","","","","","","","","","",""
"24-Jul","10:20 AM","Group","BECKMAN HS 1","80","cu_U1","","cu_U3","","","","16BQ-080","","","cu_Group","","","","","","","","","","",""
"24-Jul","11:10 AM","Group","BECKMAN HS 1","84","cu_T1","","cu_T3","","","","16BQ-084","","","cu_Group","","","","","","","","","","",""
"24-Jul","12:00 PM","Group","BECKMAN HS 1","88","cu_O1","","cu_O3","","","","16BQ-088","","","cu_Group","","","","","","","","","","",""
"24-Jul","12:50 PM","Group","BECKMAN HS 1","92","cu_P1","","cu_P3","","","","16BQ-092","","","cu_Group","","","","","","","","","","",""
"24-Jul","1:40 PM","Group","BECKMAN HS 1","96","cu_U2","","cu_U3","","","","16BQ-096","","","cu_Group","","","","","","","","","","",""
"24-Jul","2:30 PM","Group","BECKMAN HS 1","100","cu_T2","","cu_T3","","","","16BQ-100","","","cu_Group","","","","","","","","","","",""
"24-Jul","3:20 PM","Group","BECKMAN HS 1","104","cu_O1","","cu_O2","","","","16BQ-104","","","cu_Group","","","","","","","","","","",""
"24-Jul","4:10 PM","Group","BECKMAN HS 1","108","cu_P1","","cu_P2","","","","16BQ-108","","","cu_Group","","","","","","","","","","",""
"24-Jul","6:40 PM","Play-in","BECKMAN HS 1","112","3rd cu_O-","","1st cu_U-","","119","140","16BQ-112","","","cu_Play-in","","","","","","","","","","",""
"24-Jul","7:30 PM","Play-in","BECKMAN HS 1","116","3rd cu_P-","","1st cu_T-","","127","132","16BQ-116","","","cu_Play-in","","","","","","","","","","",""
"Sat, July 25","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","GOLDEN WEST COLLEGE 1","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","S","Dark","S","","","GMID","","","","","","","","","","","","","",""
"25-Jul","8:00 AM","5-8 v 9-12","GOLDEN WEST COLLEGE 1","117","2nd ni_P-","","W110","","141","149","16BQ-117","","","ni_5-8 v 9-12","","","","","","","","","","",""
"25-Jul","9:00 AM","5-8 v 9-12","GOLDEN WEST COLLEGE 1","121","2nd ni_M-","","W113","","141","149","16BQ-121","","","ni_5-8 v 9-12","","","","","","","","","","",""
"25-Jul","10:00 AM","5-8 v 9-12","GOLDEN WEST COLLEGE 1","125","2nd ni_O-","","W114","","145","153","16BQ-125","","","ni_5-8 v 9-12","","","","","","","","","","",""
"25-Jul","11:00 AM","5-8 v 9-12","GOLDEN WEST COLLEGE 1","129","2nd ni_N-","","W109","","145","153","16BQ-129","","","ni_5-8 v 9-12","","","","","","","","","","",""
"25-Jul","12:00 PM","1-2 v 3-4","GOLDEN WEST COLLEGE 1","133","1st ni_N-","","1st ni_O-","","174","157","16BQ-133","","","ni_1-2 v 3-4","","","","","","","","","","",""
"25-Jul","1:00 PM","1-2 v 3-4","GOLDEN WEST COLLEGE 1","137","1st ni_M-","","1st ni_P-","","173","161","16BQ-137","","","ni_1-2 v 3-4","","","","","","","","","","",""
"25-Jul","2:00 PM","5-6 v 7-8","GOLDEN WEST COLLEGE 1","141","W117","","W121","","157","185","16BQ-141","","","ni_5-6 v 7-8","","","","","","","","","","",""
"25-Jul","3:00 PM","5-6 v 7-8","GOLDEN WEST COLLEGE 1","145","W125","","W129","","161","185","16BQ-145","","","ni_5-6 v 7-8","","","","","","","","","","",""
"25-Jul","4:00 PM","9-12 semi","GOLDEN WEST COLLEGE 1","149","L121","","L117","","182","181","16BQ-149","","","ni_9-12 semi","","","","","","","","","","",""
"25-Jul","5:00 PM","9-12 semi","GOLDEN WEST COLLEGE 1","153","L129","","L125","","182","181","16BQ-153","","","ni_9-12 semi","","","","","","","","","","",""
"25-Jul","6:00 PM","play to semi","GOLDEN WEST COLLEGE 1","157","L133","","W141","","173","186","16BQ-157","","","ni_play to semi","","","","","","","","","","",""
"25-Jul","7:00 PM","play to semi","GOLDEN WEST COLLEGE 1","161","L137","","W145","","174","186","16BQ-161","","","ni_play to semi","","","","","","","","","","",""
"","","","TUSTIN HS 1","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","S","Dark","S","","","GMID","","","","","","","","","","","","","",""
"25-Jul","8:00 AM","21-24 RR","TUSTIN HS 1","118","3rd ni_U-","","3rd ni_R-","","","","16BQ-118","","","ni_21-24 RR","","","","","","","","","","",""
"25-Jul","9:00 AM","21-24 RR","TUSTIN HS 1","122","3rd ni_T-","","3rd ni_S-","","","","16BQ-122","","","ni_21-24 RR","","","","","","","","","","",""
"25-Jul","10:00 AM","13-20 qtr","TUSTIN HS 1","126","L113","","2nd ni_U-","","150","154","16BQ-126","","","ni_13-20 qtr","","","","","","","","","","",""
"25-Jul","11:00 AM","13-20 qtr","TUSTIN HS 1","130","L114","","2nd ni_S-","","150","154","16BQ-130","","","ni_13-20 qtr","","","","","","","","","","",""
"25-Jul","12:00 PM","13-20 qtr","TUSTIN HS 1","134","L109","","2nd ni_T-","","158","162","16BQ-134","","","ni_13-20 qtr","","","","","","","","","","",""
"25-Jul","1:00 PM","13-20 qtr","TUSTIN HS 1","138","L110","","2nd ni_R-","","158","162","16BQ-138","","","ni_13-20 qtr","","","","","","","","","","",""
"25-Jul","2:00 PM","21-24 RR","TUSTIN HS 1","142","3rd ni_U-","","3rd ni_S-","","","","16BQ-142","","","ni_21-24 RR","","","","","","","","","","",""
"25-Jul","3:00 PM","21-24 RR","TUSTIN HS 1","146","3rd ni_T-","","3rd ni_R-","","","","16BQ-146","","","ni_21-24 RR","","","","","","","","","","",""
"25-Jul","4:00 PM","13-16 semi","TUSTIN HS 1","150","W126","","W130","","178","177","16BQ-150","","","ni_13-16 semi","","","","","","","","","","",""
"25-Jul","5:00 PM","17-20 semi","TUSTIN HS 1","154","L130","","L126","","170","169","16BQ-154","","","ni_17-20 semi","","","","","","","","","","",""
"25-Jul","6:00 PM","13-16 semi","TUSTIN HS 1","158","W134","","W138","","178","177","16BQ-158","","","ni_13-16 semi","","","","","","","","","","",""
"25-Jul","7:00 PM","17-20 semi","TUSTIN HS 1","162","L138","","L134","","170","169","16BQ-162","","","ni_17-20 semi","","","","","","","","","","",""
"","","","BECKMAN HS 1","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","S","Dark","S","","","GMID","","","","","","","","","","","","","",""
"25-Jul","8:00 AM","5-8 v 9-12","BECKMAN HS 1","119","2nd cu_P-","","W112","","143","151","16BQ-119","","","cu_5-8 v 9-12","","","","","","","","","","",""
"25-Jul","9:00 AM","5-8 v 9-12","BECKMAN HS 1","123","2nd cu_M-","","W115","","143","151","16BQ-123","","","cu_5-8 v 9-12","","","","","","","","","","",""
"25-Jul","10:00 AM","5-8 v 9-12","BECKMAN HS 1","127","2nd cu_O-","","W116","","147","155","16BQ-127","","","cu_5-8 v 9-12","","","","","","","","","","",""
"25-Jul","11:00 AM","5-8 v 9-12","BECKMAN HS 1","131","2nd cu_N-","","W111","","147","155","16BQ-131","","","cu_5-8 v 9-12","","","","","","","","","","",""
"25-Jul","12:00 PM","1-2 v 3-4","BECKMAN HS 1","135","1st cu_N-","","1st cu_O-","","172","159","16BQ-135","","","cu_1-2 v 3-4","","","","","","","","","","",""
"25-Jul","1:00 PM","1-2 v 3-4","BECKMAN HS 1","139","1st cu_M-","","1st cu_P-","","171","163","16BQ-139","","","cu_1-2 v 3-4","","","","","","","","","","",""
"25-Jul","2:00 PM","5-6 v 7-8","BECKMAN HS 1","143","W119","","W123","","159","188","16BQ-143","","","cu_5-6 v 7-8","","","","","","","","","","",""
