"Day 1","HOT! RESULTS","SUBMIT SCORES!","Quarter Lengths by Day","BRACKET BREAKER","","","","","","","","","","","","","","","","","","","","",""
"Sat, July 18","","","5-5-5-5","","","","","","","","","","","","","","","","","","","","","",""
"19-Jul","2:30 PM","Group","EL TORO HS 3","90","pt_P1","","pt_P2","","","","10G-090","","pt_Group","","","","","","","","","","","",""
"19-Jul","5:00 PM","Play-in","EL TORO HS 3","110","3rd pt_O","","1st pt_S","","121","au_W3","10G-110","","pt_Play-in","","","","","","","","","","","",""
"19-Jul","5:50 PM","Play-in","EL TORO HS 3","114","3rd pt_P","","2nd pt_S","","129","au_V2","10G-114","","pt_Play-in","","","","","","","","","","","",""
"","","au_W Gold 1st-6th","","","","","","","","","","","","","","","","","","","","","","",""
"","","3rd pt_S","","","","","","","","","","","","","","","","","","","","","","",""
"","","L109","","","","","","","","","","","","","","","","","","","","","","",""
"","","L110","","","","","","","","","","","","","","","","","","","","","","",""
"20-Jul","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","BECKMAN HS 2","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","S","Dark","","W to #","L to #","GMID","","","","","","","","","","","","","",""
"20-Jul","8:00 AM","5-8 v 9-12","BECKMAN HS 2","121","2nd pt_P","","W110","","145","153","10G-121","","pt_5-8 v 9-12","","","","","","","","","","","",""
"20-Jul","8:50 AM","5-8 v 9-12","BECKMAN HS 2","125","2nd pt_M","","W113","","145","153","10G-125","","pt_5-8 v 9-12","","","","","","","","","","","",""
"20-Jul","9:40 AM","5-8 v 9-12","BECKMAN HS 2","129","2nd pt_O","","W114","","149","157","10G-129","","pt_5-8 v 9-12","","","","","","","","","","","",""
"20-Jul","10:30 AM","5-8 v 9-12","BECKMAN HS 2","133","2nd pt_N","","W109","","149","157","10G-133","","pt_5-8 v 9-12","","","","","","","","","","","",""
"20-Jul","11:20 AM","1-2 v 3-4","BECKMAN HS 2","137","1st pt_N","","1st pt_O","","174","161","10G-137","","pt_1-2 v 3-4","","","","","","","","","","","",""
"20-Jul","12:10 PM","1-2 v 3-4","BECKMAN HS 2","141","1st pt_M","","1st pt_P","","173","165","10G-141","","pt_1-2 v 3-4","","","","","","","","","","","",""
"20-Jul","1:00 PM","5-6 v 7-8","BECKMAN HS 2","145","W121","","W125","","161","178","10G-145","","pt_5-6 v 7-8","","","","","","","","","","","",""
"20-Jul","1:50 PM","5-6 v 7-8","BECKMAN HS 2","149","W129","","W133","","165","178","10G-149","","pt_5-6 v 7-8","","","","","","","","","","","",""
"20-Jul","2:40 PM","9-12 semi","BECKMAN HS 2","153","L125","","L121","","177","181","10G-153","","pt_9-12 semi","","","","","","","","","","","",""
"20-Jul","3:30 PM","9-12 semi","BECKMAN HS 2","157","L133","","L129","","177","181","10G-157","","pt_9-12 semi","","","","","","","","","","","",""
"20-Jul","4:20 PM","play to semi","BECKMAN HS 2","161","L137","","W145","","173","193","10G-161","","pt_play to semi","","","","","","","","","","","",""
"20-Jul","5:10 PM","play to semi","BECKMAN HS 2","165","L141","","W149","","174","193","10G-165","","pt_play to semi","","","","","","","","","","","",""
"","","","TUSTIN HS 2","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","S","Dark","S","W to #","L to #","GMID","","","","","","","","","","","","","",""
"20-Jul","9:40 AM","Group","TUSTIN HS 2","122","au_V1","","au_V3","","","","10G-122","","au_Group","","","","","","","","","","","",""
"20-Jul","10:30 AM","Group","TUSTIN HS 2","126","au_W1","","au_W3","","","","10G-126","","au_Group","","","","","","","","","","","",""
"20-Jul","12:10 PM","Group","TUSTIN HS 2","130","au_V2","","au_V3","","","","10G-130","","au_Group","","","","","","","","","","","",""
"20-Jul","1:00 PM","Group","TUSTIN HS 2","134","au_W2","","au_W3","","","","10G-134","","au_Group","","","","","","","","","","","",""
"20-Jul","2:40 PM","Group","TUSTIN HS 2","138","au_V1","","au_V2","","","","10G-138","","au_Group","","","","","","","","","","","",""
"20-Jul","3:30 PM","Group","TUSTIN HS 2","142","au_W1","","au_W2","","","","10G-142","","au_Group","","","","","","","","","","","",""
"21-Jul","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","TUSTIN HS 2","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","S","Dark","S","W to #","L to #","GMID","","","","","","","","","","","","","",""
"21-Jul","8:00 AM","5th","TUSTIN HS 2","192","3rd au_V","","3rd au_W","","5th","6th","10G-192","","au_5th","","","","","","","","","","","",""
"21-Jul","9:00 AM","3rd","TUSTIN HS 2","191","2nd au_V","","2nd au_W","","3rd","4th","10G-191","","au_3rd","","","","","","","","","","","",""
"21-Jul","10:00 AM","1st","TUSTIN HS 2","182","1st au_V","","1st au_W","","1st","2nd","10G-182","","au_1st","","","","","","","","","","","",""
"21-Jul","11:00 AM","11th","TUSTIN HS 2","181","L153","","L157","","11th","12th","10G-181","","pt_11th","","","","","","","","","","","",""
"","","","BECKMAN HS 2","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","S","Dark","S","W to #","L to #","GMID","","","","","","","","","","","","","",""
"21-Jul","9:00 AM","7th","BECKMAN HS 2","178","L145","","L149","","7th","8th","10G-178","","pt_7th","","","","","","","","","","","",""
"21-Jul","10:00 AM","9th","BECKMAN HS 2","177","W153","","W157","","9th","10th","10G-177","","pt_9th","","","","","","","","","","","",""
"","","","WOOLLETT LEFT","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","S","Dark","S","W to #","L to #","GMID","","","","","","","","","","","","","",""
"21-Jul","7:00 AM","semi","WOOLLETT LEFT","173","W141","","W161","","186","185","10G-173","","pt_semi","","","","","","","","","","","",""
"21-Jul","9:00 AM","5th","WOOLLETT LEFT","193","L161","","L165","","5th","6th","10G-193","","pt_5th","","","","","","","","","","","",""
"21-Jul","10:00 AM","3rd","WOOLLETT LEFT","185","L173","","L174","","3rd","4th","10G-185","","pt_3rd","","","","","","","","","","","",""
"","","","WOOLLETT RIGHT","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","S","Dark","S","W to #","L to #","GMID","","","","","","","","","","","","","",""
"21-Jul","7:00 AM","semi","WOOLLETT RIGHT","174","W137","","W165","","186","185","10G-174","","pt_semi","","","","","","","","","","","",""
"21-Jul","10:00 AM","1st","WOOLLETT RIGHT","186","W173","","W174","","1st","2nd","10G-186","","pt_1st","","","","","","","","","","","",""
"","","au_Place","","","","","","","","","","","","","","","","","","","","","","",""
"","","1st","W182","","","","","","","","","","","","","","","","","","","","","",""
"","","2nd","L182","","","","","","","","","","","","","","","","","","","","","",""
"","","3rd","W191","","","","","","","","","","","","","","","","","","","","","",""
"","","4th","L191","","","","","","","","","","","","","","","","","","","","","",""
"","","5th","W192","","","","","","","","","","","","","","","","","","","","","",""
"","","6th","L192","","","","","","","","","","","","","","","","","","","","","",""
