team_id,name,club_id,level,games_observed,ranking_eligible,aliases
1sta-ciu-a,1sta CIU A,1sta-ciu,A,1,False,1sta CIU; 1sta CIU A; 1sta-ciu; 1sta-ciu-a
1sta-mission-a,1sta Mission A,1sta-mission,A,1,False,1sta Mission A; 1sta-mission-a
1sta-north-irvine-red-a,1sta North Irvine Red A,1sta-north-irvine-red,A,1,False,1sta North Irvine Red; 1sta North Irvine Red A; 1sta-north-irvine-red; 1sta-north-irvine-red-a
1stb-la-jolla-united-a,1stb LA Jolla United A,1stb-la-jolla-united,A,1,False,1stb LA Jolla United A; 1stb-la-jolla-united-a
1stb-newport-beach-blue-a,1stb Newport Beach Blue A,1stb-newport-beach-blue,A,1,False,1stb Newport Beach Blue; 1stb Newport Beach Blue A; 1stb-newport-beach-blue; 1stb-newport-beach-blue-a
1stb-orange-county-wpc-b,1stb Orange County Wpc B,1stb-orange-county-wpc,B,1,False,1stb Orange County Wpc B; 1stb-orange-county-wpc-b
1stc-norcal-a,1stc Norcal A,1stc-norcal,A,1,False,1stc Norcal A; 1stc-norcal-a
1stc-vanguard-blue-a,1stc Vanguard Blue A,1stc-vanguard-blue,A,1,False,1stc Vanguard Blue; 1stc Vanguard Blue A; 1stc-vanguard-blue; 1stc-vanguard-blue-a
1stc-vanguard-silver-a,1stc Vanguard Silver A,1stc-vanguard-silver,A,1,False,1stc Vanguard Silver; 1stc Vanguard Silver A; 1stc-vanguard-silver; 1stc-vanguard-silver-a
1std-alameda-a,1std Alameda A,1std-alameda,A,1,False,1std Alameda; 1std Alameda A; 1std-alameda; 1std-alameda-a
1std-mission-a,1std Mission A,1std-mission,A,1,False,1std Mission A; 1std-mission-a
1std-newport-beach-silver-a,1std Newport Beach Silver A,1std-newport-beach-silver,A,1,False,1std Newport Beach Silver; 1std Newport Beach Silver A; 1std-newport-beach-silver; 1std-newport-beach-silver-a
1ste-908-a,1ste 908 A,1ste-908,A,1,False,1ste 908; 1ste 908 A; 1ste-908; 1ste-908-a
1stf-commerce-a,1stf Commerce A,1stf-commerce,A,1,False,1stf Commerce; 1stf Commerce A; 1stf-commerce; 1stf-commerce-a
1stg-lawpc-a,1stg LAWPC A,1stg-lawpc,A,1,False,1stg LAWPC; 1stg LAWPC A; 1stg-lawpc; 1stg-lawpc-a
1stg-mission-wpc-a,1stg Mission Wpc A,1stg-mission-wpc,A,1,False,1stg Mission Wpc A; 1stg-mission-wpc-a
1stg-north-irvine-a,1stg North Irvine A,1stg-north-irvine,A,1,False,1stg North Irvine A; 1stg-north-irvine-a
1stg-patriot-navy-a,1stg Patriot Navy A,1stg-patriot-navy,A,1,False,1stg Patriot Navy; 1stg Patriot Navy A; 1stg-patriot-navy; 1stg-patriot-navy-a
1stg-poway-valley-black-a,1stg Poway Valley Black A,1stg-poway-valley-black,A,1,False,1stg Poway Valley Black; 1stg Poway Valley Black A; 1stg-poway-valley-black; 1stg-poway-valley-black-a
1sth-ccu-a,1sth Ccu A,1sth-ccu,A,1,False,1sth Ccu A; 1sth-ccu-a
1sth-gold-coast-a,1sth Gold Coast A,1sth-gold-coast,A,1,False,1sth Gold Coast; 1sth Gold Coast A; 1sth-gold-coast; 1sth-gold-coast-a
1sth-mission-wpc-a,1sth Mission Wpc A,1sth-mission-wpc,A,1,False,1sth Mission Wpc; 1sth Mission Wpc A; 1sth-mission-wpc; 1sth-mission-wpc-a
1sth-skip-a,1sth SKIP A,1sth-skip,A,1,False,1sth SKIP; 1sth SKIP A; 1sth-skip; 1sth-skip-a
1stj-cdm-a,1stj CDM A,1stj-cdm,A,1,False,1stj CDM; 1stj CDM A; 1stj-cdm; 1stj-cdm-a
1stj-diablo-alliance-b,1stj Diablo Alliance B,1stj-diablo-alliance,B,1,False,1stj Diablo Alliance B; 1stj-diablo-alliance-b
1stj-la-jolla-united-navy-a,1stj LA Jolla United Navy A,1stj-la-jolla-united-navy,A,1,False,1stj LA Jolla United Navy; 1stj LA Jolla United Navy A; 1stj-la-jolla-united-navy; 1stj-la-jolla-united-navy-a
1stk-680-b,1stk 680 B,1stk-680,B,1,False,1stk 680 B; 1stk-680-b
1stk-tsunami-blue-a,1stk Tsunami Blue A,1stk-tsunami-blue,A,1,False,1stk Tsunami Blue; 1stk Tsunami Blue A; 1stk-tsunami-blue; 1stk-tsunami-blue-a
1stl-norcal-b,1stl Norcal B,1stl-norcal,B,1,False,1stl Norcal B; 1stl-norcal-b
1stm-back-bay-a,1stm Back Bay A,1stm-back-bay,A,1,False,1stm Back Bay; 1stm Back Bay A; 1stm-back-bay; 1stm-back-bay-a
1stm-stanford-c,1stm Stanford C,1stm-stanford,C,1,False,1stm Stanford C; 1stm-stanford-c
1stn-mission-wpc-a,1stn Mission Wpc A,1stn-mission-wpc,A,1,False,1stn Mission Wpc; 1stn Mission Wpc A; 1stn-mission-wpc; 1stn-mission-wpc-a
1stp-chawp-a,1stp Chawp A,1stp-chawp,A,2,False,1stp Chawp; 1stp Chawp A; 1stp-chawp; 1stp-chawp-a
1stq-ocwpc-red-a,1stq OCWPC Red A,1stq-ocwpc-red,A,2,False,1stq OCWPC Red; 1stq OCWPC Red A; 1stq-ocwpc-red; 1stq-ocwpc-red-a
1str-cc-united-white-a,1str CC United White A,1str-cc-united-white,A,1,False,1str CC United White; 1str CC United White A; 1str-cc-united-white; 1str-cc-united-white-a
1str-patriot-red-a,1str Patriot Red A,1str-patriot-red,A,2,False,1str Patriot Red; 1str Patriot Red A; 1str-patriot-red; 1str-patriot-red-a
1sts-stanford-white-a,1sts Stanford White A,1sts-stanford-white,A,1,False,1sts Stanford White; 1sts Stanford White A; 1sts-stanford-white; 1sts-stanford-white-a
2-a,2 A,2,A,1,False,2; 2 A; 2-a
20-devil-s-gate-a,20 Devil S Gate A,20-devil-s-gate,A,1,False,20 Devil S Gate; 20 Devil S Gate A; 20-devil-s-gate; 20-devil-s-gate-a
24-pride-red-a,24 Pride Red A,24-pride-red,A,1,False,24 Pride Red; 24 Pride Red A; 24-pride-red; 24-pride-red-a
25-american-river-blue-a,25 American River Blue A,25-american-river-blue,A,1,False,25 American River Blue; 25 American River Blue A; 25-american-river-blue; 25-american-river-blue-a
26-south-coast-white-a,26 South Coast White A,26-south-coast-white,A,1,False,26 South Coast White; 26 South Coast White A; 26-south-coast-white; 26-south-coast-white-a
2nd-in-a-foothill-red-a,2nd In A Foothill Red A,2nd-in-a-foothill-red,A,1,False,2nd In A Foothill Red; 2nd In A Foothill Red A; 2nd-in-a-foothill-red; 2nd-in-a-foothill-red-a
2nd-in-b-rose-bowl-red-a,2nd In B Rose Bowl Red A,2nd-in-b-rose-bowl-red,A,1,False,2nd In B Rose Bowl Red; 2nd In B Rose Bowl Red A; 2nd-in-b-rose-bowl-red; 2nd-in-b-rose-bowl-red-a
2nd-in-c-trojan-cardinal-a,2nd In C Trojan Cardinal A,2nd-in-c-trojan-cardinal,A,1,False,2nd In C Trojan Cardinal; 2nd In C Trojan Cardinal A; 2nd-in-c-trojan-cardinal; 2nd-in-c-trojan-cardinal-a
2nd-in-d-route-66-a,2nd In D Route 66 A,2nd-in-d-route-66,A,1,False,2nd In D Route 66; 2nd In D Route 66 A; 2nd-in-d-route-66; 2nd-in-d-route-66-a
2nd-in-e-temple-city-a,2nd In E Temple City A,2nd-in-e-temple-city,A,1,False,2nd In E Temple City; 2nd In E Temple City A; 2nd-in-e-temple-city; 2nd-in-e-temple-city-a
2nd-in-f-shore-red-a,2nd In F Shore Red A,2nd-in-f-shore-red,A,1,False,2nd In F Shore Red; 2nd In F Shore Red A; 2nd-in-f-shore-red; 2nd-in-f-shore-red-a
2nd-in-g-orwp-14u-black-a,2nd In G Orwp 14u Black A,2nd-in-g-orwp-14u-black,A,1,False,2nd In G Orwp 14u Black; 2nd In G Orwp 14u Black A; 2nd-in-g-orwp-14u-black; 2nd-in-g-orwp-14u-black-a
2nd-in-h-pride-black-a,2nd In H Pride Black A,2nd-in-h-pride-black,A,1,False,2nd In H Pride Black; 2nd In H Pride Black A; 2nd-in-h-pride-black; 2nd-in-h-pride-black-a
2nda-orwp-a,2nda Orwp A,2nda-orwp,A,1,False,2nda Orwp A; 2nda-orwp-a
2nda-patriot-a,2nda Patriot A,2nda-patriot,A,1,False,2nda Patriot A; 2nda-patriot-a
2nda-san-diego-dons-14-black-a,2nda San Diego Dons 14 Black A,2nda-san-diego-dons-14-black,A,1,False,2nda San Diego Dons 14 Black; 2nda San Diego Dons 14 Black A; 2nda-san-diego-dons-14-black; 2nda-san-diego-dons-14-black-a
2ndb-newport-beach-a,2ndb Newport Beach A,2ndb-newport-beach,A,1,False,2ndb Newport Beach A; 2ndb-newport-beach-a
2ndb-patriot-red-a,2ndb Patriot Red A,2ndb-patriot-red,A,1,False,2ndb Patriot Red; 2ndb Patriot Red A; 2ndb-patriot-red; 2ndb-patriot-red-a
2ndb-sd-eca-a,2ndb SD Eca A,2ndb-sd-eca,A,1,False,2ndb SD Eca; 2ndb SD Eca A; 2ndb-sd-eca; 2ndb-sd-eca-a
2ndc-hieland-a,2ndc Hieland A,2ndc-hieland,A,1,False,2ndc Hieland; 2ndc Hieland A; 2ndc-hieland; 2ndc-hieland-a
2ndc-san-diego-dons-a,2ndc San Diego Dons A,2ndc-san-diego-dons,A,1,False,2ndc San Diego Dons; 2ndc San Diego Dons A; 2ndc-san-diego-dons; 2ndc-san-diego-dons-a
2ndc-sd-dons-a,2ndc SD Dons A,2ndc-sd-dons,A,1,False,2ndc SD Dons; 2ndc SD Dons A; 2ndc-sd-dons; 2ndc-sd-dons-a
2ndd-la-premier-a,2ndd LA Premier A,2ndd-la-premier,A,1,False,2ndd LA Premier; 2ndd LA Premier A; 2ndd-la-premier; 2ndd-la-premier-a
2ndd-mission-12a-a,2ndd Mission 12a A,2ndd-mission-12a,A,1,False,2ndd Mission 12a; 2ndd Mission 12a A; 2ndd-mission-12a; 2ndd-mission-12a-a
2ndg-pasadena-ac-a,2ndg Pasadena Ac A,2ndg-pasadena-ac,A,1,False,2ndg Pasadena Ac; 2ndg Pasadena Ac A; 2ndg-pasadena-ac; 2ndg-pasadena-ac-a
2ndg-socal-black-a,2ndg SOCAL Black A,2ndg-socal-black,A,1,False,2ndg SOCAL Black; 2ndg SOCAL Black A; 2ndg-socal-black; 2ndg-socal-black-a
2ndg-vanguard-blue-a,2ndg Vanguard Blue A,2ndg-vanguard-blue,A,1,False,2ndg Vanguard Blue; 2ndg Vanguard Blue A; 2ndg-vanguard-blue; 2ndg-vanguard-blue-a
2ndg-vegas-renegades-a,2ndg Vegas Renegades A,2ndg-vegas-renegades,A,1,False,2ndg Vegas Renegades; 2ndg Vegas Renegades A; 2ndg-vegas-renegades; 2ndg-vegas-renegades-a
2ndh-nbwp-blue-a,2ndh Nbwp Blue A,2ndh-nbwp-blue,A,1,False,2ndh Nbwp Blue; 2ndh Nbwp Blue A; 2ndh-nbwp-blue; 2ndh-nbwp-blue-a
2ndh-sand-canyon-a,2ndh Sand Canyon A,2ndh-sand-canyon,A,1,False,2ndh Sand Canyon; 2ndh Sand Canyon A; 2ndh-sand-canyon; 2ndh-sand-canyon-a
2ndh-sj-foundation-a,2ndh SJ Foundation A,2ndh-sj-foundation,A,1,False,2ndh SJ Foundation; 2ndh SJ Foundation A; 2ndh-sj-foundation; 2ndh-sj-foundation-a
2ndj-los-alamitos-blue-a,2ndj Los Alamitos Blue A,2ndj-los-alamitos-blue,A,1,False,2ndj Los Alamitos Blue; 2ndj Los Alamitos Blue A; 2ndj-los-alamitos-blue; 2ndj-los-alamitos-blue-a
2ndj-patriot-navy-a,2ndj Patriot Navy A,2ndj-patriot-navy,A,1,False,2ndj Patriot Navy; 2ndj Patriot Navy A; 2ndj-patriot-navy; 2ndj-patriot-navy-a
2ndj-titans-a,2ndj Titans A,2ndj-titans,A,1,False,2ndj Titans; 2ndj Titans A; 2ndj-titans; 2ndj-titans-a
2ndk-north-irvine-black-a,2ndk North Irvine Black A,2ndk-north-irvine-black,A,1,False,2ndk North Irvine Black; 2ndk North Irvine Black A; 2ndk-north-irvine-black; 2ndk-north-irvine-black-a
2ndk-south-coast-white-a,2ndk South Coast White A,2ndk-south-coast-white,A,1,False,2ndk South Coast White; 2ndk South Coast White A; 2ndk-south-coast-white; 2ndk-south-coast-white-a
2ndl-supreme-a,2ndl Supreme A,2ndl-supreme,A,1,False,2ndl Supreme; 2ndl Supreme A; 2ndl-supreme; 2ndl-supreme-a
2ndm-american-river-b,2ndm American River B,2ndm-american-river,B,1,False,2ndm American River B; 2ndm-american-river-b
2ndm-san-clemente-red-a,2ndm San Clemente Red A,2ndm-san-clemente-red,A,1,False,2ndm San Clemente Red; 2ndm San Clemente Red A; 2ndm-san-clemente-red; 2ndm-san-clemente-red-a
2ndn-socal-gold-a,2ndn SOCAL Gold A,2ndn-socal-gold,A,1,False,2ndn SOCAL Gold; 2ndn SOCAL Gold A; 2ndn-socal-gold; 2ndn-socal-gold-a
2ndp-set-a,2ndp Set A,2ndp-set,A,2,False,2ndp Set; 2ndp Set A; 2ndp-set; 2ndp-set-a
2ndq-san-clemente-black-a,2ndq San Clemente Black A,2ndq-san-clemente-black,A,2,False,2ndq San Clemente Black; 2ndq San Clemente Black A; 2ndq-san-clemente-black; 2ndq-san-clemente-black-a
2ndr-burlingame-a,2ndr Burlingame A,2ndr-burlingame,A,1,False,2ndr Burlingame; 2ndr Burlingame A; 2ndr-burlingame; 2ndr-burlingame-a
2ndr-vanguard-silver-a,2ndr Vanguard Silver A,2ndr-vanguard-silver,A,2,False,2ndr Vanguard Silver; 2ndr Vanguard Silver A; 2ndr-vanguard-silver; 2ndr-vanguard-silver-a
2nds-midpen-a,2nds Midpen A,2nds-midpen,A,1,False,2nds Midpen; 2nds Midpen A; 2nds-midpen; 2nds-midpen-a
3-channel-islands-united-gold-a,3 Channel Islands United Gold A,3-channel-islands-united-gold,A,1,False,3 Channel Islands United Gold; 3 Channel Islands United Gold A; 3-channel-islands-united-gold; 3-channel-islands-united-gold-a
3rd-in-a-pv-blue-a,3rd In A Pv Blue A,3rd-in-a-pv-blue,A,1,False,3rd In A Pv Blue; 3rd In A Pv Blue A; 3rd-in-a-pv-blue; 3rd-in-a-pv-blue-a
3rd-in-b-908-blue-a,3rd In B 908 Blue A,3rd-in-b-908-blue,A,1,False,3rd In B 908 Blue; 3rd In B 908 Blue A; 3rd-in-b-908-blue; 3rd-in-b-908-blue-a
3rd-in-c-titans-gold-a,3rd In C Titans Gold A,3rd-in-c-titans-gold,A,1,False,3rd In C Titans Gold; 3rd In C Titans Gold A; 3rd-in-c-titans-gold; 3rd-in-c-titans-gold-a
3rd-in-d-south-coast-white-a,3rd In D South Coast White A,3rd-in-d-south-coast-white,A,1,False,3rd In D South Coast White; 3rd In D South Coast White A; 3rd-in-d-south-coast-white; 3rd-in-d-south-coast-white-a
3rd-in-e-ciu-coast-a,3rd In E CIU Coast A,3rd-in-e-ciu-coast,A,1,False,3rd In E CIU Coast; 3rd In E CIU Coast A; 3rd-in-e-ciu-coast; 3rd-in-e-ciu-coast-a
3rd-in-f-supreme-a,3rd In F Supreme A,3rd-in-f-supreme,A,1,False,3rd In F Supreme; 3rd In F Supreme A; 3rd-in-f-supreme; 3rd-in-f-supreme-a
3rd-in-g-pac-a,3rd In G Pac A,3rd-in-g-pac,A,1,False,3rd In G Pac; 3rd In G Pac A; 3rd-in-g-pac; 3rd-in-g-pac-a
3rd-in-h-valley-united-a,3rd In H Valley United A,3rd-in-h-valley-united,A,1,False,3rd In H Valley United; 3rd In H Valley United A; 3rd-in-h-valley-united; 3rd-in-h-valley-united-a
3rda-route-66-a,3rda Route 66 A,3rda-route-66,A,1,False,3rda Route 66; 3rda Route 66 A; 3rda-route-66; 3rda-route-66-a
3rda-sand-canyon-a,3rda Sand Canyon A,3rda-sand-canyon,A,1,False,3rda Sand Canyon; 3rda Sand Canyon A; 3rda-sand-canyon; 3rda-sand-canyon-a
3rda-trilogy-black-a,3rda Trilogy Black A,3rda-trilogy-black,A,1,False,3rda Trilogy Black; 3rda Trilogy Black A; 3rda-trilogy-black; 3rda-trilogy-black-a
3rda-vanguard-a,3rda Vanguard A,3rda-vanguard,A,1,False,3rda Vanguard A; 3rda-vanguard-a
3rdb-lamorinda-a,3rdb Lamorinda A,3rdb-lamorinda,A,1,False,3rdb Lamorinda; 3rdb Lamorinda A; 3rdb-lamorinda; 3rdb-lamorinda-a
3rdb-san-clemente-black-a,3rdb San Clemente Black A,3rdb-san-clemente-black,A,1,False,3rdb San Clemente Black; 3rdb San Clemente Black A; 3rdb-san-clemente-black; 3rdb-san-clemente-black-a
3rdb-trojan-cardinal-a,3rdb Trojan Cardinal A,3rdb-trojan-cardinal,A,1,False,3rdb Trojan Cardinal; 3rdb Trojan Cardinal A; 3rdb-trojan-cardinal; 3rdb-trojan-cardinal-a
3rdc-gold-coast-a,3rdc Gold Coast A,3rdc-gold-coast,A,1,False,3rdc Gold Coast; 3rdc Gold Coast A; 3rdc-gold-coast; 3rdc-gold-coast-a
3rdc-ovac-a,3rdc OVAC A,3rdc-ovac,A,1,False,3rdc OVAC; 3rdc OVAC A; 3rdc-ovac; 3rdc-ovac-a
3rdc-rancho-tsunami-blue-a,3rdc Rancho Tsunami Blue A,3rdc-rancho-tsunami-blue,A,1,False,3rdc Rancho Tsunami Blue; 3rdc Rancho Tsunami Blue A; 3rdc-rancho-tsunami-blue; 3rdc-rancho-tsunami-blue-a
3rdd-pride-red-a,3rdd Pride Red A,3rdd-pride-red,A,1,False,3rdd Pride Red; 3rdd Pride Red A; 3rdd-pride-red; 3rdd-pride-red-a
3rdd-san-diego-shores-a,3rdd San Diego Shores A,3rdd-san-diego-shores,A,1,False,3rdd San Diego Shores; 3rdd San Diego Shores A; 3rdd-san-diego-shores; 3rdd-san-diego-shores-a
3rdd-titans-a,3rdd Titans A,3rdd-titans,A,1,False,3rdd Titans; 3rdd Titans A; 3rdd-titans; 3rdd-titans-a
3rdg-alameda-a,3rdg Alameda A,3rdg-alameda,A,1,False,3rdg Alameda; 3rdg Alameda A; 3rdg-alameda; 3rdg-alameda-a
3rdg-ocwpc-blue-a,3rdg OCWPC Blue A,3rdg-ocwpc-blue,A,1,False,3rdg OCWPC Blue; 3rdg OCWPC Blue A; 3rdg-ocwpc-blue; 3rdg-ocwpc-blue-a
3rdg-palos-verdes-a,3rdg Palos Verdes A,3rdg-palos-verdes,A,1,False,3rdg Palos Verdes A; 3rdg-palos-verdes-a
3rdh-lamorinda-b,3rdh Lamorinda B,3rdh-lamorinda,B,1,False,3rdh Lamorinda B; 3rdh-lamorinda-b
3rdh-vanguard-blue-a,3rdh Vanguard Blue A,3rdh-vanguard-blue,A,1,False,3rdh Vanguard Blue; 3rdh Vanguard Blue A; 3rdh-vanguard-blue; 3rdh-vanguard-blue-a
3rdj-channel-islands-united-gold-a,3rdj Channel Islands United Gold A,3rdj-channel-islands-united-gold,A,1,False,3rdj Channel Islands United Gold; 3rdj Channel Islands United Gold A; 3rdj-channel-islands-united-gold; 3rdj-channel-islands-united-gold-a
3rdj-cvu-a,3rdj Cvu A,3rdj-cvu,A,1,False,3rdj CVU; 3rdj CVU A; 3rdj-cvu; 3rdj-cvu-a
3rdj-nbwp-white-a,3rdj Nbwp White A,3rdj-nbwp-white,A,1,False,3rdj Nbwp White; 3rdj Nbwp White A; 3rdj-nbwp-white; 3rdj-nbwp-white-a
3rdk-hieland-a,3rdk Hieland A,3rdk-hieland,A,1,False,3rdk Hieland; 3rdk Hieland A; 3rdk-hieland; 3rdk-hieland-a
3rdk-vanguard-b,3rdk Vanguard B,3rdk-vanguard,B,1,False,3rdk Vanguard B; 3rdk-vanguard-b
3rdl-680-c,3rdl 680 C,3rdl-680,C,1,False,3rdl 680 C; 3rdl-680-c
3rdm-cmac-a,3rdm Cmac A,3rdm-cmac,A,1,False,3rdm Cmac; 3rdm Cmac A; 3rdm-cmac; 3rdm-cmac-a
3rdm-north-irvine-b,3rdm North Irvine B,3rdm-north-irvine,B,1,False,3rdm North Irvine B; 3rdm-north-irvine-b
3rdn-renegades-a,3rdn Renegades A,3rdn-renegades,A,1,False,3rdn Renegades; 3rdn Renegades A; 3rdn-renegades; 3rdn-renegades-a
3rdp-north-irvine-red-a,3rdp North Irvine Red A,3rdp-north-irvine-red,A,2,False,3rdp North Irvine Red; 3rdp North Irvine Red A; 3rdp-north-irvine-red; 3rdp-north-irvine-red-a
3rdq-tmec-wp-a,3rdq Tmec Wp A,3rdq-tmec-wp,A,2,False,3rdq Tmec Wp; 3rdq Tmec Wp A; 3rdq-tmec-wp; 3rdq-tmec-wp-a
3rdr-lamorinda-c,3rdr Lamorinda C,3rdr-lamorinda,C,1,False,3rdr Lamorinda C; 3rdr-lamorinda-c
3rdr-san-clemente-white-a,3rdr San Clemente White A,3rdr-san-clemente-white,A,2,False,3rdr San Clemente White; 3rdr San Clemente White A; 3rdr-san-clemente-white; 3rdr-san-clemente-white-a
3rds-tri-valley-tritons-a,3rds Tri Valley Tritons A,3rds-tri-valley-tritons,A,1,False,3rds Tri Valley Tritons; 3rds Tri Valley Tritons A; 3rds-tri-valley-tritons; 3rds-tri-valley-tritons-a
4th-in-a-rose-bowl-black-a,4th In A Rose Bowl Black A,4th-in-a-rose-bowl-black,A,1,False,4th In A Rose Bowl Black; 4th In A Rose Bowl Black A; 4th-in-a-rose-bowl-black; 4th-in-a-rose-bowl-black-a
4th-in-b-trojan-gold-a,4th In B Trojan Gold A,4th-in-b-trojan-gold,A,1,False,4th In B Trojan Gold; 4th In B Trojan Gold A; 4th-in-b-trojan-gold; 4th-in-b-trojan-gold-a
4th-in-c-foothill-black-a,4th In C Foothill Black A,4th-in-c-foothill-black,A,1,False,4th In C Foothill Black; 4th In C Foothill Black A; 4th-in-c-foothill-black; 4th-in-c-foothill-black-a
4th-in-d-orwp-red-a,4th In D Orwp Red A,4th-in-d-orwp-red,A,1,False,4th In D Orwp Red; 4th In D Orwp Red A; 4th-in-d-orwp-red; 4th-in-d-orwp-red-a
4th-in-e-loyola-a,4th In E Loyola A,4th-in-e-loyola,A,1,False,4th In E Loyola; 4th In E Loyola A; 4th-in-e-loyola; 4th-in-e-loyola-a
4th-in-f-ngen-a,4th In F Ngen A,4th-in-f-ngen,A,1,False,4th In F Ngen; 4th In F Ngen A; 4th-in-f-ngen; 4th-in-f-ngen-a
4th-in-g-la-city-united-a,4th In G LA City United A,4th-in-g-la-city-united,A,1,False,4th In G LA City United; 4th In G LA City United A; 4th-in-g-la-city-united; 4th-in-g-la-city-united-a
4th-in-h-tsm-a,4th In H Tsm A,4th-in-h-tsm,A,1,False,4th In H Tsm; 4th In H Tsm A; 4th-in-h-tsm; 4th-in-h-tsm-a
4tha-lawpc-a,4tha LAWPC A,4tha-lawpc,A,1,False,4tha LAWPC; 4tha LAWPC A; 4tha-lawpc; 4tha-lawpc-a
4tha-trojan-gold-a,4tha Trojan Gold A,4tha-trojan-gold,A,1,False,4tha Trojan Gold; 4tha Trojan Gold A; 4tha-trojan-gold; 4tha-trojan-gold-a
4thb-riverside-a,4thb Riverside A,4thb-riverside,A,1,False,4thb Riverside; 4thb Riverside A; 4thb-riverside; 4thb-riverside-a
4thc-devils-gate-a,4thc Devils Gate A,4thc-devils-gate,A,1,False,4thc Devils Gate; 4thc Devils Gate A; 4thc-devils-gate; 4thc-devils-gate-a
4thc-tsm-a,4thc Tsm A,4thc-tsm,A,1,False,4thc Tsm; 4thc Tsm A; 4thc-tsm; 4thc-tsm-a
4thd-cdm-b,4thd CDM B,4thd-cdm,B,1,False,4thd CDM B; 4thd-cdm-b
4thd-set-a,4thd Set A,4thd-set,A,1,False,4thd Set; 4thd Set A; 4thd-set; 4thd-set-a
6-a,6 A,6,A,1,False,6; 6 A; 6-a
6-patriot-navy-a,6 Patriot Navy A,6-patriot-navy,A,1,False,6 Patriot Navy; 6 Patriot Navy A; 6-patriot-navy; 6-patriot-navy-a
680-a,680 A,680,A,15,True,680; 680 A; 680 Blue; 680-a
680-b,680 B,680,B,13,True,680 B; 680 Red; 680-b
680-c,680 C,680,C,15,True,680 C; 680 White; 680-c
7-hieland-a,7 Hieland A,7-hieland,A,1,False,7 Hieland; 7 Hieland A; 7-hieland; 7-hieland-a
8-san-clemente-red-a,8 San Clemente Red A,8-san-clemente-red,A,1,False,8 San Clemente Red; 8 San Clemente Red A; 8-san-clemente-red; 8-san-clemente-red-a
9-stanford-black-a,9 Stanford Black A,9-stanford-black,A,1,False,9 Stanford Black; 9 Stanford Black A; 9-stanford-black; 9-stanford-black-a
908-a,908 A,908,A,10,True,908; 908 A; 908-a
908-blue-a,908 Blue A,908-blue,A,8,True,908 Blue; 908 Blue A; 908-blue; 908-blue-a
908-green-a,908 Green A,908-green,A,4,False,908 Green; 908 Green A; 908-green; 908-green-a
908-yellow-a,908 Yellow A,908-yellow,A,5,True,908 Yellow; 908 Yellow A; 908-yellow; 908-yellow-a
alameda-a,Alameda A,alameda,A,15,True,Alameda; Alameda A; Alameda Neptunes; alameda; alameda-a
american-river-a,American River A,american-river,A,8,True,American River; American River A; American River Blue; american-river-a
american-river-b,American River B,american-river,B,8,True,American River B; American River Gold; american-river-b
back-bay-a,Back Bay A,back-bay,A,19,True,Back Bay; Back Bay A; back-bay-a
big-valley-a,Big Valley A,big-valley,A,3,False,Big Valley; Big Valley A; big-valley; big-valley-a
boa-a,Boa A,boa,A,4,False,Boa; Boa A; boa; boa-a
brea-olinda-gold-a,Brea Olinda Gold A,brea-olinda-gold,A,2,False,Brea Olinda Gold; Brea Olinda Gold A; brea-olinda-gold; brea-olinda-gold-a
